Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_ctrl_c.AVG_Signal	KHYG1_ctrl_c.Avg_NBEADS	KHYG1_ctrl_c.BEAD_STDERR	KHYG1_ctrl_c.Detection Pval
ILMN_1680794	105.8279	31	2.938253	0.08311688
ILMN_1651584	103.9827	27	2.705957	0.1532468
ILMN_1711839	104.4449	10	3.741379	0.1337662
ILMN_1691704	101.9336	29	3.87116	0.2506494
ILMN_1693043	104.4498	16	3.258383	0.1337662
ILMN_1675836	102.6064	26	1.810148	0.2051948
ILMN_1791819	93.67017	13	4.18054	0.8961039
ILMN_1682214	96.81655	12	2.090348	0.6454545
ILMN_1689128	103.9944	20	4.286151	0.151948
ILMN_1767932	98.48653	18	3.588274	0.4961039
ILMN_1664307	96.31968	18	3.427611	0.6909091
ILMN_2126265	98.79546	14	1.451304	0.4597403
ILMN_1694082	93.3522	23	2.953856	0.9064935
ILMN_1703682	95.69166	28	2.52096	0.7428572
ILMN_1782197	114.1365	17	6.398726	0.006493506
ILMN_1673608	100.5237	20	3.035569	0.3194805
ILMN_1664073	105.5932	15	3.060124	0.08961039
ILMN_1787103	99.50995	28	2.747827	0.4090909
ILMN_1733156	99.23421	30	3.663411	0.425974
ILMN_1746693	107.9475	20	4.444745	0.04935065
ILMN_1719530	99.24345	19	3.352631	0.4233766
ILMN_1674491	99.65526	20	4.05128	0.3974026
ILMN_1774673	103.8365	18	5.111752	0.161039
ILMN_1670473	99.18711	24	2.62077	0.4298701
ILMN_1661149	103.5201	22	2.929202	0.1662338
ILMN_1800221	103.9321	17	1.715773	0.1571429
ILMN_1763751	97.9298	28	2.343445	0.5428572
ILMN_1803909	102.0527	11	3.922609	0.2402597
ILMN_1725075	96.35712	25	2.141924	0.687013
ILMN_1780966	97.61408	25	3.05482	0.5805195
ILMN_1680958	103.7928	17	3.451933	0.1623377
ILMN_1715180	107.2692	12	5.107045	0.05584415
ILMN_1664611	105.5167	21	2.253676	0.09350649
ILMN_1660989	106.8434	30	4.025739	0.05844156
ILMN_1707208	95.52983	25	2.58604	0.761039
ILMN_1756081	99.40162	23	2.949373	0.4181818
ILMN_1737842	103.3438	29	2.304936	0.1688312
ILMN_1664118	124.1762	26	4.147561	0
ILMN_1813801	468.734	18	32.33488	0
ILMN_1721659	1105.427	16	70.55524	0
ILMN_1807492	304.5542	27	14.21402	0
ILMN_1658304	102.0877	26	3.153447	0.238961
ILMN_1673980	108.0426	17	4.066323	0.04805195
ILMN_3249415	97.489	34	1.838178	0.5896104
ILMN_1768217	99.43039	17	2.34905	0.4155844
ILMN_1799985	96.10531	23	2.25975	0.7077922
ILMN_3200211	94.82277	19	2.942306	0.8116883
ILMN_1792747	94.4777	16	3.529166	0.8454546
ILMN_1780566	96.54123	23	2.883199	0.6714286
ILMN_1657959	101.2888	23	2.710488	0.2831169
ILMN_1698063	100.7085	24	1.93961	0.3090909
ILMN_1699087	101.0933	28	1.599916	0.2922078
ILMN_1662786	94.50117	31	2.22741	0.8428571
ILMN_1683413	99.81372	23	1.987952	0.3805195
ILMN_1653198	91.7272	18	3.344841	0.9610389
ILMN_1668895	91.48206	20	1.705098	0.9675325
ILMN_3251577	94.26359	23	3.793148	0.8558441
ILMN_1653347	95.85318	16	3.426792	0.7246753
ILMN_1750763	110.7245	18	5.14843	0.02207792
ILMN_1791420	101.9403	22	2.603135	0.2493507
ILMN_1736468	95.56031	30	2.480332	0.7597402
ILMN_1767862	98.93346	17	2.160508	0.4467532
ILMN_1700763	99.72534	22	2.95431	0.387013
ILMN_1728603	107.6107	23	4.508364	0.05324675
ILMN_1666165	95.89302	14	3.196611	0.7233766
ILMN_1653202	96.85101	21	2.514045	0.6415585
ILMN_1722974	89.76404	17	2.311481	0.9896104
ILMN_1668239	100.3934	13	1.939218	0.325974
ILMN_1688812	99.01609	25	2.481688	0.438961
ILMN_1709818	98.04225	21	2.282984	0.5350649
ILMN_1652649	94.94827	11	5.574495	0.8064935
ILMN_1689190	92.41204	33	2.150141	0.938961
ILMN_1666118	106.8564	17	1.967874	0.05844156
ILMN_3290136	125.7479	21	2.668977	0
ILMN_1783418	98.00692	17	1.182483	0.5376623
ILMN_1754186	116.0768	33	3.652116	0.003896104
ILMN_1688156	101.3316	24	2.270813	0.2792208
ILMN_1804752	102.0726	20	2.516467	0.2402597
ILMN_1777339	94.49966	28	2.435023	0.8428571
ILMN_1815804	100.857	27	3.145021	0.3012987
ILMN_3240654	101.1035	34	2.329156	0.2909091
ILMN_1718699	106.825	22	2.679443	0.05844156
ILMN_1669315	99.32757	21	2.071517	0.4194805
ILMN_1734031	99.60658	19	1.940216	0.4
ILMN_1774937	106.658	19	6.41645	0.06363636
ILMN_1697476	96.13573	21	2.249529	0.7064935
ILMN_1673668	93.01263	25	2.082316	0.9194805
ILMN_3202568	108.256	15	3.84814	0.04415584
ILMN_1752978	96.50954	14	4.145947	0.674026
ILMN_1656847	95.61634	24	2.7649	0.7493507
ILMN_1725327	102.2201	22	3.318327	0.2207792
ILMN_1790190	90.22562	13	3.434964	0.9844156
ILMN_3291352	109.3646	22	3.584195	0.03766234
ILMN_3202315	829.2216	29	31.31258	0
ILMN_1664969	106.6641	18	3.965003	0.06363636
ILMN_1806774	95.54544	34	2.17904	0.761039
ILMN_1747471	105.6497	17	3.456232	0.08701298
ILMN_1702198	253.2134	18	12.50554	0
ILMN_1731585	97.82362	17	2.824687	0.5584416
ILMN_1778223	104.8348	17	4.232582	0.1220779
ILMN_3288451	95.57407	17	2.143679	0.7558442
ILMN_3211954	97.04871	14	2.408062	0.6168831
ILMN_1664336	98.99399	34	2.462237	0.4402598
ILMN_1809297	100.9992	20	2.685013	0.2935065
ILMN_3206632	101.4854	22	2.419888	0.2701299
ILMN_3283141	137.2232	17	7.127233	0
ILMN_1717012	104.3923	26	4.011971	0.1350649
ILMN_1721560	103.7028	32	3.114443	0.1636364
ILMN_1693382	97.10229	15	3.68082	0.6116883
ILMN_1695048	98.56506	24	3.005703	0.4844156
ILMN_1693448	97.63303	25	2.208147	0.5779221
ILMN_1658155	103.0062	26	3.570997	0.1857143
ILMN_1805425	88.96203	14	3.990809	0.9922078
ILMN_1739301	103.7299	18	3.608446	0.1636364
ILMN_1689798	95.52215	21	2.003828	0.7623377
ILMN_1662020	102.6537	22	3.281132	0.2012987
ILMN_1707983	104.3255	18	3.414798	0.1376623
ILMN_1678022	94.68562	20	2.874607	0.8207792
ILMN_1665343	98.61662	30	2.558728	0.4831169
ILMN_1657728	108.8162	21	4.095007	0.04155844
ILMN_1768750	99.18275	19	3.77822	0.4298701
ILMN_1736017	101.5992	25	2.764097	0.2649351
ILMN_1689234	100.4158	21	2.879176	0.3246753
ILMN_1718032	105.7442	21	3.524157	0.08571429
ILMN_1776137	97.30601	17	3.620163	0.6
ILMN_1742008	102.3616	21	3.2126	0.2155844
ILMN_1793351	98.25246	16	2.06474	0.5155844
ILMN_1701781	97.57813	25	2.858463	0.5844156
ILMN_1666985	100.1729	23	1.980653	0.338961
ILMN_1688114	98.29296	20	2.143371	0.5155844
ILMN_1656407	105.7651	23	4.719147	0.08571429
ILMN_1758102	104.3782	12	4.791282	0.1350649
ILMN_1804861	111.0032	15	5.113045	0.02077922
ILMN_1668538	104.2518	22	4.828856	0.1402597
ILMN_3285819	101.5865	20	3.377941	0.2649351
ILMN_3202885	311.3833	27	13.11266	0
ILMN_1791127	99.38205	16	3.269762	0.4181818
ILMN_3290497	11668.04	29	379.815	0
ILMN_1668008	92.20248	26	2.724131	0.9480519
ILMN_1667124	100.0352	17	3.45056	0.3480519
ILMN_1685263	97.08994	18	3.73108	0.6116883
ILMN_1782611	211.9844	16	13.01811	0
ILMN_1665630	207.0159	19	12.3015	0
ILMN_3206312	126.5794	25	3.101738	0
ILMN_3275672	540.7623	30	22.29254	0
ILMN_1652756	95.57522	21	2.71355	0.7558442
ILMN_1722891	102.2786	10	5.01161	0.2194805
ILMN_1746919	196.8432	20	9.931228	0
ILMN_1723478	91.70544	28	2.149846	0.9623377
ILMN_1686410	97.28337	25	2.32148	0.6025974
ILMN_1665060	104.3965	19	3.773047	0.1337662
ILMN_3208542	106.0808	15	2.812837	0.07272727
ILMN_1804170	92.79443	17	2.999665	0.9298701
ILMN_3239871	99.46265	21	3.94966	0.412987
ILMN_1757453	105.0819	22	3.047913	0.112987
ILMN_1651662	92.28512	15	1.884075	0.9402598
ILMN_1662680	101.1034	23	3.020649	0.2909091
ILMN_1682674	97.0837	28	3.172418	0.6116883
ILMN_1680206	104.5699	22	3.512607	0.1311688
ILMN_1798205	90.88225	31	1.800892	0.9753247
ILMN_1662479	98.08817	17	3.691836	0.5311688
ILMN_1704043	119.3223	26	3.970214	0.003896104
ILMN_1671819	107.2819	27	3.850656	0.05584415
ILMN_1666820	103.5578	18	3.723072	0.1662338
ILMN_1671800	98.24709	10	3.370316	0.5155844
ILMN_3250268	101.1412	18	3.613636	0.2883117
ILMN_1694069	94.48666	12	4.419665	0.8428571
ILMN_1678568	105.0696	24	3.294102	0.112987
ILMN_1674694	115.9462	16	3.819	0.003896104
ILMN_1654474	98.61299	19	3.873266	0.4831169
ILMN_1771537	107.1919	20	4.307429	0.05714286
ILMN_1676793	102.9691	20	2.994224	0.1896104
ILMN_2228749	94.80036	16	2.489104	0.812987
ILMN_1660196	91.92328	17	1.573235	0.9571428
ILMN_3203712	107.1734	31	3.345415	0.05714286
ILMN_1653744	93.0775	18	2.02286	0.9194805
ILMN_1700180	102.0018	22	3.158901	0.2467532
ILMN_1679922	104.8391	15	5.217252	0.1220779
ILMN_1670589	103.13	23	3.556968	0.1779221
ILMN_1788272	97.65714	19	2.511923	0.5766234
ILMN_1733655	100.564	15	3.399251	0.3155844
ILMN_1674365	96.17789	20	1.788222	0.7038961
ILMN_1797634	107.2661	27	2.780626	0.05584415
ILMN_1676009	95.38644	24	2.736529	0.7766234
ILMN_1735467	100.6942	13	5.26564	0.3090909
ILMN_1681881	93.3688	24	3.555374	0.9064935
ILMN_1692956	1177.724	18	56.1471	0
ILMN_1677857	101.4967	22	1.977116	0.2688312
ILMN_1686425	101.7156	22	3.095783	0.261039
ILMN_1659513	108.8135	15	6.708076	0.04155844
ILMN_3248500	106.328	27	3.30657	0.06493507
ILMN_1669634	94.56651	25	3.589213	0.8337662
ILMN_1759708	110.4805	23	3.629197	0.02857143
ILMN_3289655	178.2726	15	11.44488	0
ILMN_1660187	101.502	21	1.748043	0.2688312
ILMN_1768996	96.88173	20	3.332154	0.635065
ILMN_1754983	97.6528	24	2.825328	0.5766234
ILMN_1810696	101.5469	26	2.160596	0.2662338
ILMN_1680972	101.2216	18	4.067076	0.2844156
ILMN_3274775	93.94537	20	2.087902	0.8805195
ILMN_1745599	157.2036	30	5.161035	0
ILMN_1773472	95.98605	18	3.405664	0.7168831
ILMN_1777977	98.38214	21	3.285509	0.5077922
ILMN_3285483	100.3267	14	4.81731	0.3298701
ILMN_1805704	95.84106	26	2.589392	0.725974
ILMN_1771311	96.17469	17	2.931451	0.7038961
ILMN_1746343	106.9811	21	2.770473	0.05714286
ILMN_1806745	101.9691	22	2.829664	0.2480519
ILMN_1781677	103.4436	23	2.881882	0.1675325
ILMN_1773517	90.43517	19	2.263241	0.9805195
ILMN_1660393	100.9583	31	1.870281	0.2974026
ILMN_1746442	104.5205	16	3.008365	0.1324675
ILMN_1665290	151.5569	31	3.471737	0
ILMN_1679280	1506.313	19	66.8158	0
ILMN_1735065	105.6228	18	3.823256	0.08701298
ILMN_3236258	102.0851	19	4.396236	0.238961
ILMN_1678246	104.0721	19	4.996119	0.1506494
ILMN_1652081	100.4601	21	3.473507	0.3207792
ILMN_1737543	99.29572	22	3.029722	0.4233766
ILMN_3287568	113.7938	22	4.039535	0.006493506
ILMN_3211068	103.8214	16	4.891964	0.161039
ILMN_1747637	95.46058	25	3.047621	0.7688312
ILMN_1661968	95.85417	22	3.728224	0.7246753
ILMN_1722092	99.25782	19	4.601479	0.4233766
ILMN_1652837	97.84127	17	2.688216	0.5571429
ILMN_1788391	99.3745	20	2.124545	0.4181818
ILMN_1743287	97.05978	26	2.502436	0.6168831
ILMN_1768804	107.6437	6	5.513548	0.05324675
ILMN_1709583	95.46554	17	3.85743	0.7688312
ILMN_1719949	124.5354	19	4.494545	0
ILMN_1718727	95.93687	28	1.965628	0.7207792
ILMN_1687043	98.24302	20	3.305305	0.5194805
ILMN_1784202	108.7782	19	3.13486	0.04155844
ILMN_1736711	90.93803	11	2.612525	0.9753247
ILMN_1798853	101.1422	22	3.306207	0.2883117
ILMN_1655408	99.99158	18	3.731504	0.3519481
ILMN_1762424	99.7066	23	3.016992	0.3909091
ILMN_1675974	100.7132	23	3.738421	0.3090909
ILMN_1808837	397.4536	29	15.11143	0
ILMN_1659095	7742.138	20	340.4735	0
ILMN_1686406	98.51673	23	3.559476	0.4922078
ILMN_1735955	416.383	28	13.12675	0
ILMN_1682085	95.22279	22	2.176312	0.7883117
ILMN_1720140	97.79067	11	4.911468	0.5636364
ILMN_3211463	372.7907	22	21.00071	0
ILMN_3274351	263.7785	22	6.974017	0
ILMN_1769281	96.84321	24	2.379311	0.6441559
ILMN_1735274	99.64957	24	2.59259	0.3987013
ILMN_1661917	15223.49	31	459.9494	0
ILMN_1716717	106.1057	22	3.240407	0.07272727
ILMN_1677482	101.4364	18	3.810936	0.274026
ILMN_1684767	107.363	14	5.715917	0.05454545
ILMN_1733065	99.24037	16	3.791713	0.4233766
ILMN_1697331	101.4937	26	3.225395	0.2688312
ILMN_1681043	92.55538	26	1.998623	0.9363636
ILMN_1724269	103.8395	24	2.529105	0.161039
ILMN_1745733	93.70068	22	2.710341	0.8961039
ILMN_1751113	102.1539	22	2.723579	0.2272727
ILMN_1670166	95.36694	20	2.15191	0.7779221
ILMN_1662098	97.7224	16	3.530328	0.5688311
ILMN_1701753	1142.228	17	61.37733	0
ILMN_1770697	109.616	33	3.049267	0.03636364
ILMN_1662401	98.78046	13	5.087505	0.4597403
ILMN_1763769	100.282	24	5.208482	0.3311688
ILMN_1664780	96.72697	18	3.768019	0.6545454
ILMN_1703735	95.8987	24	2.529508	0.7233766
ILMN_3203361	96.20535	22	3.458112	0.7012987
ILMN_1690601	97.99211	25	2.806447	0.5376623
ILMN_1664136	95.43165	26	2.042075	0.7727273
ILMN_1721680	110.7368	13	5.415184	0.02207792
ILMN_3200786	96.23937	24	2.668872	0.6961039
ILMN_3294186	101.142	24	2.768005	0.2883117
ILMN_1677002	100.8391	22	2.773695	0.3012987
ILMN_1732716	94.04175	24	2.453502	0.8779221
ILMN_1759550	103.2468	25	3.540885	0.174026
ILMN_1748444	101.1004	19	1.632336	0.2909091
ILMN_1739417	102.6341	21	2.568351	0.2038961
ILMN_1716533	100.1355	23	4.271514	0.3415585
ILMN_1806430	99.86348	11	2.009035	0.3701299
ILMN_1697526	106.801	19	4.629739	0.05844156
ILMN_3294376	103.739	23	3.443825	0.1636364
ILMN_1798038	106.0309	18	3.916673	0.07532468
ILMN_1798329	103.6362	18	4.342032	0.1649351
ILMN_1695583	118.8263	14	1.606723	0.003896104
ILMN_1805720	111.5513	18	2.158237	0.01818182
ILMN_1785990	96.14124	19	2.892933	0.7064935
ILMN_1759211	98.88989	16	1.817773	0.4532467
ILMN_1663252	94.67184	16	2.713537	0.8220779
ILMN_1702960	94.92738	25	2.511863	0.8077922
ILMN_1750885	100.4103	16	3.637246	0.325974
ILMN_3204898	113.0574	22	2.518935	0.009090909
ILMN_3282503	740.9408	25	39.34563	0
ILMN_1750308	100.4681	17	3.988811	0.3207792
ILMN_1668366	97.14177	20	2.869983	0.6103896
ILMN_1759785	98.07312	19	3.220074	0.5324675
ILMN_1672349	97.76411	22	2.92803	0.5675325
ILMN_1769024	104.2373	27	2.351473	0.1415584
ILMN_1653945	111.6657	18	4.735972	0.01558442
ILMN_1718200	108.3561	25	3.406924	0.04415584
ILMN_1755806	98.94473	25	3.224051	0.4441558
ILMN_1776527	101.714	20	2.527879	0.261039
ILMN_1665960	97.62868	25	2.547604	0.5779221
ILMN_3237291	116.2039	14	6.687561	0.003896104
ILMN_1708664	101.5485	18	4.112025	0.2662338
ILMN_1734880	98.09895	22	2.08013	0.5311688
ILMN_1795474	708.4559	14	29.34243	0
ILMN_1798940	173.6958	16	6.588095	0
ILMN_3237368	141.3635	17	3.533063	0
ILMN_1772538	97.69243	22	2.38147	0.5753247
ILMN_1789557	106.9829	18	3.977072	0.05714286
ILMN_1714831	92.88864	18	2.53847	0.9272727
ILMN_1765526	97.91214	22	3.00584	0.5467532
ILMN_1693513	99.05816	19	2.877303	0.4376623
ILMN_1759636	112.8206	16	3.286157	0.009090909
ILMN_3237750	95.80197	23	2.757625	0.7324675
ILMN_1651253	93.50836	17	4.545629	0.9012987
ILMN_1674149	91.33173	23	2.46747	0.9701298
ILMN_1695397	94.87891	22	2.704651	0.8103896
ILMN_2215103	97.43037	25	1.971608	0.5948052
ILMN_3234121	100.7848	16	3.008332	0.3025974
ILMN_3215008	95.39813	10	2.308893	0.7753247
ILMN_1666137	100.1906	25	2.590432	0.338961
ILMN_1721028	103.3232	13	6.332595	0.1688312
ILMN_1716492	96.09798	23	3.197827	0.7077922
ILMN_1691402	625.0694	19	35.76283	0
ILMN_1792592	106.0795	15	5.678423	0.07272727
ILMN_1724354	93.59234	12	4.062522	0.9
ILMN_1751424	94.36525	32	2.234363	0.8545455
ILMN_1665700	102.3058	17	3.637079	0.2181818
ILMN_1655715	101.8166	25	2.993256	0.2571429
ILMN_1772603	171.8844	17	10.46648	0
ILMN_1707887	98.91737	20	2.915314	0.4506494
ILMN_3294318	96.64883	23	3.055032	0.6584415
ILMN_1808102	102.0819	21	3.059747	0.238961
ILMN_1679781	97.47147	17	2.422453	0.5896104
ILMN_1779188	93.1395	11	3.010835	0.9168831
ILMN_3286411	100.784	21	2.834202	0.3025974
ILMN_1700859	101.8529	18	2.25785	0.2545455
ILMN_1726374	98.63148	20	2.978107	0.4818182
ILMN_3278603	94.44528	18	2.660993	0.8493506
ILMN_3286870	113.09	11	5.293087	0.009090909
ILMN_3209193	1870.416	19	48.06088	0
ILMN_1724786	97.91864	23	2.180738	0.5454546
ILMN_1731144	95.12838	28	2.769651	0.7909091
ILMN_1731924	96.51784	13	5.178388	0.6727273
ILMN_1706513	95.66702	18	1.990634	0.7441558
ILMN_1698120	104.3744	20	4.602604	0.1350649
ILMN_1664314	101.4259	27	3.119889	0.2753247
ILMN_1813025	95.77936	24	2.767244	0.7324675
ILMN_1678718	97.29478	23	3.201543	0.6012987
ILMN_1682293	101.1928	17	2.6257	0.287013
ILMN_1736630	98.72965	30	2.167832	0.4662338
ILMN_1792553	103.1689	15	3.340732	0.1766234
ILMN_3209117	661.0068	14	36.68443	0
ILMN_1703761	106.901	21	4.514671	0.05714286
ILMN_1678553	103.6692	22	3.951992	0.1649351
ILMN_1654369	104.1137	18	3.649575	0.1467533
ILMN_1692696	101.716	22	3.245486	0.261039
ILMN_1715849	105.5852	22	3.349491	0.08961039
ILMN_1689153	95.65427	16	1.896886	0.7441558
ILMN_1689701	97.19171	23	3.02068	0.6051948
ILMN_1747238	96.35921	30	1.987569	0.687013
ILMN_1651488	106.0087	19	3.603105	0.07532468
ILMN_3283772	795.5566	23	27.70522	0
ILMN_1719172	105.5914	19	5.534324	0.08961039
ILMN_1660839	101.2263	26	3.217635	0.2844156
ILMN_1678906	105.5709	25	3.260152	0.08961039
ILMN_1755200	100.9152	19	4.972981	0.2987013
ILMN_3199683	95.67203	22	3.881702	0.7441558
ILMN_3279707	100.6364	24	3.157288	0.3103896
ILMN_1654320	906.6937	18	32.54951	0
ILMN_1786654	104.0947	23	3.726064	0.1480519
ILMN_3245341	101.0961	18	4.285195	0.2922078
ILMN_1747924	155.5652	23	5.7004	0
ILMN_1661678	92.8458	17	3.260782	0.9272727
ILMN_3286121	96.28936	24	1.895614	0.6935065
ILMN_3210817	113.0911	28	3.169283	0.009090909
ILMN_1772134	117.1928	22	3.986109	0.003896104
ILMN_1669430	94.92944	23	2.846162	0.8077922
ILMN_1684847	110.5854	26	4.233213	0.02727273
ILMN_3282844	141.493	18	7.582209	0
ILMN_1700624	100.0207	19	3.612204	0.3493507
ILMN_1691189	96.74912	30	2.141979	0.6532468
ILMN_1673734	95.43235	15	3.401002	0.7727273
ILMN_1665417	103.4142	24	2.034894	0.1675325
ILMN_1784707	101.4743	17	3.317517	0.2714286
ILMN_1668014	100.8429	18	3.87237	0.3012987
ILMN_1686663	96.84971	22	2.581111	0.6415585
ILMN_1707181	98.42677	31	2.621625	0.5
ILMN_1802489	92.58688	32	2.078763	0.9337662
ILMN_1680984	89.19859	20	3.31096	0.9922078
ILMN_1668079	98.69909	21	2.803942	0.4714286
ILMN_1708533	97.75496	22	5.278502	0.5675325
ILMN_1723249	97.31004	29	2.37785	0.6
ILMN_1712435	101.2241	23	2.485842	0.2844156
ILMN_1700387	109.9452	17	4.260442	0.03506494
ILMN_1722284	103.5543	30	3.21934	0.1662338
ILMN_1665585	98.65785	18	3.72111	0.4779221
ILMN_1763626	99.43893	24	2.379323	0.4155844
ILMN_1655144	100.0738	31	2.37282	0.3454545
ILMN_1781016	112.7251	16	2.616467	0.009090909
ILMN_1694951	98.30435	22	2.647157	0.5142857
ILMN_1693372	99.16218	11	1.615048	0.4311688
ILMN_1652215	341.2131	27	16.14329	0
ILMN_1652259	93.47259	14	3.437494	0.9025974
ILMN_1733185	96.12138	25	2.824382	0.7064935
ILMN_1798551	109.2728	21	3.693105	0.03766234
ILMN_3209676	4119.558	20	178.365	0
ILMN_3288218	196.1069	21	7.285923	0
ILMN_1811539	104.3129	16	3.675014	0.1376623
ILMN_1740447	101.2819	28	2.647782	0.2831169
ILMN_1796895	100.5912	20	3.716191	0.3142857
ILMN_1704030	94.79705	21	2.266843	0.812987
ILMN_1684922	100.3015	27	2.796144	0.3311688
ILMN_1654346	94.39634	25	2.496038	0.851948
ILMN_1653864	95.73742	25	2.097363	0.7415584
ILMN_1790045	97.47345	17	2.185345	0.5896104
ILMN_3235622	93.10489	17	2.85194	0.9194805
ILMN_1764163	542.7046	31	17.03718	0
ILMN_1686388	250.1697	14	13.45824	0
ILMN_1676719	198.1819	21	8.76755	0
ILMN_1692322	100.9897	16	3.88257	0.2961039
ILMN_1654064	93.11759	20	2.614295	0.9194805
ILMN_1672041	96.47955	23	2.088777	0.6766234
ILMN_1767846	102.8519	15	3.598714	0.1987013
ILMN_1721895	143.0327	25	4.974728	0
ILMN_3280042	100.4939	20	3.355548	0.3207792
ILMN_3211824	106.7914	14	3.860884	0.05974026
ILMN_1787140	98.36964	14	5.826916	0.5077922
ILMN_1656698	99.42664	20	4.044027	0.4168831
ILMN_1658585	97.62711	21	1.943434	0.5792208
ILMN_1758196	101.5984	16	2.935715	0.2649351
ILMN_1693838	99.61787	16	2.920919	0.3987013
ILMN_1682606	96.29552	21	3.074703	0.6922078
ILMN_3248701	101.2706	27	2.759849	0.2831169
ILMN_1700160	96.44452	14	2.938114	0.6805195
ILMN_3214625	122.658	25	3.066426	0
ILMN_3275580	127.3572	16	5.658298	0
ILMN_1663832	99.23759	28	2.922974	0.4246753
ILMN_1654187	99.25725	5	1.736387	0.4233766
ILMN_1674434	102.0572	21	3.200987	0.2402597
ILMN_1720437	102.8968	31	2.190254	0.1935065
ILMN_3295419	141.6912	18	7.828808	0
ILMN_3201453	528.8767	15	30.89248	0
ILMN_1719542	106.2193	20	3.799606	0.06623377
ILMN_1652466	95.16624	20	3.623235	0.7883117
ILMN_1801173	92.8925	15	4.288234	0.9272727
ILMN_1815667	93.11942	15	2.615936	0.9194805
ILMN_1701857	106.4908	17	4.322399	0.06363636
ILMN_1654336	100.3522	24	2.230612	0.3272727
ILMN_1770896	92.9364	24	2.751919	0.9233766
ILMN_1731395	108.9556	19	3.86386	0.03896104
ILMN_1796099	234.7184	20	7.821256	0
ILMN_3202889	127.2208	21	4.830559	0
ILMN_3274677	133.8208	27	3.487226	0
ILMN_1709803	94.68549	24	3.299082	0.8207792
ILMN_3200665	99.67698	23	2.923932	0.3948052
ILMN_3296783	94.10682	31	2.110657	0.8753247
ILMN_1722875	97.99782	21	2.058175	0.5376623
ILMN_1689180	97.36723	26	2.305324	0.5987013
ILMN_1815495	104.032	23	3.457262	0.1506494
ILMN_1715930	92.79037	22	3.076853	0.9298701
ILMN_3213820	106.5018	21	4.03516	0.06363636
ILMN_1671748	102.7127	14	4.759498	0.2012987
ILMN_1674187	94.49444	22	1.981576	0.8428571
ILMN_1664557	102.3201	24	2.610272	0.2181818
ILMN_1715407	103.1254	27	2.230357	0.1779221
ILMN_1694246	101.2027	22	4.833139	0.2857143
ILMN_1658770	97.26368	24	2.425906	0.6025974
ILMN_1706469	95.93914	13	3.304955	0.7194805
ILMN_1768911	90.30179	24	2.455572	0.9844156
ILMN_3283326	103.4005	24	3.78457	0.1675325
ILMN_1660955	110.582	23	4.577162	0.02727273
ILMN_1656604	97.19104	20	2.200441	0.6051948
ILMN_1712784	100.6922	21	2.765655	0.3103896
ILMN_1712347	646.5292	26	20.41632	0
ILMN_1660757	146.0532	14	6.786088	0
ILMN_1708192	115.5592	29	3.005735	0.003896104
ILMN_1773121	115.4531	26	3.448292	0.003896104
ILMN_1723053	93.90992	25	2.536073	0.8844156
ILMN_1667433	107.087	26	2.534038	0.05714286
ILMN_1770698	96.18523	22	2.164681	0.7025974
ILMN_1758899	99.59938	21	2.603312	0.4
ILMN_1742833	131.7759	19	5.364824	0
ILMN_1693655	98.70639	25	2.670123	0.4714286
ILMN_1676126	96.21387	17	2.378021	0.6987013
ILMN_1715439	109.551	16	4.268411	0.03636364
ILMN_3289307	107.9914	12	4.266346	0.04935065
ILMN_1678305	110.3873	17	3.646401	0.02857143
ILMN_3283344	102.0569	20	3.276034	0.2402597
ILMN_1667580	99.43736	9	2.590255	0.4155844
ILMN_3278906	10926.71	29	371.585	0
ILMN_3202432	13694.73	23	399.1175	0
ILMN_1751158	97.53445	23	2.966895	0.587013
ILMN_1679113	98.2156	22	3.985202	0.5207792
ILMN_1793872	96.9371	13	2.942857	0.6324675
ILMN_1801158	91.78147	20	3.660989	0.9597403
ILMN_1801999	108.851	17	5.174	0.04155844
ILMN_1664183	95.33612	20	2.866083	0.7805195
ILMN_1805041	96.49863	18	2.634243	0.6753247
ILMN_1670053	93.017	13	1.951626	0.9194805
ILMN_1666853	123.1122	18	2.260393	0
ILMN_1790816	103.0052	17	5.141507	0.187013
ILMN_1660898	94.67027	14	3.526234	0.8233766
ILMN_1714014	102.3714	20	3.44375	0.2142857
ILMN_3294741	97.42768	12	3.269401	0.5948052
ILMN_3209232	96.37012	34	2.397712	0.6857143
ILMN_1779265	95.95921	17	3.711993	0.7194805
ILMN_1706554	94.4042	22	2.443317	0.851948
ILMN_1680930	97.45464	23	2.081617	0.5896104
ILMN_1716652	101.0078	23	2.139858	0.2935065
ILMN_1770823	99.03992	28	2.438098	0.438961
ILMN_1789809	2006.741	27	56.33933	0
ILMN_1748007	97.24839	19	3.11974	0.6025974
ILMN_1767149	96.96447	18	3.134439	0.6285715
ILMN_3217276	159.8501	27	4.969243	0
ILMN_3231314	105.2661	21	3.89731	0.1038961
ILMN_3206565	94.28276	20	3.988831	0.8558441
ILMN_1651532	102.4659	12	6.098043	0.2090909
ILMN_1672971	102.7565	17	4.489398	0.2
ILMN_3281727	102.0511	23	2.979964	0.2402597
ILMN_3204842	100.476	18	3.748924	0.3207792
ILMN_1741380	99.30524	24	2.366319	0.4220779
