Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_ctrl_c.AVG_Signal	KHYG1_ctrl_c.Avg_NBEADS	KHYG1_ctrl_c.BEAD_STDERR	KHYG1_ctrl_c.Detection Pval
ILMN_1699022	143.1314	18	4.546768	0
ILMN_1722309	213.9949	20	10.04413	0
ILMN_1760778	97.30738	22	2.354972	0.6
ILMN_1713835	98.96462	23	2.923245	0.4441558
ILMN_3247320	115.8092	21	4.862997	0.003896104
ILMN_2097164	95.23581	18	4.527371	0.787013
ILMN_1735292	96.62012	28	2.030648	0.6610389
ILMN_1710756	12596.35	17	357.2681	0
ILMN_1765796	95.18915	28	3.044906	0.7883117
ILMN_1678904	256.5523	21	8.558047	0
ILMN_2365383	115.0439	22	3.741405	0.006493506
ILMN_1711878	672.8509	18	40.17177	0
ILMN_1803676	142.0228	22	4.763147	0
ILMN_1713471	92.65803	24	2.812837	0.9311689
ILMN_2415911	123.892	14	5.415989	0
ILMN_1679770	98.52111	12	2.488551	0.4922078
ILMN_1806366	98.48587	20	2.686765	0.4961039
ILMN_2164152	98.11126	22	3.029967	0.5285714
ILMN_1675325	231.1593	28	7.509121	0
ILMN_1700888	103.4696	26	3.600107	0.1675325
ILMN_1780799	98.35613	30	3.004194	0.5090909
ILMN_2373791	97.14405	25	2.895853	0.6103896
ILMN_1749131	95.29431	26	2.29382	0.7857143
ILMN_1781761	110.9718	21	3.352332	0.02077922
ILMN_1660727	98.34552	21	2.204247	0.5090909
ILMN_1676383	96.50461	17	3.88245	0.6753247
ILMN_1675413	99.13751	16	3.54018	0.4350649
ILMN_2130468	105.7993	14	2.933969	0.08441558
ILMN_1700975	99.07125	20	3.843018	0.4376623
ILMN_2364700	417.9827	20	12.37729	0
ILMN_1760779	511.0547	15	20.48199	0
ILMN_1811736	94.51614	15	2.011407	0.8415585
ILMN_1773125	116.2571	25	4.183755	0.003896104
ILMN_1749553	94.38073	24	3.20842	0.8532467
ILMN_1651599	100.867	25	2.241924	0.3012987
ILMN_2087941	142.6972	16	6.814038	0
ILMN_1775114	96.6666	23	2.044073	0.6584415
ILMN_1806304	133.8675	18	4.949583	0
ILMN_1745849	109.4968	24	3.176576	0.03636364
ILMN_1677955	100.3916	27	3.206557	0.325974
ILMN_2091792	184.8384	15	8.738803	0
ILMN_1758852	111.1016	22	3.859898	0.01948052
ILMN_2416019	88.37894	25	2.642102	0.9935065
ILMN_1706056	103.8736	29	2.508698	0.1584416
ILMN_2298988	101.5617	16	3.624488	0.2649351
ILMN_2166865	2130.683	19	81.8461	0
ILMN_1760509	1225.566	28	58.27476	0
ILMN_1744665	118.5411	21	3.448958	0.003896104
ILMN_1673023	165.6194	24	4.713701	0
ILMN_1766920	94.81016	19	2.95297	0.812987
ILMN_2054576	96.60136	28	2.090795	0.6649351
ILMN_1704753	92.39038	13	3.969466	0.938961
ILMN_1667408	120.5439	15	3.271358	0.002597403
ILMN_1663786	90.76545	25	2.648324	0.9792208
ILMN_2323427	120.0613	22	3.139652	0.003896104
ILMN_1716507	101.7284	24	3.526748	0.261039
ILMN_1684534	107.2216	24	2.680856	0.05714286
ILMN_2069128	109.7965	22	2.986158	0.03636364
ILMN_1805448	100.9893	12	3.599464	0.2961039
ILMN_2109197	99.70143	26	3.501192	0.3909091
ILMN_1791867	128.6516	27	4.920441	0
ILMN_1784967	98.28326	19	2.374327	0.5155844
ILMN_1810051	113.3829	25	3.546925	0.006493506
ILMN_1770245	116.33	17	4.021006	0.003896104
ILMN_2043306	98.15016	27	2.496467	0.5272727
ILMN_1814397	96.42228	24	2.600162	0.6818182
ILMN_1671686	116.2749	21	2.59184	0.003896104
ILMN_1746276	106.7946	20	3.652493	0.05844156
ILMN_1656496	103.2796	26	2.519109	0.1714286
ILMN_3249032	101.7863	16	3.780785	0.2584416
ILMN_1675797	782.803	26	33.54471	0
ILMN_1815313	103.7604	21	4.38498	0.1623377
ILMN_1664265	114.5281	22	5.090569	0.006493506
ILMN_3307321	98.68565	25	3.055779	0.4753247
ILMN_1663263	102.2133	19	2.76158	0.2207792
ILMN_1711328	96.75919	26	2.701077	0.651948
ILMN_3307616	147.0379	24	5.392922	0
ILMN_3307602	102.964	19	2.793123	0.1896104
ILMN_1699354	99.0307	21	3.815992	0.438961
ILMN_1782076	101.606	18	2.879348	0.2649351
ILMN_2286574	103.5746	15	4.485733	0.1662338
ILMN_1775931	97.47987	18	2.915126	0.5896104
ILMN_1672022	95.7785	22	2.77475	0.7324675
ILMN_2402874	95.1427	22	2.793391	0.7883117
ILMN_1668022	95.30701	16	1.7912	0.7831169
ILMN_1767342	107.6304	20	3.40712	0.05324675
ILMN_2371119	89.95052	20	2.592444	0.9883117
ILMN_1719531	91.22933	26	2.305559	0.9714286
ILMN_1690814	94.86662	23	1.882782	0.8103896
ILMN_1654979	105.5694	32	3.262128	0.08961039
ILMN_1671636	101.4086	15	3.242838	0.2766234
ILMN_1657349	92.69386	22	2.725832	0.9311689
ILMN_1803637	100.2931	22	3.27809	0.3311688
ILMN_1756989	123.7622	16	3.737627	0
ILMN_2340599	99.95885	23	3.04199	0.3584416
ILMN_1692261	91.84691	15	3.790108	0.9597403
ILMN_2367384	104.3001	16	2.342847	0.138961
ILMN_1785061	98.82568	28	2.640254	0.4584416
ILMN_1741346	97.34587	15	3.92921	0.6
ILMN_2214910	117.9438	9	6.702063	0.003896104
ILMN_1802646	91.1539	24	2.494281	0.9714286
ILMN_1701025	100.494	22	2.45659	0.3207792
ILMN_1709237	96.65138	19	3.701952	0.6584415
ILMN_1719468	130.3186	20	5.477834	0
ILMN_1788156	98.27537	35	2.687623	0.5155844
ILMN_1682658	133.0527	20	3.522472	0
ILMN_1772981	772.4417	21	24.1689	0
ILMN_2336037	102.7877	22	3.289954	0.2
ILMN_1784116	107.9349	23	4.056991	0.04935065
ILMN_1815519	97.931	26	2.860948	0.5428572
ILMN_1726893	97.74712	21	2.619673	0.5675325
ILMN_1665671	92.01338	17	3.758523	0.9545454
ILMN_2168347	110.3412	18	3.818245	0.03116883
ILMN_1781281	109.734	14	3.578148	0.03636364
ILMN_1706708	101.01	26	3.245522	0.2935065
ILMN_2148012	186.4084	24	4.406152	0
ILMN_1783695	1203.727	25	41.75739	0
ILMN_1665357	112.1768	19	3.836264	0.01168831
ILMN_1708369	115.3215	23	4.698993	0.005194805
ILMN_1651699	96.57553	11	2.414886	0.6662338
ILMN_1659522	103.7199	25	2.883899	0.1636364
ILMN_1671600	99.20132	33	2.328301	0.4298701
ILMN_1662950	99.05748	25	3.196144	0.4376623
ILMN_1681193	98.61754	20	1.555854	0.4831169
ILMN_1691047	106.4033	26	2.633183	0.06363636
ILMN_1780827	98.07027	22	2.269315	0.5324675
ILMN_1788553	102.5168	16	3.784047	0.2051948
ILMN_1673261	103.2008	20	3.707633	0.1753247
ILMN_2384152	102.6389	25	3.087736	0.2038961
ILMN_2388547	94.36052	20	2.67461	0.8545455
ILMN_1772631	105.3963	16	3.221671	0.09740259
ILMN_1677567	96.29936	27	2.002697	0.6909091
ILMN_1718706	366.3761	23	17.26783	0
ILMN_2336220	117.3656	27	4.719887	0.003896104
ILMN_1752145	104.319	15	3.734213	0.1376623
ILMN_1743145	403.6069	19	17.38916	0
ILMN_1721386	98.70784	19	4.294497	0.4688312
ILMN_1728761	97.94135	24	3.302195	0.5428572
ILMN_1717902	102.0143	27	2.868241	0.2454545
ILMN_2352131	106.9577	23	3.154437	0.05714286
ILMN_1805024	136.1975	28	5.355778	0
ILMN_2352401	94.79526	17	2.680908	0.812987
ILMN_1737993	105.7043	19	3.488592	0.08701298
ILMN_2397602	102.2844	21	3.129895	0.2194805
ILMN_1751346	109.8142	21	4.167052	0.03636364
ILMN_1653728	93.63802	22	2.880999	0.8974026
ILMN_1660547	110.1596	12	2.22503	0.03246753
ILMN_1770281	97.68905	17	3.241673	0.5753247
ILMN_2342068	110.7253	23	4.160035	0.02207792
ILMN_1716060	103.3565	19	3.662178	0.1688312
ILMN_1769195	99.7847	18	3.341969	0.3831169
ILMN_3164734	94.48345	39	2.231253	0.8441558
ILMN_3164750	94.06447	30	2.733164	0.8766234
ILMN_3164765	95.0917	38	1.739395	0.7935065
ILMN_3164808	94.98016	19	2.924426	0.7987013
ILMN_3164838	94.2421	21	2.750521	0.8571429
ILMN_3164858	94.22421	24	3.044878	0.8597403
ILMN_3164875	94.09396	20	2.399039	0.8753247
ILMN_3164905	100.8072	25	2.88071	0.3025974
ILMN_3164915	98.22691	25	2.861513	0.5207792
ILMN_3164950	95.78756	19	2.642564	0.7324675
ILMN_3164979	91.69841	21	3.570646	0.9623377
ILMN_3165007	93.93188	27	2.308485	0.8831169
ILMN_3165027	96.06876	30	2.061457	0.7090909
ILMN_3165033	98.86253	24	2.55174	0.4545455
ILMN_3165086	93.52944	22	3.51584	0.9012987
ILMN_3165100	96.19421	20	3.96813	0.7012987
ILMN_3165113	98.51118	26	3.064048	0.4948052
ILMN_3165130	96.19044	33	2.670367	0.7025974
ILMN_3165170	93.72282	21	2.662704	0.8935065
ILMN_3165190	95.24908	21	3.12207	0.787013
ILMN_3165201	96.68463	25	3.099055	0.6584415
ILMN_3165218	94.95544	23	2.622381	0.8051948
ILMN_3165229	94.81188	27	2.023263	0.812987
ILMN_3165245	95.79415	24	3.307057	0.7324675
ILMN_3165277	86.73793	15	1.777369	1
ILMN_3165303	97.31136	30	2.247013	0.6
ILMN_3165334	94.34265	22	2.720231	0.8545455
ILMN_3165363	95.83942	19	3.563574	0.725974
ILMN_3165378	90.27119	26	1.953449	0.9844156
ILMN_3165415	95.96174	27	3.308269	0.7194805
ILMN_3165426	103.7615	24	2.758314	0.1623377
ILMN_3165438	95.52653	28	4.20032	0.761039
ILMN_3165457	107.4718	12	4.150047	0.05324675
ILMN_3165474	92.75272	17	2.309579	0.9311689
ILMN_3165484	94.0886	24	2.581534	0.8766234
ILMN_3165533	99.80664	15	5.690459	0.3805195
ILMN_3165547	89.75272	21	2.57819	0.9896104
ILMN_3165565	93.81675	24	2.527381	0.8909091
ILMN_3165590	94.59837	21	2.112472	0.8311688
ILMN_3165604	101.6866	17	3.468311	0.261039
ILMN_3165619	96.91655	30	2.673713	0.6337662
ILMN_3165638	93.98543	25	1.893712	0.8792208
ILMN_3165650	98.03227	25	2.664841	0.5350649
ILMN_3165668	103.916	23	2.70696	0.1571429
ILMN_3165687	94.75606	32	2.848133	0.8142857
ILMN_3165699	91.28502	22	2.727761	0.9714286
ILMN_3165727	93.99049	28	1.990179	0.8792208
ILMN_3165745	92.7544	16	3.400942	0.9311689
ILMN_3165757	95.82226	27	2.463977	0.7298701
ILMN_3165768	97.92142	23	3.110991	0.5454546
ILMN_3165829	92.30541	25	2.278077	0.9402598
ILMN_3165877	92.83276	22	3.144189	0.9272727
ILMN_3165896	93.71684	22	1.5414	0.8948052
ILMN_3165903	95.50348	27	3.124167	0.7649351
ILMN_3165920	90.71441	16	3.134963	0.9805195
ILMN_3165933	102.3707	17	3.91829	0.2142857
ILMN_3165993	97.08161	19	3.598569	0.6116883
ILMN_3166057	97.03237	33	2.29405	0.6220779
ILMN_3166075	91.79006	33	1.61076	0.9597403
ILMN_3166098	98.74796	26	3.272647	0.4623377
ILMN_3166114	95.53399	24	2.636615	0.761039
ILMN_3166132	96.29879	25	4.285465	0.6909091
ILMN_3166177	95.78727	24	2.719549	0.7324675
ILMN_3166194	93.77884	22	2.633926	0.8922078
ILMN_3166223	91.52681	23	1.854466	0.9649351
ILMN_3166238	92.27349	22	3.147822	0.9428571
ILMN_3166255	100.7591	16	4.535659	0.3051948
ILMN_3166311	101.4369	30	3.381029	0.274026
ILMN_3166325	90.64063	24	1.928553	0.9805195
ILMN_3166368	95.57503	42	1.694688	0.7558442
ILMN_3166404	102.1635	26	2.892987	0.2246753
ILMN_3166414	99.51587	11	2.00953	0.4090909
ILMN_3166430	94.25637	23	3.467581	0.8558441
ILMN_3166475	93.25981	19	2.348644	0.9116883
ILMN_3166491	95.85443	20	3.983467	0.7246753
ILMN_3166504	99.86287	31	2.2114	0.3701299
ILMN_3166519	98.23988	20	3.684399	0.5207792
ILMN_3166551	92.67165	21	3.819963	0.9311689
ILMN_3166569	89.59773	23	1.870763	0.9896104
ILMN_3166578	91.13142	18	2.600591	0.9714286
ILMN_3166596	97.11786	21	2.56754	0.6116883
ILMN_3166630	96.83794	29	2.77622	0.6441559
ILMN_3166640	103.7049	21	2.563763	0.1636364
ILMN_3166655	93.77658	23	2.58112	0.8922078
ILMN_3166673	102.1168	21	4.534389	0.2363636
ILMN_3166687	93.8845	17	2.689722	0.8857143
ILMN_3166703	102.6049	21	3.417958	0.2051948
ILMN_3166721	98.99652	21	3.068986	0.4402598
ILMN_3166728	94.12422	23	3.826803	0.8701299
ILMN_3166775	98.73206	19	4.521776	0.4636364
ILMN_3166789	98.73491	23	2.921343	0.4636364
ILMN_3166804	111.6383	15	3.054344	0.01558442
ILMN_2377496	430.0479	20	18.47422	0
ILMN_1797172	232.7897	13	7.940004	0
ILMN_2277676	450.1422	27	13.86786	0
ILMN_1652369	108.4811	22	3.215876	0.04285714
ILMN_1815859	133.4962	15	5.305545	0
ILMN_1740216	214.8006	16	6.120364	0
ILMN_1662897	99.1024	26	2.039466	0.4376623
ILMN_2192394	112.5596	28	2.612886	0.01038961
ILMN_1795495	240.6147	25	6.296146	0
ILMN_1786882	104.2146	36	2.361868	0.1428571
ILMN_2334205	180.6443	16	4.444493	0
ILMN_2334204	164.8145	23	5.47128	0
ILMN_1746661	99.46483	33	3.267576	0.412987
ILMN_1792107	148.6832	21	4.380558	0
ILMN_1665989	98.89629	22	2.618279	0.4532467
ILMN_2348146	132.9947	19	5.829142	0
ILMN_1657248	119.9495	17	6.105324	0.003896104
ILMN_1652749	164.3742	27	4.591911	0
ILMN_1768301	111.9358	19	3.523949	0.01558442
ILMN_1785486	94.35377	24	2.487315	0.8545455
ILMN_1727426	97.7541	23	1.810791	0.5675325
ILMN_1664068	192.586	25	6.240259	0
ILMN_1651499	136.213	23	3.566821	0
ILMN_1778377	104.9413	25	4.180542	0.1168831
ILMN_1712766	201.0931	26	7.312805	0
ILMN_2359456	475.86	18	19.22608	0
ILMN_2359453	1421.154	24	49.26496	0
ILMN_1781795	2231.386	22	158.9149	0
ILMN_3245659	357.7903	39	8.455209	0
ILMN_3234735	130.1174	22	3.630705	0
ILMN_3197652	126.0318	26	3.530615	0
ILMN_3247882	346.3948	22	11.22731	0
ILMN_1704980	116.8107	25	3.968581	0.003896104
ILMN_2104696	292.3341	22	12.32303	0
ILMN_1731001	237.2444	30	6.796234	0
ILMN_1730731	129.2372	24	3.008941	0
ILMN_1669729	119.7488	21	3.306447	0.003896104
ILMN_2378664	130.81	16	5.151317	0
ILMN_1700549	218.6909	26	7.774985	0
ILMN_1785387	100.852	23	2.514238	0.3012987
ILMN_1715013	143.4413	26	3.521473	0
ILMN_1682298	94.20165	20	3.407633	0.861039
ILMN_1736357	93.4227	17	2.211541	0.9038961
ILMN_1761023	99.63141	17	1.421264	0.3987013
ILMN_1751425	198.1275	19	8.366502	0
ILMN_1698404	118.9136	26	2.702652	0.003896104
ILMN_1731231	100.9032	22	3.056727	0.3
ILMN_1678899	103.4897	24	4.57157	0.1662338
ILMN_1744963	274.6273	22	13.12903	0
ILMN_1775211	108.5818	21	3.694324	0.04285714
ILMN_2229969	94.37429	25	2.329767	0.8545455
ILMN_1655261	142.9779	28	3.735953	0
ILMN_2251184	405.0533	19	16.75499	0
ILMN_2323048	2097.68	24	75.66123	0
ILMN_1772156	101.5585	14	2.826378	0.2662338
ILMN_2115379	101.685	12	4.363391	0.261039
ILMN_1665510	93.45732	16	3.138502	0.9025974
ILMN_2118663	97.30106	24	2.727417	0.6
ILMN_1787676	94.68375	17	2.3659	0.8207792
ILMN_1785804	97.97825	15	2.528042	0.5376623
ILMN_2079991	94.50005	13	2.81038	0.8428571
ILMN_1668092	105.125	17	3.432809	0.112987
ILMN_1682233	117.7696	20	3.45015	0.003896104
ILMN_1792947	115.6833	20	3.658826	0.003896104
ILMN_1720285	1855.985	23	88.04993	0
ILMN_1669818	189.048	21	6.003087	0
ILMN_1777555	101.8857	26	2.253043	0.2519481
ILMN_2212878	104.5624	13	2.676333	0.1324675
ILMN_1773262	98.21947	31	2.33232	0.5207792
ILMN_3307962	96.8873	26	3.589046	0.635065
ILMN_3311175	98.99694	27	2.301175	0.4402598
ILMN_3311185	99.09713	27	2.155327	0.4376623
ILMN_1742145	191.7282	23	8.253772	0
ILMN_1806710	99.68938	25	3.208651	0.3935065
ILMN_2115862	105.1532	25	2.983959	0.1103896
ILMN_1814434	105.1365	12	4.768778	0.1116883
ILMN_1678535	97.33575	30	3.029993	0.6
ILMN_2390457	104.8297	20	4.000185	0.1220779
ILMN_1740045	93.62326	21	1.764597	0.9
ILMN_1729640	131.9142	24	4.114233	0
ILMN_1774272	173.6205	17	8.042461	0
ILMN_2046896	228.5674	19	8.641347	0
ILMN_1707398	99.13085	17	2.709437	0.4376623
ILMN_1804064	105.9708	22	4.495673	0.07662338
ILMN_1661994	99.63761	19	3.321793	0.3987013
ILMN_1717593	100.4699	15	4.388559	0.3207792
ILMN_1807726	99.15772	14	3.351259	0.4311688
ILMN_1761159	1024.217	31	40.8569	0
ILMN_1780996	103.8322	18	4.319034	0.161039
ILMN_2222991	245.4749	42	8.208386	0
ILMN_2222992	921.2984	18	23.70302	0
ILMN_1718924	2003.632	25	111.2645	0
ILMN_1684758	96.4502	20	1.946963	0.6792208
ILMN_1729374	1659.855	19	46.94466	0
ILMN_2300970	1220.869	17	51.15396	0
ILMN_1758034	171.2264	29	7.455167	0
ILMN_1793267	104.9751	17	2.610341	0.1155844
ILMN_2244547	119.9667	22	3.972187	0.003896104
ILMN_2316778	139.4467	26	4.8927	0
ILMN_1696028	131.6697	21	4.277972	0
ILMN_1686937	99.79718	24	2.27161	0.3818182
ILMN_1800130	99.7272	27	3.650734	0.387013
ILMN_1687538	883.5905	20	54.2419	0
ILMN_2122103	465.9308	20	19.8707	0
ILMN_1720158	262.0501	21	14.16285	0
ILMN_1685891	96.08555	32	2.53125	0.7090909
ILMN_1803906	143.3866	22	4.949925	0
ILMN_1703180	103.6977	20	3.731919	0.1636364
ILMN_1702657	97.74333	23	2.876305	0.5675325
ILMN_1753830	102.8623	26	2.495217	0.1987013
ILMN_2341661	97.61555	11	2.127054	0.5792208
ILMN_1739222	97.62832	27	2.471265	0.5779221
ILMN_1723260	98.93819	24	2.615878	0.4467532
ILMN_1789596	151.9661	26	4.144424	0
ILMN_1700671	100.736	21	3.235453	0.3090909
ILMN_1720941	102.0368	23	2.707496	0.2441558
ILMN_1671562	100.0681	21	1.787554	0.3454545
ILMN_1651878	94.99444	16	3.46412	0.7974026
ILMN_1762735	98.38979	28	2.71606	0.5077922
ILMN_1803367	91.33656	17	3.442668	0.9701298
ILMN_2369018	132.6572	20	3.614663	0
ILMN_1733579	252.6933	16	15.65684	0
ILMN_1662747	102.8796	28	3.273887	0.1974026
ILMN_2042651	107.1237	15	4.352527	0.05714286
ILMN_1763452	383.1652	12	21.1908	0
ILMN_1746314	328.5038	26	12.71451	0
ILMN_1747281	149.9853	26	5.199815	0
ILMN_1730622	3803.596	25	103.5114	0
ILMN_1727288	93.9302	22	2.636878	0.8831169
ILMN_1766888	95.50004	9	3.726067	0.7649351
ILMN_1652291	101.7575	19	3.109185	0.2584416
ILMN_2045369	96.84592	22	2.665459	0.6428571
ILMN_1697735	1041.464	16	45.61542	0
ILMN_1727041	774.5667	26	24.44359	0
ILMN_2413251	376.777	25	22.18188	0
ILMN_1694772	101.3185	20	3.336532	0.2805195
ILMN_1771689	101.066	28	2.499272	0.2922078
ILMN_1735463	98.28288	20	3.05236	0.5155844
ILMN_1673721	383.4552	21	14.70394	0
ILMN_2351916	175.1786	32	5.065032	0
ILMN_1719089	95.5858	10	1.232235	0.7532467
ILMN_1745583	104.8825	20	3.640495	0.1207792
ILMN_2347805	155.4635	18	6.874324	0
ILMN_2347807	140.3731	17	6.763849	0
ILMN_2065783	200.3508	37	5.182137	0
ILMN_1731180	147.5569	25	4.135038	0
ILMN_1789419	206.3576	30	7.873424	0
ILMN_2172735	95.34849	21	2.969795	0.7792208
ILMN_1670038	99.77347	25	2.892141	0.3844156
ILMN_1742827	199.1	21	6.761707	0
ILMN_2394750	107.9974	22	2.611476	0.04935065
ILMN_1788625	122.8638	22	4.540902	0
ILMN_1667686	110.7396	24	3.271918	0.02207792
ILMN_1651628	225.0872	20	8.850857	0
ILMN_1679687	99.31745	22	2.461239	0.4220779
ILMN_3243431	90.2236	16	2.801907	0.9844156
ILMN_1815012	392.8878	23	10.55058	0
ILMN_1750011	109.6021	19	3.956798	0.03636364
ILMN_2083818	102.8538	22	3.589584	0.1987013
ILMN_1657662	104.3129	15	3.04236	0.1376623
ILMN_1709747	113.1659	31	3.284873	0.009090909
ILMN_3246145	111.543	23	2.955001	0.01818182
ILMN_1677483	594.1397	22	13.61106	0
ILMN_1701839	101.6796	18	1.729085	0.261039
ILMN_2396648	1315.026	24	40.36464	0
ILMN_2402168	456.5365	26	13.5253	0
ILMN_1670796	782.4464	26	26.65076	0
ILMN_1711189	254.5076	27	9.271304	0
ILMN_1697736	328.3351	20	7.188167	0
ILMN_1708936	1450.087	22	62.93803	0
ILMN_1734194	834.9587	22	45.15895	0
ILMN_1745271	294.8271	18	12.46348	0
ILMN_1659725	361.6049	20	15.42335	0
ILMN_1670218	362.7072	30	17.34161	0
ILMN_2055477	854.7198	27	33.17939	0
ILMN_1756162	435.4095	18	33.30808	0
ILMN_2312719	649.4874	26	31.08302	0
ILMN_1721713	542.1788	23	24.36934	0
ILMN_1712066	98.74421	19	1.675702	0.4623377
ILMN_2129927	117.0671	16	3.341744	0.003896104
ILMN_1679698	96.25708	19	2.256336	0.6961039
ILMN_1761259	172.4529	24	7.025792	0
ILMN_2328029	154.7201	13	9.180951	0
ILMN_1718783	101.5403	22	2.411228	0.2662338
ILMN_2388425	135.4561	23	5.196342	0
ILMN_1797950	175.4016	25	7.503083	0
ILMN_1778226	121.9753	15	3.192614	0.001298701
ILMN_1747207	100.0801	25	2.426063	0.3441558
ILMN_1807554	98.46593	24	3.073148	0.4974026
ILMN_2322874	88.06566	14	1.870737	0.9961039
ILMN_2353129	97.2215	23	2.549576	0.6038961
ILMN_1669813	94.0883	22	3.471212	0.8766234
ILMN_1670715	98.45005	28	2.536302	0.4987013
ILMN_2322996	96.61021	21	2.157162	0.6636364
ILMN_1754077	97.19598	27	2.468079	0.6051948
ILMN_1790562	135.1866	19	7.896813	0
ILMN_1720529	99.3848	27	2.657654	0.4181818
ILMN_1728353	94.35522	22	2.312467	0.8545455
ILMN_1671844	96.30653	27	2.675878	0.6909091
ILMN_2324734	97.30135	23	2.744397	0.6
ILMN_1693319	101.5218	30	2.594306	0.2662338
ILMN_3234936	123.9535	31	3.985449	0
ILMN_1791436	108.201	28	3.75971	0.04415584
ILMN_1652913	328.7245	26	16.50933	0
ILMN_1708105	310.3234	23	8.57765	0
ILMN_2364529	377.2224	24	18.65992	0
ILMN_3272378	3925.424	9	276.303	0
ILMN_1670708	92.90493	23	3.50992	0.9272727
ILMN_1764061	101.311	21	2.218857	0.2805195
ILMN_1807101	115.2602	16	8.386342	0.005194805
ILMN_2406532	107.489	19	3.652916	0.05324675
ILMN_2270053	93.377	34	2.428421	0.9064935
ILMN_2342033	202.7475	18	6.349631	0
ILMN_1671766	317.7082	17	18.94734	0
ILMN_1717163	88.37189	19	1.693318	0.9935065
ILMN_1735489	95.42265	18	2.896666	0.7727273
ILMN_3249291	94.77645	10	6.22525	0.8142857
ILMN_1742866	284.2159	26	9.951092	0
ILMN_2221507	13713.6	22	440.4597	0
ILMN_2041190	96.28451	14	2.991001	0.6935065
ILMN_1673113	92.86	25	3.047327	0.9272727
ILMN_2202894	103.5851	26	2.634981	0.1662338
ILMN_1728923	105.1316	21	3.381613	0.112987
ILMN_2127298	157.8063	32	3.905455	0
ILMN_1707127	103.9332	31	3.073003	0.1571429
ILMN_2129572	100.5582	23	2.642808	0.3168831
ILMN_1797009	96.94801	16	2.183955	0.6298701
ILMN_1709233	98.117	19	3.179826	0.5285714
ILMN_1740559	92.50241	18	2.663199	0.9376624
ILMN_2358265	108.4271	16	3.22795	0.04415584
ILMN_2267025	97.27797	17	3.079774	0.6025974
ILMN_2370622	96.02869	32	2.778859	0.7116883
ILMN_1675083	115.924	30	4.701171	0.003896104
ILMN_1691584	93.10589	14	2.402128	0.9194805
ILMN_1670229	95.57756	16	3.052684	0.7545455
ILMN_1790249	192.1261	29	5.55079	0
ILMN_3247893	117.5313	17	7.19532	0.003896104
ILMN_1748092	105.9846	21	2.443308	0.07662338
ILMN_1727984	126.5697	12	5.238319	0
ILMN_1810651	100.1518	21	3.496991	0.338961
ILMN_1791531	100.0557	17	4.261298	0.3454545
ILMN_1810915	100.0928	19	4.195825	0.3428572
ILMN_1679158	96.22686	14	3.873072	0.6987013
ILMN_1678965	101.8218	31	2.710059	0.2571429
ILMN_3248038	92.09273	20	3.258661	0.9532468
ILMN_1740479	97.66338	18	2.784121	0.5766234
ILMN_2136971	99.7348	21	3.915362	0.387013
ILMN_1773006	96.43391	10	3.708345	0.6818182
ILMN_2146766	127.7397	31	3.623392	0
ILMN_2146761	1487.303	18	53.3789	0
ILMN_1696302	586.7167	17	25.27463	0
ILMN_3266606	2257.318	21	125.9855	0
ILMN_3178258	589.7299	18	16.15686	0
ILMN_2217574	127.7609	28	3.026463	0
ILMN_1661223	97.97021	20	3.125835	0.5376623
ILMN_2392261	111.9877	24	5.461513	0.01428571
ILMN_1721559	106.8715	19	3.060168	0.05844156
ILMN_1745299	109.7198	16	3.532301	0.03636364
ILMN_2159172	103.823	18	2.250635	0.161039
ILMN_1669540	92.1557	25	2.421722	0.9493507
ILMN_1758658	603.2007	18	25.19982	0
ILMN_1670134	206.054	21	8.539979	0
ILMN_2075065	101.2611	15	3.43287	0.2831169
ILMN_2098643	106.7474	25	3.123533	0.06233766
ILMN_1704790	100.6366	14	3.27957	0.3103896
ILMN_1667016	422.2705	28	16.23829	0
ILMN_1666634	301.7589	24	12.18336	0
ILMN_1670472	722.331	28	21.99865	0
ILMN_1781536	408.9946	29	17.56748	0
ILMN_2246661	325.9429	22	15.53184	0
ILMN_1701457	159.1514	24	4.609109	0
ILMN_1694593	98.85818	29	2.431513	0.4545455
ILMN_1741462	101.9861	19	4.49866	0.2480519
ILMN_1772409	122.6201	10	6.131799	0
ILMN_2102951	264.2752	21	11.31907	0
ILMN_2146657	359.6019	26	16.67693	0
ILMN_2351548	102.149	18	2.779256	0.2272727
ILMN_2242533	98.1256	21	1.907184	0.5285714
ILMN_1716679	101.8162	24	2.678601	0.2571429
ILMN_1723268	98.78835	12	6.952648	0.4597403
ILMN_1690101	115.4062	20	4.4071	0.005194805
ILMN_1803855	92.71352	21	2.032008	0.9311689
ILMN_1775542	333.5253	30	10.72914	0
ILMN_1712657	99.33031	23	2.987142	0.4194805
ILMN_1733863	111.1272	19	3.249754	0.01948052
ILMN_1775498	220.3634	24	7.566448	0
ILMN_1675819	107.6946	17	3.214321	0.05324675
ILMN_1714418	163.2893	18	7.100031	0
ILMN_1714065	104.7915	21	3.773266	0.1220779
ILMN_1745112	112.8709	29	3.430998	0.009090909
ILMN_2401779	136.2145	25	3.159691	0
ILMN_2291455	93.5454	16	2.801402	0.9012987
ILMN_1786789	151.6996	20	3.309712	0
ILMN_2151441	260.2481	23	10.45791	0
