Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_si308_c.AVG_Signal	KHYG1_si308_c.Avg_NBEADS	KHYG1_si308_c.BEAD_STDERR	KHYG1_si308_c.Detection Pval
ILMN_2139827	127.2436	18	4.178867	0
ILMN_1697998	204.6799	20	5.536348	0
ILMN_3264466	104.3178	19	2.777803	0.08311688
ILMN_2171481	93.79979	19	3.345516	0.7311688
ILMN_3307688	94.61642	18	2.524866	0.6662338
ILMN_1672264	94.42426	18	4.002336	0.6857143
ILMN_1814924	95.55874	22	2.524133	0.5974026
ILMN_1806386	93.65713	27	2.478513	0.7402598
ILMN_2379920	89.10678	19	2.793025	0.9636363
ILMN_2278984	96.7061	26	2.7604	0.5064935
ILMN_1673899	100.0819	13	3.076588	0.2454545
ILMN_3236491	108.9681	17	3.697402	0.02597403
ILMN_1770623	495.3413	25	9.955526	0
ILMN_1787681	102.9549	22	3.219055	0.1220779
ILMN_1707553	94.55498	23	1.844666	0.6727273
ILMN_1707689	96.60831	28	2.953775	0.5116883
ILMN_1778844	101.6715	27	2.880963	0.1636364
ILMN_1758943	99.9201	13	4.22594	0.2532468
ILMN_2092589	100.3634	19	2.461249	0.2298701
ILMN_3272603	488.5009	18	13.59697	0
ILMN_3196019	174.3389	24	6.812122	0
ILMN_2057573	3203.638	21	117.3608	0
ILMN_1745764	96.8699	25	2.34816	0.4844156
ILMN_1755721	115.5089	19	4.461002	0.002597403
ILMN_1689552	196.679	32	4.975152	0
ILMN_1774259	109.2965	28	2.803863	0.02337662
ILMN_1728972	90.32755	16	2.477096	0.9285714
ILMN_1680037	99.56716	17	4.694376	0.2727273
ILMN_1726597	160.8235	28	6.445642	0
ILMN_3242330	90.03341	19	2.675108	0.938961
ILMN_1756654	97.08091	23	1.862118	0.4636364
ILMN_3307791	196.1848	17	7.339286	0
ILMN_1682577	99.18879	18	3.301464	0.2948052
ILMN_1669044	100.2097	22	2.614116	0.2376623
ILMN_1757440	92.68561	18	3.371655	0.8051948
ILMN_1718446	96.80937	14	3.187668	0.4974026
ILMN_2180252	92.87692	16	4.59134	0.7909091
ILMN_1699978	107.8352	24	4.907016	0.03506494
ILMN_1667437	98.69131	27	2.650475	0.3337662
ILMN_2343273	100.9383	17	4.395475	0.1974026
ILMN_1723300	106.6952	24	3.006786	0.04675325
ILMN_1792014	119.8557	21	5.166023	0
ILMN_1709472	94.6884	23	2.609621	0.6623377
ILMN_3243991	92.02514	26	2.067689	0.8545455
ILMN_1705659	97.50738	21	3.496368	0.4220779
ILMN_1798547	96.00601	16	4.268106	0.5649351
ILMN_1732717	106.3192	29	3.36858	0.05194805
ILMN_3232949	101.1828	22	3.82285	0.187013
ILMN_3186401	100.6656	23	3.537106	0.2051948
ILMN_3232501	97.38783	24	3.701146	0.4285714
ILMN_1659464	95.9382	27	1.899759	0.5688311
ILMN_1788806	90.6275	32	1.934498	0.9142857
ILMN_3238797	188.4724	36	5.66411	0
ILMN_3243986	198.8012	20	6.414532	0
ILMN_1719870	227.3096	30	8.855246	0
ILMN_3235790	102.8168	24	2.529133	0.125974
ILMN_2123559	338.3633	23	14.64508	0
ILMN_2123557	106.4247	26	3.023768	0.05064935
ILMN_1701940	113.3563	15	4.898645	0.005194805
ILMN_3237074	93.14839	21	2.812268	0.774026
ILMN_3248190	101.4194	11	4.746081	0.1779221
ILMN_1709379	101.98	17	2.893443	0.1545455
ILMN_2150446	98.52081	16	2.987899	0.3480519
ILMN_1788638	98.9249	22	2.957016	0.312987
ILMN_3181927	94.94328	26	2.266818	0.6441559
ILMN_3258385	99.14642	24	2.252113	0.2961039
ILMN_3246786	99.95685	42	2.196688	0.2493507
ILMN_3194147	104.3309	21	3.087332	0.08311688
ILMN_3270493	87.60165	20	3.062379	0.9818182
ILMN_1772728	89.79896	18	2.542781	0.9506493
ILMN_3237067	127.5711	19	5.646903	0
ILMN_3273268	120.6381	26	3.944598	0
ILMN_3196798	98.03045	26	2.107228	0.387013
ILMN_2133713	111.1454	26	2.712861	0.01818182
ILMN_2130514	128.9329	27	4.17456	0
ILMN_1801304	108.9549	10	4.15279	0.02597403
ILMN_1749960	101.3335	12	4.257521	0.1831169
ILMN_1749474	93.51321	29	2.335279	0.7441558
ILMN_1660819	92.56877	16	2.550748	0.8168831
ILMN_1661387	95.20245	30	2.690133	0.6233766
ILMN_1704134	101.8772	16	2.138057	0.1571429
ILMN_1780808	92.5132	14	2.238697	0.8181818
ILMN_1659862	121.3015	28	2.779662	0
ILMN_1720557	98.251	17	3.664724	0.3623376
ILMN_1706664	108.2719	18	4.916848	0.03116883
ILMN_1681757	94.0488	26	2.742823	0.7142857
ILMN_1699623	90.22891	24	2.131384	0.9350649
ILMN_1759679	100.8166	17	3.175258	0.2012987
ILMN_1812302	92.83452	27	2.064832	0.7935065
ILMN_1727309	515.0639	22	13.61276	0
ILMN_1772973	105.7328	24	2.180787	0.06363636
ILMN_1752995	99.07572	27	3.957495	0.3038961
ILMN_2239774	93.52039	17	2.829524	0.7428572
ILMN_1670158	99.52422	21	2.137977	0.2753247
ILMN_1782863	97.20348	30	2.01788	0.4493507
ILMN_1673356	110.6991	19	3.318663	0.02077922
ILMN_1781943	223.4573	19	8.667068	0
ILMN_1658301	91.00604	20	2.439178	0.9077922
ILMN_1683231	114.0639	20	4.393949	0.003896104
ILMN_2122848	93.99079	17	4.442501	0.7181818
ILMN_1751328	93.30185	25	2.901679	0.7571428
ILMN_2219199	100.3789	22	4.027852	0.2298701
ILMN_1670807	104.4792	25	2.995239	0.07922078
ILMN_1780298	198.2223	29	6.116543	0
ILMN_3249739	111.7805	15	6.556054	0.01298701
ILMN_2400250	181.801	19	7.474616	0
ILMN_3250592	219.2433	25	8.676381	0
ILMN_1769532	105.646	22	3.767263	0.06363636
ILMN_1655051	199.9498	17	8.743012	0
ILMN_1658861	127.3667	25	5.711215	0
ILMN_3186004	97.57629	22	2.842204	0.4194805
ILMN_3262462	95.46049	25	2.080696	0.6064935
ILMN_1753482	110.5523	21	3.417937	0.02207792
ILMN_3236135	135.1701	19	5.91071	0
ILMN_3256471	100.522	29	2.18768	0.2207792
ILMN_1754841	95.47588	21	3.222716	0.6051948
ILMN_1712859	91.47308	26	2.598904	0.8909091
ILMN_1652677	105.0748	22	4.469473	0.06883117
ILMN_1710075	91.16828	13	3.264997	0.9012987
ILMN_2285817	95.89902	32	2.745689	0.5727273
ILMN_1804117	220.0073	25	7.782673	0
ILMN_1807448	136.5627	21	4.595134	0
ILMN_1696684	89.38795	22	2.037601	0.9597403
ILMN_1748555	95.78683	19	2.691097	0.5792208
ILMN_1751044	97.70515	22	2.57572	0.4090909
ILMN_1658938	93.43324	21	3.015887	0.7480519
ILMN_3240907	90.42641	17	3.391851	0.925974
ILMN_3244051	94.4365	22	1.941236	0.6857143
ILMN_3240649	99.16973	30	3.212594	0.2948052
ILMN_3244382	96.88124	23	1.963075	0.4844156
ILMN_3244631	94.8326	23	2.190064	0.6545454
ILMN_3244244	99.39961	22	2.758136	0.2818182
ILMN_3244720	101.0386	23	3.202579	0.1922078
ILMN_1748539	89.66016	21	2.508661	0.9532468
ILMN_1664907	102.055	15	3.075428	0.1532468
ILMN_1793320	90.74454	15	2.15295	0.9142857
ILMN_1660797	96.12413	15	3.796282	0.5493507
ILMN_1805993	95.36	25	1.762921	0.612987
ILMN_1723953	95.31302	12	3.408903	0.6168831
ILMN_3240754	125.487	13	7.075167	0
ILMN_3241066	95.15318	20	3.864284	0.6272727
ILMN_1725834	101.8706	19	3.474775	0.1571429
ILMN_1778220	100.505	23	3.91021	0.2220779
ILMN_1699455	91.82942	20	3.257658	0.8688312
ILMN_1697056	102.5905	29	2.30633	0.1350649
ILMN_3238173	100.8528	12	6.239707	0.2
ILMN_1717884	97.50995	20	3.327844	0.4220779
ILMN_3244808	101.9302	19	3.710224	0.1571429
ILMN_1777322	190.4722	30	5.188474	0
ILMN_1783097	95.26527	28	3.411382	0.6207792
ILMN_1784465	95.56669	25	2.791295	0.5974026
ILMN_1748976	97.17329	23	2.655078	0.4532467
ILMN_1685856	91.63766	19	3.896997	0.8857143
ILMN_3235997	99.54837	17	3.18143	0.274026
ILMN_1693071	98.60023	19	4.082337	0.3415585
ILMN_1761981	1713.632	22	49.98112	0
ILMN_2367428	390.8262	19	15.18872	0
ILMN_1779813	1592.334	18	88.15984	0
ILMN_1735453	461.1944	30	11.12587	0
ILMN_2242984	97.67329	11	4.573182	0.4103896
ILMN_1763997	95.50378	27	1.766337	0.6012987
ILMN_2313330	104.158	23	3.856964	0.08701298
ILMN_1771870	116.9602	23	4.113771	0.002597403
ILMN_1670453	94.16816	26	2.723478	0.7051948
ILMN_1778039	97.53976	29	2.87131	0.4220779
ILMN_2153936	95.60631	30	2.652307	0.5935065
ILMN_2153939	88.00259	24	2.201399	0.9792208
ILMN_2098705	103.8393	22	3.362456	0.0987013
ILMN_1775240	100.1229	16	3.06132	0.2441558
ILMN_1799224	98.6209	11	3.672349	0.338961
ILMN_1769758	108.6982	11	5.339437	0.02727273
ILMN_1682747	98.96023	20	2.430726	0.3103896
ILMN_1726756	143.9738	20	3.97916	0
ILMN_1698252	114.5242	24	3.721426	0.002597403
ILMN_1683112	101.1467	28	2.346688	0.187013
ILMN_2235137	306.0846	24	14.40016	0
ILMN_1657634	103.3412	27	2.536582	0.1155844
ILMN_1712122	118.2802	27	4.3398	0
ILMN_2043452	340.4834	21	13.11765	0
ILMN_1682724	108.89	16	5.32301	0.02597403
ILMN_1758728	652.2011	23	26.43932	0
ILMN_1655642	438.0737	26	15.12537	0
ILMN_2188909	98.23679	18	4.056673	0.3623376
ILMN_1754045	319.6751	27	15.0414	0
ILMN_1811995	100.0591	19	4.606843	0.2454545
ILMN_1773126	95.55007	23	3.314776	0.5974026
ILMN_2232854	90.71781	8	7.175251	0.9142857
ILMN_2143250	201.1722	14	13.12247	0
ILMN_1694596	98.93826	19	4.046643	0.3116883
ILMN_2202915	95.23605	21	3.081422	0.6207792
ILMN_2271584	106.5774	23	2.797388	0.04675325
ILMN_1712040	102.2416	28	2.240131	0.1441558
ILMN_1813982	90.09556	19	3.279632	0.9376624
ILMN_1678353	92.59596	16	3.294912	0.812987
ILMN_2062687	101.1126	25	2.499578	0.187013
ILMN_1793732	269.9825	31	9.120814	0
ILMN_1778255	238.1048	26	9.691997	0
ILMN_2055930	100.994	33	2.603271	0.1948052
ILMN_1765696	8220.656	16	363.9465	0
ILMN_1808132	107.2814	21	3.283062	0.04285714
ILMN_2319077	135.8539	20	5.343874	0
ILMN_1781824	389.562	25	15.71753	0
ILMN_1784871	1160.029	15	32.46273	0
ILMN_2407464	420.7844	25	16.06679	0
ILMN_1691861	134.5014	22	4.881365	0
ILMN_1664098	148.0419	22	5.11072	0
ILMN_1751362	171.7297	23	5.951965	0
ILMN_2053567	149.4955	21	3.587252	0
ILMN_2129859	167.8945	38	5.347375	0
ILMN_1750160	254.0767	23	9.685519	0
ILMN_1733377	278.1729	18	9.110299	0
ILMN_1754795	109.7295	18	2.94937	0.02207792
ILMN_3247578	102.3989	20	2.961242	0.1428571
ILMN_2128931	93.36831	15	3.489872	0.7532467
ILMN_1780591	104.9973	22	2.614634	0.07012987
ILMN_1761551	119.1992	16	7.784379	0
ILMN_1720162	95.82258	17	1.412974	0.5766234
ILMN_1806914	94.17056	14	2.833681	0.7051948
ILMN_1664614	7613.794	13	122.9384	0
ILMN_2290251	91.61799	26	1.979547	0.8857143
ILMN_1730882	92.48698	24	2.709643	0.8233766
ILMN_1719205	2776.857	24	102.9258	0
ILMN_1799471	97.81719	18	3.462782	0.4025974
ILMN_2353143	99.50679	19	2.478794	0.2766234
ILMN_1691249	100.8194	23	2.477087	0.2012987
ILMN_1710815	94.47114	24	2.136955	0.6805195
ILMN_1700541	97.54322	24	3.059828	0.4207792
ILMN_1672536	95.1164	13	2.479029	0.6311688
ILMN_1686952	96.0448	18	3.707025	0.5584416
ILMN_1722713	101.551	21	3.038291	0.174026
ILMN_1721769	91.57408	13	5.049728	0.887013
ILMN_2390919	91.09718	21	3.267529	0.9051948
ILMN_1774602	99.15836	23	2.709992	0.2961039
ILMN_2223941	284.6839	19	10.98341	0
ILMN_1664176	235.1353	16	10.16392	0
ILMN_1735743	99.66873	23	2.191868	0.2649351
ILMN_1783182	103.2483	25	4.714649	0.1168831
ILMN_1670899	101.97	20	3.565454	0.1558442
ILMN_1719755	92.65678	19	4.080608	0.8064935
ILMN_1728799	94.45621	16	2.227009	0.6857143
ILMN_1804005	98.37613	19	2.943874	0.3584416
ILMN_3245236	140.3885	26	3.510089	0
ILMN_1752559	103.3262	15	3.196899	0.1155844
ILMN_1658232	105.0756	17	3.965724	0.06883117
ILMN_1794260	736.5175	39	17.54739	0
ILMN_3237966	208.5465	23	8.502259	0
ILMN_1693438	196.8096	20	6.267882	0
ILMN_1791253	101.8248	23	3.250489	0.1584416
ILMN_1767441	101.8347	19	4.342749	0.1584416
ILMN_1663379	163.3083	20	5.235003	0
ILMN_1697561	98.67713	30	2.778232	0.3337662
ILMN_1715901	105.1431	16	2.720665	0.06883117
ILMN_3307782	370.455	19	16.57713	0
ILMN_1670920	101.881	26	3.074163	0.1571429
ILMN_1671215	116.3264	16	5.842586	0.002597403
ILMN_1688639	98.28616	22	3.719164	0.3623376
ILMN_1754489	207.9163	24	6.430932	0
ILMN_1717252	114.5274	26	4.208039	0.002597403
ILMN_2199362	96.00058	20	2.203643	0.5675325
ILMN_1794187	117.2817	23	2.781308	0.001298701
ILMN_2071405	95.50083	23	3.374254	0.6012987
ILMN_1671393	89.51635	22	1.926669	0.9558442
ILMN_1735051	95.07991	22	2.705314	0.635065
ILMN_1673370	97.4675	22	2.500899	0.425974
ILMN_2378100	176.1985	16	9.713118	0
ILMN_1799389	152.2489	37	4.827316	0
ILMN_2352216	160.7772	18	4.377614	0
ILMN_1705035	102.6936	20	2.58846	0.1298701
ILMN_1682037	95.47616	21	2.24029	0.6051948
ILMN_1716952	94.38512	16	4.358145	0.6896104
ILMN_2089616	102.0895	19	3.2578	0.1506494
ILMN_1733164	117.5919	21	3.717208	0.001298701
ILMN_2285112	310.0677	20	9.822571	0
ILMN_1765711	97.76048	26	2.251127	0.4038961
ILMN_1678404	104.9475	14	2.551327	0.07142857
ILMN_1713682	183.2503	15	6.728426	0
ILMN_1755281	103.5657	23	2.760194	0.1064935
ILMN_1715823	108.1622	18	2.198101	0.03246753
ILMN_1789274	93.17454	16	2.476859	0.7701299
ILMN_1714428	96.3691	12	2.89266	0.5324675
ILMN_1743898	98.2311	15	4.450471	0.3649351
ILMN_2368535	94.9838	24	2.53005	0.6428571
ILMN_1664779	93.83246	32	2.429487	0.7298701
ILMN_1729430	187.7324	15	9.598239	0
ILMN_1689380	98.17673	15	2.724189	0.3662338
ILMN_1803211	116.8529	21	4.505965	0.002597403
ILMN_2358647	149.2629	23	4.284892	0
ILMN_1745887	375.393	24	10.93237	0
ILMN_1701869	123.442	25	3.311792	0
ILMN_2252178	100.4789	23	3.989112	0.2233766
ILMN_1786469	249.8553	26	9.022471	0
ILMN_2166706	96.51826	20	1.886783	0.5220779
ILMN_1786304	98.21812	17	2.179489	0.3649351
ILMN_1686466	96.27616	21	1.837563	0.5350649
ILMN_2383893	94.40804	15	1.569402	0.687013
ILMN_2367479	100.4694	14	5.203672	0.2233766
ILMN_2367477	99.06899	18	4.711017	0.3038961
ILMN_1721360	97.16863	22	2.79244	0.4532467
ILMN_1812776	241.2798	23	8.506827	0
ILMN_2045911	241.4139	19	8.965293	0
ILMN_1749641	106.9364	28	3.114035	0.04545455
ILMN_2273261	92.55315	13	3.12882	0.8168831
ILMN_1729175	121.2029	18	3.519597	0
ILMN_1672415	108.7582	22	2.753693	0.02727273
ILMN_1700232	132.2538	23	5.098644	0
ILMN_2168992	128.7703	24	3.548201	0
ILMN_1771139	153.3475	24	4.588958	0
ILMN_1652280	111.2043	29	2.967671	0.01818182
ILMN_1760830	96.17017	13	2.25771	0.5467532
ILMN_1703955	275.0766	23	9.950446	0
ILMN_1664826	312.8638	23	11.37188	0
ILMN_1765060	185.9194	16	5.003436	0
ILMN_1756358	94.0119	25	2.937819	0.7155844
ILMN_1686697	102.2224	25	2.702449	0.1441558
ILMN_2362293	114.7649	27	2.75199	0.002597403
ILMN_1754811	197.3518	25	5.46768	0
ILMN_1814890	88.77557	15	2.151109	0.9675325
ILMN_1757355	99.47636	21	3.653781	0.2766234
ILMN_1656691	193.3327	28	6.915561	0
ILMN_1755811	149.2245	21	5.95259	0
ILMN_1762155	85.9069	11	3.347012	0.9935065
ILMN_1880834	138.6031	29	4.090965	0
ILMN_1756874	126.5209	8	3.293049	0
ILMN_1670087	111.1655	31	2.894876	0.01818182
ILMN_2344907	101.8804	26	4.149664	0.1571429
ILMN_1732182	104.3934	15	3.193884	0.08181818
ILMN_2325625	98.44171	23	1.945353	0.3532467
ILMN_1651597	96.41694	17	2.64259	0.5285714
ILMN_3241510	113.4627	28	3.011621	0.005194805
ILMN_1747119	180.1172	36	5.308135	0
ILMN_2350266	107.7949	31	1.944768	0.03506494
ILMN_1797542	97.89555	23	3.090931	0.3961039
ILMN_1656342	104.1887	23	3.423347	0.08571429
ILMN_2102257	104.579	20	4.143241	0.07792208
ILMN_1710676	558.795	17	26.45977	0
ILMN_2121555	156.9053	25	5.733627	0
ILMN_1701455	528.2557	19	28.54088	0
ILMN_1667112	156.233	25	4.945905	0
ILMN_1715963	112.8858	20	4.28512	0.007792208
ILMN_1745962	352.5523	22	12.92996	0
ILMN_1672843	213.9383	17	8.217362	0
ILMN_1667120	99.02574	23	3.092444	0.3064935
ILMN_1717063	124.1377	22	3.214971	0
ILMN_1702928	94.91199	15	2.24866	0.6454545
ILMN_1777180	96.81056	21	3.524911	0.4961039
ILMN_1727393	94.0763	15	2.303255	0.7103896
ILMN_2394576	133.697	22	5.570788	0
ILMN_1735655	90.78015	14	4.600689	0.912987
ILMN_1766983	92.60031	19	3.186192	0.812987
ILMN_2394571	252.7941	23	6.885264	0
ILMN_1674756	99.03454	30	3.038681	0.3064935
ILMN_1775753	134.3445	25	4.135907	0
ILMN_3251567	103.4247	21	3.399306	0.1116883
ILMN_1671427	169.0264	14	5.260308	0
ILMN_1805662	115.7717	21	4.559233	0.002597403
ILMN_1701375	176.6713	13	4.944584	0
ILMN_1702243	113.8661	16	7.38097	0.003896104
ILMN_1668634	154.3184	20	2.71618	0
ILMN_1655906	100.9884	20	2.884652	0.1948052
ILMN_1754279	146.9588	12	4.395084	0
ILMN_1770484	91.28928	12	4.690409	0.8961039
ILMN_1709056	102.2877	19	2.282678	0.1441558
ILMN_2342793	122.7484	20	5.252968	0
ILMN_1812359	94.35897	21	2.817727	0.6909091
ILMN_1750661	139.3003	18	4.550203	0
ILMN_1801743	96.16696	19	3.18137	0.5467532
ILMN_2206009	94.19101	29	2.072723	0.7051948
ILMN_2279367	204.452	18	7.514678	0
ILMN_2379967	98.49825	26	2.196293	0.3480519
ILMN_2365091	92.37691	26	2.485985	0.8285714
ILMN_1688423	97.18555	25	2.302801	0.4532467
ILMN_2123743	92.04382	24	1.81364	0.8532467
ILMN_1662451	91.78619	20	2.077596	0.8727273
ILMN_2189869	145.2107	22	5.267795	0
ILMN_2189870	180.0242	16	7.834569	0
ILMN_1718984	98.83503	17	3.01426	0.3194805
ILMN_2302757	114.1068	12	3.010163	0.003896104
ILMN_1700156	96.4176	22	3.601243	0.5285714
ILMN_2176063	97.64178	21	3.993401	0.4116883
ILMN_2261600	96.93877	15	3.040476	0.4779221
ILMN_2391051	92.50633	27	2.207658	0.8181818
ILMN_3247506	98.96494	21	3.093905	0.3103896
ILMN_2289849	89.10445	18	1.566865	0.9636363
ILMN_1666932	113.6727	24	4.226022	0.005194805
ILMN_1810687	94.38634	17	4.018348	0.6896104
ILMN_1706523	94.24689	31	2.369937	0.6987013
ILMN_1804174	97.13324	21	1.539135	0.4571429
ILMN_1660027	126.5331	17	8.656412	0
ILMN_2382403	100.6027	18	3.719909	0.2155844
ILMN_2331121	87.11593	16	3.178413	0.9844156
ILMN_1703679	98.63058	23	2.739841	0.338961
ILMN_2112580	101.8195	15	4.772558	0.1584416
ILMN_1728639	101.6821	24	4.326913	0.1636364
ILMN_2134453	123.9745	10	7.591936	0
ILMN_1705302	99.591	27	3.622279	0.2701299
ILMN_1654571	115.8775	20	3.610668	0.002597403
ILMN_1670322	93.34373	19	2.434335	0.7532467
ILMN_1783847	95.77923	20	2.748317	0.5805195
ILMN_2102702	94.35967	24	2.36532	0.6909091
ILMN_1815734	152.7937	13	7.2945	0
ILMN_1668063	106.3463	22	4.340884	0.05194805
ILMN_1793504	93.0459	30	2.004032	0.7805195
ILMN_1714057	94.44893	11	5.224036	0.6857143
ILMN_1780060	97.98133	33	1.922604	0.3909091
ILMN_2349771	97.81789	20	4.053365	0.4025974
ILMN_2226183	95.56598	25	1.649747	0.5974026
ILMN_1761873	91.95161	23	2.208744	0.8584415
ILMN_1791329	103.5327	13	1.920208	0.1090909
ILMN_1665152	92.08186	22	2.409496	0.8493506
ILMN_1699599	99.3391	21	2.438263	0.2896104
ILMN_1797428	100.1764	22	2.343621	0.2402597
ILMN_1691693	98.6076	17	3.374966	0.3402597
ILMN_1738517	88.57807	16	2.220495	0.9727273
ILMN_1684445	100.7535	17	5.385373	0.2038961
ILMN_2105223	103.0926	25	2.223466	0.1194805
ILMN_2074762	94.17409	14	3.481142	0.7051948
ILMN_1691071	94.5128	26	3.046108	0.6766234
ILMN_1782015	210.2119	27	3.928016	0
ILMN_1741096	468.7392	27	14.57525	0
ILMN_2144088	1947.362	28	50.77985	0
ILMN_1804248	422.2332	19	12.64902	0
ILMN_1699178	98.66993	22	2.444507	0.3337662
ILMN_2198812	115.2756	17	3.739277	0.002597403
ILMN_1744628	152.6977	11	8.142359	0
ILMN_3243529	140.6201	19	3.857819	0
ILMN_1811696	111.2196	16	7.2643	0.01688312
ILMN_2414302	97.26667	13	3.458604	0.4402598
ILMN_2364305	97.21843	26	3.029756	0.4454545
ILMN_1774091	152.574	21	6.285412	0
ILMN_1719985	314.5011	29	10.2933	0
ILMN_1744239	100.664	28	2.470042	0.2051948
ILMN_1703330	226.2709	19	12.603	0
ILMN_1755834	530.8806	34	17.10896	0
ILMN_2160929	2470.121	22	90.72388	0
ILMN_1789618	116.4515	26	3.391533	0.002597403
ILMN_1810289	94.1906	14	3.709511	0.7051948
ILMN_2370976	90.52537	19	4.790093	0.9207792
ILMN_2206722	93.04502	27	2.586463	0.7805195
ILMN_1809199	96.95734	13	4.665123	0.4766234
ILMN_1725220	107.1416	29	2.990466	0.04415584
ILMN_1690530	99.68652	19	3.356668	0.2636364
ILMN_3247266	98.34956	16	4.481196	0.3597403
ILMN_1721475	105.0334	22	2.606271	0.07012987
ILMN_1696585	102.3467	22	2.592629	0.1428571
ILMN_1695290	90.54971	21	2.080379	0.9181818
ILMN_2366330	414.7205	28	12.40538	0
ILMN_2366334	165.3411	20	5.684191	0
ILMN_1693650	94.2325	25	2.009243	0.7025974
ILMN_1685483	105.7467	24	2.158543	0.06363636
ILMN_1751460	97.34081	20	2.385046	0.4363636
ILMN_1727992	89.33589	25	2.473737	0.9597403
ILMN_2263054	112.99	33	2.87124	0.007792208
ILMN_1779071	93.49802	15	2.649798	0.7454545
ILMN_1794106	93.52252	17	3.670582	0.7428572
ILMN_2403946	221.7242	24	7.01798	0
ILMN_1739586	356.1592	29	10.35802	0
ILMN_1813585	95.79781	20	2.415598	0.5792208
ILMN_1750706	97.98077	20	2.819312	0.3909091
ILMN_1756285	98.08287	19	2.287696	0.3805195
ILMN_1797895	95.70326	28	3.590446	0.5857143
ILMN_1802735	97.78634	16	3.048138	0.4038961
ILMN_2280203	95.60371	20	2.201786	0.5935065
ILMN_1656487	99.36523	20	3.016266	0.2857143
ILMN_2381945	91.74615	16	1.945866	0.8766234
ILMN_1659947	104.9519	25	4.118024	0.07142857
ILMN_1779017	95.29449	23	3.057421	0.6168831
ILMN_2114972	99.04013	18	2.375731	0.3064935
ILMN_1678049	98.91484	26	3.14926	0.3142857
ILMN_1764314	91.68501	20	2.927861	0.8818182
ILMN_2115011	96.27682	30	2.153769	0.5350649
ILMN_2115005	130.4964	17	4.784319	0
ILMN_1772686	451.3438	26	15.11802	0
ILMN_1698728	93.17233	36	1.677014	0.7714286
ILMN_2104141	88.91063	27	2.24022	0.9649351
ILMN_2190598	91.36472	19	1.460916	0.8961039
ILMN_1753322	97.15819	18	2.831548	0.4558442
ILMN_2349982	101.3189	31	2.841099	0.1844156
ILMN_1699735	99.06341	21	2.867342	0.3038961
ILMN_2110110	88.56805	16	2.168421	0.974026
ILMN_1719938	97.25587	28	1.714131	0.4402598
ILMN_1672229	96.20436	20	2.772545	0.5415584
ILMN_1677680	97.6177	24	2.947668	0.412987
ILMN_1810283	106.284	16	5.416843	0.05194805
ILMN_1653826	91.40366	28	2.831162	0.8948052
ILMN_1690984	99.38612	26	3.040381	0.2844156
ILMN_1671777	87.95737	12	2.875031	0.9792208
ILMN_1751495	100.4728	28	2.441808	0.2233766
ILMN_1732976	92.51672	19	2.462409	0.8181818
ILMN_1785564	106.4953	22	3.871254	0.05064935
ILMN_1781390	107.2553	24	4.691225	0.04285714
ILMN_1797030	109.8803	12	2.746834	0.02207792
ILMN_1693483	93.87194	23	2.278435	0.7246753
ILMN_1760909	99.65134	22	2.882994	0.2649351
ILMN_2105919	102.3376	24	4.145778	0.1441558
ILMN_1744693	99.18771	20	3.260717	0.2948052
ILMN_1788232	100.0825	26	2.517129	0.2454545
ILMN_2153061	100.2842	26	4.20792	0.2337662
ILMN_1772789	88.8762	16	3.102602	0.9649351
ILMN_2056569	96.93926	26	2.825698	0.4779221
ILMN_2095633	90.328	23	2.868629	0.9285714
ILMN_2071316	89.62937	15	3.003	0.9545454
ILMN_1696488	105.0471	23	3.021395	0.07012987
ILMN_1723227	96.77365	44	1.702979	0.4987013
ILMN_1677456	103.1972	27	2.502243	0.1194805
ILMN_2399100	97.66795	21	2.390691	0.4116883
ILMN_1740871	99.25632	18	3.295868	0.2922078
ILMN_1764605	104.1502	16	4.079923	0.08701298
ILMN_2188091	92.93475	12	2.970768	0.7857143
ILMN_1731240	103.2994	21	3.626985	0.1155844
ILMN_1812517	96.6172	26	3.16024	0.5116883
ILMN_2345749	88.95808	16	2.487933	0.9649351
ILMN_1762531	98.12961	27	2.57197	0.3727273
ILMN_1785404	95.38608	22	2.617543	0.6103896
ILMN_1761945	99.97056	23	3.161843	0.2493507
ILMN_1686961	121.4882	32	4.898568	0
ILMN_1729369	97.72073	20	4.604189	0.4090909
ILMN_2398261	96.78262	19	3.373037	0.4987013
ILMN_1796229	95.20134	14	2.43109	0.6233766
ILMN_2411116	117.5638	31	3.265575	0.001298701
ILMN_1657436	207.7983	18	7.435548	0
ILMN_1682270	86.87124	19	2.449965	0.9883117
ILMN_1651966	115.4112	19	5.874553	0.002597403
ILMN_1723123	92.15052	19	2.420473	0.8415585
ILMN_2410713	94.2597	24	2.004347	0.6987013
ILMN_2241412	89.32294	22	2.623099	0.9597403
ILMN_1730355	94.72521	22	3.374484	0.6597403
ILMN_1795865	100.7367	17	2.87499	0.2038961
ILMN_2348367	98.10878	23	3.701615	0.374026
ILMN_1703188	94.86088	24	2.850151	0.6506494
ILMN_2315044	90.32922	30	3.538862	0.9285714
ILMN_1737683	89.78603	26	2.624908	0.9506493
ILMN_3271630	126.9249	27	3.098607	0
ILMN_3182171	161.7209	13	8.818743	0
