Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_si308_c.AVG_Signal	KHYG1_si308_c.Avg_NBEADS	KHYG1_si308_c.BEAD_STDERR	KHYG1_si308_c.Detection Pval
ILMN_1848311	95.28654	37	1.926745	0.6168831
ILMN_1767456	92.12691	11	3.941647	0.8441558
ILMN_3247895	687.381	28	25.54599	0
ILMN_3245897	111.7568	31	3.282458	0.01298701
ILMN_1781257	96.38921	22	2.362586	0.5298702
ILMN_3205133	94.28542	24	2.714246	0.6961039
ILMN_3280792	99.92358	28	2.581749	0.2519481
ILMN_3208918	93.36636	18	1.316879	0.7532467
ILMN_3204312	113.7066	15	5.953359	0.005194805
ILMN_3284607	291.7633	30	8.414837	0
ILMN_3200056	119.9146	23	3.609403	0
ILMN_3231050	96.77048	24	2.604469	0.5
ILMN_3230442	92.01405	19	2.717352	0.8545455
ILMN_3198464	97.76683	26	2.259659	0.4038961
ILMN_3219482	91.76116	19	1.97183	0.8753247
ILMN_3286131	92.36295	15	1.477799	0.8285714
ILMN_3245204	94.38223	24	3.356312	0.6896104
ILMN_1740200	109.3772	11	7.715217	0.02337662
ILMN_3275605	91.56369	27	2.231993	0.887013
ILMN_3203041	94.64328	21	2.736588	0.6636364
ILMN_1660700	92.96915	21	2.505099	0.7857143
ILMN_3206466	96.41193	24	3.251276	0.5285714
ILMN_1710264	112.1835	20	3.173836	0.01038961
ILMN_1753340	118.7318	11	8.236128	0
ILMN_1785919	118.7756	32	3.739641	0
ILMN_1906828	108.7586	26	4.57811	0.02727273
ILMN_3238782	7272.13	18	304.9315	0
ILMN_3275012	95.94337	19	1.926403	0.5675325
ILMN_1751990	92.15826	24	2.368567	0.8415585
ILMN_3276656	118.3018	23	3.578825	0
ILMN_3280435	84.92317	23	2.237248	0.9961039
ILMN_3246658	105.3428	5	11.86622	0.06493507
ILMN_3291348	103.9309	23	3.380485	0.0948052
ILMN_3241303	93.09164	13	3.544178	0.7792208
ILMN_3295922	104.5669	21	3.186309	0.07792208
ILMN_3211615	104.8948	15	3.418775	0.07272727
ILMN_3275129	101.3139	18	3.814351	0.1844156
ILMN_3213176	151.3293	26	4.465445	0
ILMN_3206352	93.92296	21	4.205217	0.7233766
ILMN_3214395	90.68565	19	3.041006	0.9142857
ILMN_3300991	120.0952	23	4.77888	0
ILMN_1759380	99.24852	26	3.420192	0.2922078
ILMN_3247705	98.44501	16	3.185876	0.3519481
ILMN_1660067	93.43312	30	2.001786	0.7480519
ILMN_3302223	99.57056	16	2.72326	0.2714286
ILMN_3210578	108.5002	18	2.71888	0.03116883
ILMN_3302625	91.02909	22	3.106542	0.9077922
ILMN_3299878	96.7488	18	3.230088	0.5038961
ILMN_3225462	102.7013	17	4.241984	0.1298701
ILMN_3248865	92.50242	20	2.567734	0.8194805
ILMN_3229397	98.70779	23	3.77193	0.3285714
ILMN_3303087	101.0661	25	3.477147	0.1909091
ILMN_1781086	93.67247	23	3.231567	0.7363636
ILMN_3241578	98.4541	29	2.132746	0.3506494
ILMN_1674308	91.12765	18	1.632837	0.9051948
ILMN_3229038	122.8299	16	3.73956	0
ILMN_3306388	167.9036	19	4.200499	0
ILMN_3227226	119.0847	22	3.109485	0
ILMN_3301021	97.26159	17	1.278827	0.4402598
ILMN_3222076	99.93756	24	2.729434	0.2519481
ILMN_3301497	92.59828	27	2.439912	0.812987
ILMN_3224662	97.61192	19	2.695847	0.412987
ILMN_1743395	100.0999	14	2.473468	0.2454545
ILMN_3240267	93.50528	20	1.854604	0.7454545
ILMN_3304555	715.4832	29	25.68066	0
ILMN_3228639	1219.384	20	52.90324	0
ILMN_3225754	112.367	18	5.558907	0.01038961
ILMN_1796999	93.67603	12	3.942082	0.7363636
ILMN_1689083	93.0001	18	2.430278	0.7844156
ILMN_3304505	98.3095	19	3.56665	0.3597403
ILMN_1675206	93.60958	19	2.261777	0.7402598
ILMN_1655490	92.34414	29	1.867138	0.8285714
ILMN_1708327	94.88238	24	2.474084	0.6467533
ILMN_1784552	102.7081	28	3.200523	0.1298701
ILMN_3303075	114.5664	17	3.155385	0.002597403
ILMN_3239744	95.79988	18	2.150831	0.5779221
ILMN_3222058	94.35841	21	2.263715	0.6909091
ILMN_3306336	98.25348	12	2.132382	0.3623376
ILMN_1723165	101.5605	13	3.908496	0.1727273
ILMN_1700026	108.3394	16	3.229281	0.03116883
ILMN_3225948	89.30414	25	2.271632	0.9597403
ILMN_3228369	93.26801	17	3.293055	0.7623377
ILMN_3223148	98.13422	21	2.687576	0.3727273
ILMN_3248945	94.02441	23	2.633128	0.7142857
ILMN_3225941	12035.01	25	222.9911	0
ILMN_3297947	252.5668	31	10.27135	0
ILMN_1729209	98.29585	17	2.228657	0.361039
ILMN_1754640	96.62709	16	1.853189	0.5116883
ILMN_3221852	99.29384	16	4.1788	0.2909091
ILMN_3298384	92.52335	20	2.404124	0.8168831
ILMN_3301872	116.2701	20	4.030119	0.002597403
ILMN_3247700	93.182	25	2.386987	0.7701299
ILMN_3237089	94.92408	32	2.127689	0.6454545
ILMN_1658315	95.03119	20	2.662498	0.6402597
ILMN_3237186	98.37112	19	3.679118	0.3584416
ILMN_3225143	87.493	15	2.624929	0.9831169
ILMN_3301728	92.33835	24	2.815115	0.8298701
ILMN_1808923	97.62648	21	4.533966	0.412987
ILMN_3237263	95.79328	27	2.496294	0.5792208
ILMN_3300902	93.08451	28	2.091368	0.7805195
ILMN_3224340	243.5291	18	8.183831	0
ILMN_1770498	107.0848	19	3.142546	0.04415584
ILMN_3246339	94.99037	21	2.076324	0.6428571
ILMN_3234513	269.9969	31	6.982813	0
ILMN_3298671	102.5468	18	2.882184	0.1350649
ILMN_1665540	104.6181	22	2.705701	0.07662338
ILMN_1776483	110.5181	19	5.389956	0.02207792
ILMN_3247055	100.6594	24	3.125512	0.2051948
ILMN_3298585	88.75318	17	3.220828	0.9675325
ILMN_3249463	96.99455	29	2.248058	0.4714286
ILMN_3299478	3935.148	19	144.3663	0
ILMN_3225333	92.86317	23	2.922611	0.7909091
ILMN_3305849	150.1203	30	5.509461	0
ILMN_3306011	95.80605	25	3.317846	0.5766234
ILMN_3229210	110.2929	22	3.406817	0.02207792
ILMN_1737387	118.6699	17	4.65004	0
ILMN_3249383	103.8187	23	2.763207	0.1
ILMN_3241378	99.52724	25	2.412068	0.2753247
ILMN_3241919	98.30885	27	2.957999	0.3597403
ILMN_3298505	90.30445	23	2.479984	0.9311689
ILMN_3220521	88.54997	23	1.690877	0.974026
ILMN_1722223	99.72749	18	3.806062	0.2623377
ILMN_3298037	5921.518	39	169.5913	0
ILMN_1680965	104.2729	17	3.522316	0.08311688
ILMN_3249419	227.2866	27	7.930746	0
ILMN_3305763	107.1259	15	4.228649	0.04415584
ILMN_3225246	95.77039	35	2.236197	0.5805195
ILMN_3299441	93.73526	18	3.455497	0.7337663
ILMN_3249452	97.24782	15	3.951699	0.4415585
ILMN_3229083	113.9701	18	4.352516	0.003896104
ILMN_3233589	128.3726	25	4.456696	0
ILMN_1702678	107.7733	26	4.257657	0.03636364
ILMN_3301813	94.84224	16	2.236752	0.6532468
ILMN_1816925	93.24143	19	2.349684	0.7649351
ILMN_3306155	103.0819	18	2.896384	0.1194805
ILMN_3301974	139.8	12	3.38325	0
ILMN_3227255	97.44009	16	2.906631	0.425974
ILMN_1700674	9369.941	22	286.461	0
ILMN_3225121	614.6713	25	25.5845	0
ILMN_3228482	110.673	7	4.860537	0.02077922
ILMN_1655444	447.5101	17	20.98989	0
ILMN_1724865	93.96286	20	3.045934	0.7194805
ILMN_3229839	92.77934	15	3.205731	0.8
ILMN_1792344	106.6347	16	6.254633	0.04675325
ILMN_1709356	93.34378	18	2.415737	0.7532467
ILMN_1718934	146.2393	20	4.122198	0
ILMN_3227955	105.4226	10	4.361706	0.06363636
ILMN_3299923	97.87819	18	3.304687	0.3974026
ILMN_1838660	100.318	20	2.699689	0.2324675
ILMN_1802761	136.2688	17	5.000758	0
ILMN_3222592	110.8303	16	4.133498	0.02077922
ILMN_3305111	93.9343	24	3.082336	0.7220779
ILMN_1817193	99.37183	24	2.899959	0.2857143
ILMN_3234841	11402.96	24	303.9214	0
ILMN_1681760	103.7796	17	3.535315	0.1012987
ILMN_1679620	100.5979	23	2.595686	0.2155844
ILMN_3297915	120.4535	21	2.899469	0
ILMN_3221388	100.0789	26	3.36278	0.2454545
ILMN_3225402	95.93364	22	3.790698	0.5714286
ILMN_3225075	117.8295	13	6.805888	0.001298701
ILMN_3232551	99.40075	19	3.396819	0.2818182
ILMN_3225492	86.00594	17	1.816086	0.9935065
ILMN_3232572	97.85112	31	2.375891	0.4
ILMN_3225300	255.5279	21	9.832103	0
ILMN_3299264	99.32364	38	2.419274	0.2896104
ILMN_3226045	1501.326	14	84.26795	0
ILMN_1726372	96.54407	22	3.429011	0.5194805
ILMN_3298511	93.71966	27	2.014476	0.7337663
ILMN_3234852	95.15849	21	2.605762	0.625974
ILMN_3304633	92.06152	24	2.133077	0.851948
ILMN_3220765	102.0426	26	3.433076	0.1532468
ILMN_3225505	10871.2	12	499.5193	0
ILMN_3299407	3739.574	21	114.6895	0
ILMN_1813246	325.7062	28	15.66774	0
ILMN_1691949	2894.448	28	103.5209	0
ILMN_1688903	96.39763	16	3.074255	0.5285714
ILMN_1790819	553.0265	20	39.04272	0
ILMN_3245069	84.78639	12	2.289195	0.9961039
ILMN_3301236	114.4708	22	4.321433	0.002597403
ILMN_3227608	97.78869	17	3.891228	0.4038961
ILMN_3250909	112.1355	24	5.066782	0.01038961
ILMN_1771734	1669.922	22	60.26486	0
ILMN_1682288	206.8347	19	7.514606	0
ILMN_3235368	93.59161	24	2.385329	0.7415584
ILMN_3305899	153.1412	22	5.526084	0
ILMN_3225034	102.6718	26	2.730024	0.1311688
ILMN_3304519	8364.949	18	254.7272	0
ILMN_3227912	7612.927	20	203.5425	0
ILMN_3229028	94.38741	33	2.315058	0.6896104
ILMN_3300212	100.3272	15	2.668754	0.2324675
ILMN_3227031	103.2066	22	4.136855	0.1194805
ILMN_3301065	5152.191	31	121.7634	0
ILMN_3226875	4876.217	20	206.5904	0
ILMN_3301359	97.60616	26	2.962007	0.4142857
ILMN_3298230	93.5733	26	1.8901	0.7415584
ILMN_3221375	93.90087	37	2.09569	0.7233766
ILMN_3230712	98.75517	25	2.82583	0.325974
ILMN_3233058	93.95279	33	2.144077	0.7207792
ILMN_3298304	90.06001	19	2.375577	0.938961
ILMN_3226579	110.6856	14	6.908106	0.02077922
ILMN_1653583	95.1845	20	2.785336	0.6246753
ILMN_3305993	377.8824	22	22.27362	0
ILMN_3226961	114.0382	16	4.894479	0.003896104
ILMN_3238767	96.68348	30	2.522791	0.5077922
ILMN_3297104	99.06085	34	2.76253	0.3038961
ILMN_1690583	96.34431	21	2.569857	0.5337662
ILMN_3297562	97.77155	17	3.521574	0.4038961
ILMN_3221032	99.20311	20	3.196189	0.2935065
ILMN_3238777	124.5801	22	4.673079	0
ILMN_3238941	93.24751	20	2.890348	0.7636364
ILMN_3233748	106.2763	14	7.050051	0.05194805
ILMN_3225490	93.88506	18	1.646927	0.7233766
ILMN_3232828	1825.775	14	97.16396	0
ILMN_3226082	941.575	25	41.75532	0
ILMN_2137382	97.2356	22	2.792276	0.4428571
ILMN_3301353	97.38979	28	2.780056	0.4285714
ILMN_3225571	97.7284	30	1.90061	0.4090909
ILMN_1842240	96.66836	25	2.057772	0.5103896
ILMN_3305788	99.78236	26	3.127119	0.2584416
ILMN_1676014	287.2485	17	14.83192	0
ILMN_3251582	96.66003	23	2.61023	0.5116883
ILMN_1770531	101.0248	11	5.44051	0.1922078
ILMN_1692466	104.4999	28	3.485822	0.07922078
ILMN_3304435	470.7756	17	15.11515	0
ILMN_3225406	268.5971	23	9.936023	0
ILMN_2125675	2930.27	22	207.1241	0
ILMN_3245923	98.90869	24	3.785098	0.3142857
ILMN_3249707	97.8573	28	2.436614	0.3987013
ILMN_3234615	133.5472	19	4.264627	0
ILMN_3234588	101.3436	29	3.262198	0.1831169
ILMN_3225471	98.09661	27	3.043236	0.3753247
ILMN_1824898	107.0529	16	3.368193	0.04415584
ILMN_1912721	104.5541	29	3.349199	0.07792208
ILMN_1756088	91.51953	18	3.766311	0.8883117
ILMN_3236476	98.32352	24	2.515194	0.3597403
ILMN_3297317	10995.47	18	386.8435	0
ILMN_3220792	11890.3	17	467.6731	0
ILMN_1886050	97.15499	28	1.679489	0.4571429
ILMN_3228585	207.9821	25	4.367804	0
ILMN_3300663	453.6251	19	11.69461	0
ILMN_3304175	111.4295	14	6.946723	0.01688312
ILMN_3223317	376.1334	21	10.25023	0
ILMN_3300744	1313.069	27	68.10793	0
ILMN_3243652	98.49308	26	3.060739	0.3493507
ILMN_1672527	97.21767	16	3.25005	0.4454545
ILMN_3304678	103.1872	16	4.905766	0.1194805
ILMN_3224907	6320.677	31	163.9478	0
ILMN_3234955	95.25822	15	3.191984	0.6207792
ILMN_3301812	94.20901	22	2.458138	0.7051948
ILMN_3248700	91.12405	21	3.223755	0.9051948
ILMN_3305628	108.0604	16	7.542626	0.03246753
ILMN_3301502	106.8547	10	4.789973	0.04675325
ILMN_3224922	92.67079	26	2.325372	0.8064935
ILMN_3222586	102.6143	23	2.904626	0.1324675
ILMN_3299134	101.0219	16	2.362136	0.1922078
ILMN_3247242	94.96648	19	4.282694	0.6441559
ILMN_1700723	99.44858	26	2.980082	0.2766234
ILMN_1725984	120.2058	21	3.699662	0
ILMN_3301688	93.95882	14	2.998104	0.7207792
ILMN_3248332	97.86813	19	3.974775	0.3987013
ILMN_3228108	4356.687	16	140.8905	0
ILMN_3304872	101.7617	15	3.740016	0.1623377
ILMN_3298191	99.93819	25	2.918123	0.2519481
ILMN_3298070	161.8928	31	5.974503	0
ILMN_3226012	4697.228	22	169.157	0
ILMN_3227291	95.00609	32	2.342937	0.6415585
ILMN_3230617	118.2869	10	7.520782	0
ILMN_3302248	99.69021	22	2.898286	0.2636364
ILMN_1912354	101.69	15	2.407562	0.1636364
ILMN_3229203	114.9455	21	5.076864	0.002597403
ILMN_1749875	127.0128	20	4.777637	0
ILMN_3233656	91.54562	23	2.979819	0.8883117
ILMN_3228056	93.313	20	2.481038	0.7571428
ILMN_1692589	93.75941	19	2.932258	0.7337663
ILMN_3235880	103.5007	32	2.797389	0.1103896
ILMN_3226260	96.26598	28	2.811967	0.5363637
ILMN_3302350	107.7593	23	3.049807	0.03636364
ILMN_1674080	103.3445	23	2.906757	0.1155844
ILMN_3297996	2273.396	21	125.6109	0
ILMN_3225586	161.5908	18	6.730371	0
ILMN_1687571	114.714	14	2.811698	0.002597403
ILMN_1758798	185.6959	22	9.41448	0
ILMN_1657286	95.13223	14	3.384304	0.6298701
ILMN_1706858	99.60789	14	2.550856	0.2701299
ILMN_3242139	90.82966	15	2.457253	0.9090909
ILMN_3225624	96.67009	19	3.600835	0.5103896
ILMN_3304670	95.88681	22	2.238434	0.5727273
ILMN_1686401	388.374	13	22.17529	0
ILMN_3234920	133.4355	13	9.135712	0
ILMN_3226637	96.89253	16	4.793299	0.4844156
ILMN_1654389	96.22532	28	4.193665	0.5402597
ILMN_1711499	98.70676	22	3.286097	0.3285714
ILMN_3223536	130.498	25	3.82261	0
ILMN_3228393	98.74191	32	2.67514	0.325974
ILMN_3226214	125.4642	25	4.078404	0
ILMN_3297118	99.3637	22	3.036184	0.2857143
ILMN_2134855	122.8952	28	4.245596	0
ILMN_1663578	93.24448	17	1.993325	0.7636364
ILMN_1658563	93.37842	13	2.920847	0.7532467
ILMN_1791962	97.63628	32	2.150699	0.4116883
ILMN_3245336	95.76064	28	2.929817	0.5818182
ILMN_1760665	100.0923	34	2.45375	0.2454545
ILMN_3239677	95.29626	18	4.555531	0.6168831
ILMN_1807413	100.0433	30	2.795008	0.2454545
ILMN_1791507	97.87342	24	3.40614	0.3974026
ILMN_1751941	134.6025	21	6.610789	0
ILMN_3300789	95.65357	25	2.411496	0.5883117
ILMN_3224977	101.5178	20	1.779116	0.174026
ILMN_3298266	181.2857	21	6.950002	0
ILMN_3305508	113.8883	24	3.325932	0.003896104
ILMN_3234664	117.6214	17	5.654665	0.001298701
ILMN_3226919	94.09344	28	2.263723	0.7090909
ILMN_3225634	4234.832	19	196.2354	0
ILMN_3299187	3382.779	22	104.8581	0
ILMN_3249692	89.86964	25	2.109613	0.9480519
ILMN_3298824	110.9433	28	2.202439	0.02077922
ILMN_3221828	176.4458	26	6.055639	0
ILMN_1704779	99.14712	18	3.259476	0.2961039
ILMN_3234922	93.3399	25	2.502593	0.7545455
ILMN_3301052	432.0641	34	11.45724	0
ILMN_3240671	95.40312	20	3.028212	0.6077922
ILMN_3225485	85.6135	17	2.053211	0.9948052
ILMN_1794240	99.3231	25	3.256228	0.2896104
ILMN_3304195	94.51209	23	2.575329	0.6766234
ILMN_3230962	97.96066	30	2.684198	0.3922078
ILMN_3221721	94.38942	21	3.48912	0.6896104
ILMN_3230872	103.594	17	4.330644	0.1064935
ILMN_3303048	93.68268	20	4.018742	0.7350649
ILMN_3226446	93.82642	21	3.25071	0.7298701
ILMN_3245395	100.5894	21	3.124089	0.2155844
ILMN_3306045	98.04067	16	3.657621	0.3844156
ILMN_3305169	1630.567	28	75.14191	0
ILMN_1740443	103.0075	15	3.776839	0.1194805
ILMN_3303305	91.57549	22	2.752674	0.887013
ILMN_3298124	99.60516	25	2.45559	0.2701299
ILMN_3246294	95.0113	29	2.403867	0.6402597
ILMN_3226291	1811.437	25	67.03561	0
ILMN_3302896	1337.487	24	47.38334	0
ILMN_3296994	1023.77	32	38.5775	0
ILMN_1667970	197.4811	14	7.590683	0
ILMN_3235755	142.6291	18	3.363436	0
ILMN_3305261	173.2324	14	4.463354	0
ILMN_1683764	104.1265	29	2.611875	0.08701298
ILMN_1671682	113.6758	12	7.272928	0.005194805
ILMN_3235832	138.2062	14	7.137147	0
ILMN_3239739	92.75533	18	4.361118	0.8038961
ILMN_3228788	93.23535	14	1.738754	0.7662337
ILMN_3305397	1404.174	31	59.04454	0
ILMN_1676848	117.0459	20	4.426427	0.001298701
ILMN_3236988	94.82523	18	3.397603	0.6545454
ILMN_3225329	93.30808	16	2.54905	0.7571428
ILMN_3247993	94.9082	24	3.421976	0.6454545
ILMN_3236192	109.3357	17	3.958191	0.02337662
ILMN_3305180	95.02118	28	1.693912	0.6402597
ILMN_3234142	477.6808	23	17.94659	0
ILMN_3229266	93.90856	25	2.733039	0.7233766
ILMN_3243863	97.12353	12	2.423254	0.4584416
ILMN_1698334	97.68723	36	2.000074	0.4090909
ILMN_3248117	95.03232	26	2.982517	0.6402597
ILMN_3298582	5968.798	38	135.2795	0
ILMN_3249203	99.64338	25	2.551021	0.2649351
ILMN_1901427	95.66379	17	3.831828	0.587013
ILMN_3244395	616.8987	27	29.05807	0
ILMN_3231080	97.51494	15	3.713423	0.4220779
ILMN_3298870	102.2176	29	2.594845	0.1441558
ILMN_3227150	95.91568	29	1.719742	0.5714286
ILMN_1768311	565.5494	38	13.6339	0
ILMN_3236634	103.0941	11	2.742163	0.1194805
ILMN_1776838	98.6404	29	2.278124	0.3376623
ILMN_3232414	94.09409	24	2.435914	0.7090909
ILMN_3236794	93.45341	27	1.95847	0.7467533
ILMN_3236898	106.741	21	3.886078	0.04675325
ILMN_3306654	103.168	17	3.096135	0.1194805
ILMN_3223500	502.2972	26	22.68068	0
ILMN_1866249	101.8119	24	3.295425	0.1584416
ILMN_3237395	95.75878	22	2.93646	0.5818182
ILMN_3236935	174.6783	6	6.984806	0
ILMN_1658569	97.60101	19	5.190936	0.4155844
ILMN_1740582	96.8537	25	2.075922	0.4857143
ILMN_1742345	92.93189	19	2.468478	0.7857143
ILMN_3297349	91.52782	26	3.03298	0.8883117
ILMN_1655819	131.3747	20	4.444097	0
ILMN_1774669	96.75466	12	3.076277	0.5012987
ILMN_3245968	99.22441	17	2.983699	0.2935065
ILMN_3298107	100.4792	28	3.546839	0.2233766
ILMN_3225983	95.88894	14	2.40445	0.5727273
ILMN_1690705	105.7935	31	3.306803	0.05974026
ILMN_3227060	111.8368	21	3.425004	0.01298701
ILMN_3243807	94.19506	32	3.229132	0.7051948
ILMN_3248758	109.4225	29	3.455241	0.02337662
ILMN_1803973	101.7271	14	1.886185	0.1636364
ILMN_3299955	7649.605	21	218.8322	0
ILMN_1679761	102.2793	20	2.956267	0.1441558
ILMN_3227213	90.51037	20	2.165538	0.9233766
ILMN_3301193	95.15207	18	2.139703	0.6272727
ILMN_1677530	120.4139	24	3.926053	0
ILMN_1665601	146.0373	20	5.377455	0
ILMN_3237788	97.40323	17	2.505039	0.425974
ILMN_1669119	98.13641	24	3.136221	0.3727273
ILMN_3251708	113.6829	23	3.76435	0.005194805
ILMN_1657962	105.6281	23	3.791759	0.06363636
ILMN_3251711	93.50244	21	2.814345	0.7454545
ILMN_1776354	99.13239	26	3.200886	0.2961039
ILMN_1711628	103.7005	15	4.098571	0.1025974
ILMN_3234384	231.272	25	11.1248	0
ILMN_3229652	154.0995	22	6.939178	0
ILMN_3299465	93.44073	30	2.656191	0.7480519
ILMN_3251718	95.56402	23	2.001721	0.5974026
ILMN_1681558	96.19627	25	2.477345	0.5441558
ILMN_3226871	95.10871	24	2.19081	0.6311688
ILMN_3220470	143.9536	14	6.542129	0
ILMN_3230325	86.98171	19	3.096412	0.9857143
ILMN_3232029	99.58573	12	3.583347	0.2714286
ILMN_3224359	97.39133	30	2.386715	0.4285714
ILMN_3233179	116.6037	21	5.887904	0.002597403
ILMN_3301607	93.20368	25	2.160814	0.7701299
ILMN_3305999	103.8579	24	3.20139	0.0961039
ILMN_1685378	3780.852	22	149.2499	0
ILMN_3306869	100.0367	30	3.237049	0.2467532
ILMN_3230241	100.26	19	3.8283	0.2350649
ILMN_3303162	119.4831	27	2.197168	0
ILMN_3226561	99.65453	23	2.79408	0.2649351
ILMN_3243102	97.59064	27	2.406523	0.4155844
ILMN_1695097	93.62262	16	2.54882	0.7402598
ILMN_3299025	94.32795	22	2.002906	0.6948052
ILMN_3220802	94.48421	26	2.211139	0.6792208
ILMN_3300190	132.9714	18	3.647426	0
ILMN_1744216	106.8739	17	2.106033	0.04675325
ILMN_3299356	199.2362	23	9.353912	0
ILMN_1738648	99.55505	21	3.270358	0.2727273
ILMN_3227315	577.4356	31	14.50113	0
ILMN_3238392	97.28599	22	2.407825	0.438961
ILMN_1679424	94.36794	16	2.46343	0.6909091
ILMN_3227136	110.4098	20	3.999327	0.02207792
ILMN_3299416	111.236	18	3.613134	0.01688312
ILMN_1809173	114.5055	27	3.546647	0.002597403
ILMN_3301920	91.39896	27	2.3141	0.8948052
ILMN_1882041	100.6376	31	2.367745	0.2090909
ILMN_3300850	92.95477	17	2.993636	0.7857143
ILMN_3303920	97.12125	15	2.659705	0.4584416
ILMN_1720192	99.75209	26	3.646083	0.261039
ILMN_3305901	103.2019	14	3.190091	0.1194805
ILMN_3304917	94.27646	15	3.379704	0.6974026
ILMN_3225824	112.9071	20	3.842703	0.007792208
ILMN_1807078	90.80838	23	2.172169	0.9103896
ILMN_3304042	92.87439	24	2.273136	0.7909091
ILMN_3227440	108.7866	24	3.127526	0.02727273
ILMN_3239217	170.431	20	9.357388	0
ILMN_3225870	94.00552	24	2.927321	0.7155844
ILMN_3237554	95.78531	15	3.004052	0.5792208
ILMN_3298200	118.5278	11	8.554621	0
ILMN_3225577	110.7096	23	4.317271	0.02077922
ILMN_3306472	95.475	16	3.563651	0.6051948
ILMN_3305074	96.37019	27	2.271649	0.5324675
ILMN_3228662	90.69687	18	1.661527	0.9142857
ILMN_3221729	94.43204	30	2.470625	0.6857143
ILMN_3297082	95.24103	23	3.000381	0.6207792
ILMN_3229909	109.8269	24	3.639962	0.02207792
ILMN_3299383	103.7132	18	3.149009	0.1025974
ILMN_3297455	490.3759	19	25.45739	0
ILMN_1668219	94.11578	24	2.876973	0.7090909
ILMN_3230435	623.6455	32	20.99477	0
ILMN_3220718	126.6673	25	3.968765	0
ILMN_3244196	96.33819	23	3.396288	0.5337662
ILMN_3224235	100.3248	20	2.953867	0.2324675
ILMN_3300797	3731.679	22	147.1168	0
ILMN_1720469	93.85577	26	2.943474	0.7272727
ILMN_1749612	289.0388	20	9.030887	0
ILMN_3304022	5237.903	20	181.8034	0
ILMN_3303988	104.0875	11	4.574975	0.08831169
ILMN_3298410	254.6803	18	11.1514	0
ILMN_3236316	92.31953	23	2.0508	0.8311688
ILMN_3221790	327.8642	12	6.477379	0
ILMN_3306187	95.62877	13	4.987831	0.5896104
ILMN_3229566	101.5377	19	4.566516	0.174026
ILMN_3248727	99.44423	28	3.562346	0.2779221
ILMN_3248896	95.17448	15	4.412543	0.6246753
ILMN_1722397	107.9424	20	2.97734	0.03376623
ILMN_3306628	90.71136	25	2.573174	0.9142857
ILMN_3229067	95.77839	22	3.076946	0.5805195
ILMN_3299579	196.8662	18	8.606277	0
ILMN_3230300	120.1008	21	5.296063	0
ILMN_3306752	93.84332	28	2.747703	0.7285714
ILMN_1675542	406.2534	22	8.946994	0
ILMN_3237795	90.95624	12	3.600549	0.9077922
ILMN_3220840	99.09354	17	5.312397	0.3012987
ILMN_3304725	95.39986	21	2.333073	0.6077922
ILMN_3221055	96.49426	27	1.978849	0.5220779
ILMN_3297582	98.48306	19	3.283363	0.3493507
ILMN_3247217	98.71166	16	2.886571	0.3285714
ILMN_3298544	125.5533	21	4.817842	0
ILMN_3229415	92.99604	17	2.549927	0.7857143
ILMN_3300947	100.851	13	3.831081	0.2
ILMN_1671338	96.21657	20	2.133478	0.5415584
ILMN_2120360	96.89679	17	2.595045	0.4831169
ILMN_3299424	104.9632	22	4.411547	0.07142857
ILMN_1874018	103.7361	28	3.07014	0.1025974
ILMN_3243233	103.5341	13	4.076037	0.1090909
ILMN_3303979	109.5867	14	6.068463	0.02207792
ILMN_3229601	103.2615	28	3.238309	0.1168831
ILMN_1725180	101.5183	15	3.932768	0.174026
ILMN_3238438	98.01723	17	2.473388	0.3883117
ILMN_3297099	104.4523	27	3.542559	0.07922078
ILMN_1671542	90.02629	20	1.8418	0.938961
ILMN_1735229	99.78216	29	2.810402	0.2584416
ILMN_1663057	95.83105	17	3.714183	0.5753247
ILMN_3298065	97.61189	24	3.025392	0.412987
ILMN_1652164	104.9805	21	3.09047	0.07142857
ILMN_1669350	95.45856	15	4.267689	0.6064935
ILMN_3304086	102.5269	11	2.816046	0.1350649
ILMN_3227485	94.32096	20	2.242009	0.6948052
ILMN_3224972	102.8534	17	2.876448	0.125974
ILMN_3301556	93.59788	25	3.594397	0.7402598
ILMN_3301451	386.7544	30	14.17491	0
ILMN_3224868	871.4491	26	26.42185	0
ILMN_3225839	90.71124	33	2.190461	0.9142857
ILMN_3304003	916.538	25	33.87123	0
ILMN_3306632	102.1746	22	2.788689	0.1467533
ILMN_3227046	115.9738	22	3.187906	0.002597403
ILMN_3298873	102.047	30	2.686753	0.1532468
ILMN_3301033	126.0929	20	4.539049	0
ILMN_3229467	500.3385	29	15.28802	0
ILMN_1697863	105.1893	16	3.434061	0.06883117
ILMN_3298447	98.84308	17	4.237282	0.3194805
ILMN_3224126	117.2657	20	3.50168	0.001298701
ILMN_3229889	105.1857	18	4.626374	0.06883117
ILMN_3297018	99.0079	26	2.492354	0.3077922
ILMN_3242930	98.18813	22	3.128126	0.3649351
ILMN_3223813	93.73832	21	2.063924	0.7337663
ILMN_3298716	96.06322	20	2.854676	0.5571429
ILMN_3238428	117.7845	24	4.099083	0.001298701
ILMN_3304130	5210.472	27	158.3859	0
