Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_si308_a.AVG_Signal	KHYG1_si308_a.Avg_NBEADS	KHYG1_si308_a.BEAD_STDERR	KHYG1_si308_a.Detection Pval
ILMN_1674506	146.2589	24	4.390475	0
ILMN_1690999	130.9369	29	2.87275	0.001298701
ILMN_1662488	98.47938	26	1.916728	0.5025974
ILMN_2388272	161.1549	26	4.526269	0
ILMN_1711853	199.0492	26	6.227097	0
ILMN_1811823	164.7682	29	4.605638	0
ILMN_1718171	114.8532	19	3.807904	0.007792208
ILMN_3251445	251.1638	22	7.503012	0
ILMN_1716876	285.7939	27	9.139158	0
ILMN_1759350	160.9973	23	6.155842	0
ILMN_1749821	699.8496	14	32.13643	0
ILMN_1728360	361.9716	21	10.42473	0
ILMN_1671603	1154.341	25	40.04319	0
ILMN_1756041	102.8857	19	3.033967	0.1987013
ILMN_3251451	182.8593	36	4.857462	0
ILMN_1664641	355.1218	25	14.38209	0
ILMN_1654543	1059.14	24	35.36251	0
ILMN_3229552	202.843	14	14.15857	0
ILMN_3306173	187.4972	19	7.073058	0
ILMN_2339705	205.9159	18	8.048097	0
ILMN_1736847	238.2191	18	8.117487	0
ILMN_1659537	123.5729	14	3.527524	0.001298701
ILMN_1794108	152.0056	33	5.639947	0
ILMN_1661888	110.7242	22	3.174766	0.02077922
ILMN_3251100	98.00867	28	2.857391	0.5454546
ILMN_3249825	99.48017	28	2.40785	0.425974
ILMN_2068202	104.8113	16	4.423864	0.1090909
ILMN_1742544	92.19918	19	3.173016	0.9467533
ILMN_1763228	215.397	24	7.705165	0
ILMN_1804738	102.8836	25	2.718024	0.2
ILMN_2115752	101.7312	21	2.094823	0.2675325
ILMN_2061435	102.9485	20	1.730258	0.1948052
ILMN_1671149	98.5686	28	3.423145	0.4922078
ILMN_3236808	107.6614	20	1.84392	0.05714286
ILMN_2146389	96.35468	22	3.712402	0.6974026
ILMN_1652306	103.4029	16	3.531176	0.1688312
ILMN_1787179	99.93978	27	3.014219	0.3909091
ILMN_3241441	102.6416	15	3.993028	0.2064935
ILMN_1714181	101.2394	22	3.075748	0.3
ILMN_2059996	108.1246	24	4.226786	0.04935065
ILMN_2290118	101.4158	20	3.072975	0.2896104
ILMN_1658798	93.87588	18	2.335914	0.8701299
ILMN_2073202	124.9264	28	2.967764	0.001298701
ILMN_1810254	122.7864	25	3.326676	0.001298701
ILMN_1755789	92.32028	26	2.446259	0.9402598
ILMN_2153825	98.62759	15	2.723438	0.4896104
ILMN_1708907	101.894	18	3.531972	0.2493507
ILMN_1705685	109.5155	20	3.053471	0.02467532
ILMN_1695945	98.7822	23	3.130834	0.474026
ILMN_2398077	101.6825	16	4.285771	0.2753247
ILMN_1792995	92.36861	21	2.704947	0.9402598
ILMN_1664416	98.48867	27	2.426992	0.5025974
ILMN_2301677	97.00832	16	3.52721	0.6285715
ILMN_1779997	110.7544	18	2.94995	0.02077922
ILMN_2205896	98.20026	19	3.421657	0.5246753
ILMN_2212909	864.633	29	28.02071	0
ILMN_1731184	568.7018	25	24.00691	0
ILMN_1741599	351.4869	22	14.23394	0
ILMN_1721963	106.1309	26	3.77286	0.07792208
ILMN_2277877	97.38973	17	3.08121	0.5974026
ILMN_2340877	119.3766	26	3.121267	0.003896104
ILMN_1683298	102.2482	22	2.973446	0.2311688
ILMN_1657145	95.48591	22	2.486884	0.7584416
ILMN_1747948	97.90254	21	1.882831	0.5532467
ILMN_2414568	103.5494	24	3.324042	0.1584416
ILMN_1777263	89.07552	13	3.155024	0.9961039
ILMN_1659984	95.36359	19	1.973543	0.7701299
ILMN_1734694	101.8502	24	3.080328	0.2532468
ILMN_2180827	835.944	17	50.05247	0
ILMN_1786072	100.9742	27	2.445452	0.3207792
ILMN_1770610	111.8756	28	3.106486	0.01948052
ILMN_2138589	91.01495	19	2.922003	0.9766234
ILMN_1781565	146.4364	23	3.29649	0
ILMN_1719797	106.8778	22	3.131044	0.06623377
ILMN_1806603	97.97338	28	1.699308	0.5506493
ILMN_1751911	96.30637	18	3.232979	0.6974026
ILMN_2278590	97.3662	18	2.797687	0.5974026
ILMN_1669479	90.85229	22	2.249113	0.9805195
ILMN_1742307	97.79632	21	2.976433	0.5623376
ILMN_3237149	109.612	19	4.496369	0.02467532
ILMN_1715175	133.9794	14	7.421001	0
ILMN_1785795	670.5266	17	18.18325	0
ILMN_1670420	1097.91	24	34.8716	0
ILMN_1712583	116.3822	17	5.096027	0.006493506
ILMN_1790014	135.9754	24	4.898627	0
ILMN_1801610	126.4295	26	4.909307	0.001298701
ILMN_2258004	99.27557	16	3.735998	0.4376623
ILMN_1688775	182.3677	19	7.772981	0
ILMN_2342066	111.3848	17	2.353717	0.01948052
ILMN_1693290	106.9113	22	3.116346	0.06623377
ILMN_1782257	358.6825	19	17.07519	0
ILMN_2276811	130.411	9	5.782686	0.001298701
ILMN_2376152	102.6702	25	3.206601	0.2064935
ILMN_1738342	188.2285	19	5.228461	0
ILMN_3306997	556.7523	26	17.34574	0
ILMN_1815190	315.769	22	9.754453	0
ILMN_1676424	105.0453	24	4.052035	0.1025974
ILMN_1785438	105.9837	31	2.993934	0.07922078
ILMN_2055100	97.83635	15	3.736394	0.5597402
ILMN_1655780	111.2533	23	2.994406	0.01948052
ILMN_1776598	125.9568	16	7.969673	0.001298701
ILMN_2170515	377.2282	8	41.38296	0
ILMN_3246612	107.494	16	4.279675	0.06103896
ILMN_3239525	103.2356	23	4.150516	0.1792208
ILMN_1790575	241.2818	32	6.829007	0
ILMN_2343624	549.7329	17	18.65013	0
ILMN_2124523	158.0401	22	5.991742	0
ILMN_1745699	139.556	17	6.30925	0
ILMN_1806314	100.4289	28	3.034612	0.3506494
ILMN_1735958	126.654	29	4.102346	0.001298701
ILMN_1655635	267.3604	19	11.41041	0
ILMN_1738173	123.0087	22	3.544657	0.001298701
ILMN_1691570	977.1831	24	34.05696	0
ILMN_1661998	148.7526	32	4.506317	0
ILMN_1656285	117.7767	23	3.77053	0.005194805
ILMN_2064725	97.63775	29	2.083834	0.574026
ILMN_1653980	97.72231	22	1.939162	0.5701299
ILMN_2402629	112.1405	24	3.080517	0.01818182
ILMN_1726421	145.071	22	3.620883	0
ILMN_3239177	116.0887	22	5.940224	0.006493506
ILMN_1658989	102.0904	22	2.536423	0.2402597
ILMN_1658182	277.1833	29	11.65827	0
ILMN_1669268	156.7578	23	5.291724	0
ILMN_1676799	333.7955	31	7.988921	0
ILMN_1659565	98.00517	10	3.185361	0.5454546
ILMN_2245087	107.5744	18	3.320618	0.06103896
ILMN_1787981	97.22427	23	2.12239	0.6103896
ILMN_1708782	155.6362	24	5.140309	0
ILMN_1723277	102.5163	24	3.780885	0.2155844
ILMN_1809604	91.42969	26	1.914344	0.9701298
ILMN_1671118	102.4515	23	4.65236	0.2207792
ILMN_1766914	117.7386	16	4.803109	0.005194805
ILMN_1733415	108.3965	29	2.659173	0.04285714
ILMN_2198408	142.7521	28	4.80575	0
ILMN_1680171	214.6458	22	9.73335	0
ILMN_1756071	158.0072	9	1.925365	0
ILMN_1745686	114.1843	31	2.392466	0.009090909
ILMN_1811478	101.3397	13	3.783319	0.2948052
ILMN_2259818	97.47001	21	2.457208	0.5909091
ILMN_1672876	93.45293	13	3.708741	0.8922078
ILMN_1708959	94.40759	30	2.413645	0.8376623
ILMN_1664186	111.4454	17	3.453023	0.01948052
ILMN_1651385	184.5641	25	5.414785	0
ILMN_1764577	2030.512	22	65.43574	0
ILMN_1724355	89.84746	9	2.295617	0.9896104
ILMN_1789751	221.0807	20	7.662655	0
ILMN_1674874	1407.251	25	42.30816	0
ILMN_1756152	246.4345	29	6.357196	0
ILMN_1789638	100.0962	22	2.16415	0.3792208
ILMN_2238383	94.27512	22	2.372179	0.8506494
ILMN_1718972	549.2159	28	13.8864	0
ILMN_2209238	100.8162	19	3.527235	0.3285714
ILMN_1667037	91.1424	11	2.024548	0.9766234
ILMN_1729734	112.6679	11	10.3519	0.01818182
ILMN_1702065	271.9026	23	9.000836	0
ILMN_3240524	217.7904	29	7.229269	0
ILMN_1710209	211.6901	23	4.890134	0
ILMN_1670611	98.48087	20	4.446669	0.5025974
ILMN_3241005	110.5197	13	5.287716	0.02077922
ILMN_1681310	106.5061	22	2.819457	0.07142857
ILMN_3251751	98.42311	28	2.416325	0.5051948
ILMN_2123119	147.5114	25	4.468921	0
ILMN_1730028	107.2287	18	3.903098	0.06493507
ILMN_2372379	99.42638	27	2.742982	0.4272727
ILMN_2372384	111.2347	23	4.220405	0.01948052
ILMN_1714643	100.6649	25	3.045591	0.3337662
ILMN_1683897	101.3409	18	2.565413	0.2948052
ILMN_1727177	103.4547	17	2.952568	0.1675325
ILMN_1761912	341.2313	25	8.257572	0
ILMN_2342240	328.3008	23	11.20768	0
ILMN_2346831	165.3595	24	5.162618	0
ILMN_1739151	102.0675	21	3.769212	0.2402597
ILMN_1766475	93.37186	27	2.471215	0.9025974
ILMN_1853824	132.9834	17	6.740556	0
ILMN_1755643	118.0629	23	2.466462	0.005194805
ILMN_1722438	106.3418	16	3.071903	0.07402597
ILMN_1809272	92.76945	19	3.548941	0.9272727
ILMN_1796106	151.947	14	5.395072	0
ILMN_2117736	99.13084	17	3.954198	0.4506494
ILMN_1704904	96.65058	15	2.833066	0.6649351
ILMN_1731049	92.16091	21	3.109593	0.9480519
ILMN_1692477	110.856	21	4.385039	0.02077922
ILMN_2293631	96.10057	16	3.017894	0.7064935
ILMN_1750748	103.9975	22	4.49305	0.1376623
ILMN_1659563	98.55685	22	2.736006	0.4935065
ILMN_1708298	91.71875	15	2.540915	0.9662338
ILMN_3224987	98.03903	33	2.334749	0.5441558
ILMN_2147251	1131.045	19	62.25326	0
ILMN_1737538	104.4549	20	2.621983	0.125974
ILMN_3307982	98.50609	18	2.888246	0.4974026
ILMN_3311145	110.4157	12	9.035121	0.02077922
ILMN_3311160	94.74503	24	2.55794	0.8207792
ILMN_2144654	96.93163	13	3.757824	0.635065
ILMN_3304802	105.982	21	4.96812	0.07922078
ILMN_1780496	120.7614	14	2.711646	0.002597403
ILMN_1713235	101.7746	20	2.935351	0.2623377
ILMN_3309468	116.5711	18	4.562184	0.005194805
ILMN_1705605	99.54417	35	2.441027	0.4246753
ILMN_1671226	91.55314	20	2.326292	0.9675325
ILMN_1787526	95.70528	19	2.935201	0.7376623
ILMN_1712588	101.1247	21	3.008495	0.3090909
ILMN_1720600	98.49426	24	2.332919	0.5025974
ILMN_1661440	105.6169	18	4.172612	0.08831169
ILMN_1768164	100.5718	31	2.999373	0.3402597
ILMN_1764770	254.4678	24	5.864623	0
ILMN_1785058	99.18775	25	2.963107	0.4467532
ILMN_1757561	95.72202	25	2.335393	0.7376623
ILMN_1780968	99.20604	19	3.650138	0.4428571
ILMN_1673409	103.8773	26	2.49219	0.1415584
ILMN_1769601	178.4153	30	4.805185	0
ILMN_1759186	90.49162	10	1.517205	0.9831169
ILMN_3248324	112.1796	29	3.100532	0.01818182
ILMN_1652940	102.6681	25	2.178959	0.2064935
ILMN_2050434	10165.61	24	270.7233	0
ILMN_1744023	108.0282	26	2.687167	0.05194805
ILMN_1656189	94.97298	21	2.973901	0.7961039
ILMN_1743095	103.3209	19	2.75488	0.1714286
ILMN_3247783	99.41162	29	1.972837	0.4285714
ILMN_1675013	91.3533	16	2.453234	0.9714286
ILMN_1796832	95.52168	22	2.578365	0.7571428
ILMN_3245410	92.82863	20	2.400461	0.925974
ILMN_3227119	103.052	25	4.131188	0.1883117
ILMN_3233763	100.9817	32	2.362966	0.3207792
ILMN_3233272	112.9083	32	3.46592	0.01558442
ILMN_1811779	95.27299	13	4.134423	0.7792208
ILMN_1738751	98.20199	27	2.211591	0.5246753
ILMN_1724783	96.12204	19	2.253388	0.7051948
ILMN_3226663	3587.982	20	132.4369	0
ILMN_3300640	107.5784	24	2.97134	0.05974026
ILMN_1743785	95.69003	26	2.922328	0.7415584
ILMN_1690304	98.61951	24	3.593145	0.4909091
ILMN_1714172	97.6432	15	3.335327	0.574026
ILMN_1806256	97.24796	21	3.678247	0.6090909
ILMN_1766706	97.77187	25	1.837245	0.5662338
ILMN_1660412	119.7403	27	3.20348	0.003896104
ILMN_1724064	146.0688	19	5.060869	0
ILMN_1679403	97.58169	29	2.710766	0.5766234
ILMN_1796793	125.7642	31	3.239177	0.001298701
ILMN_2193233	570.3846	34	17.90575	0
ILMN_1656420	114.3173	20	3.369415	0.007792208
ILMN_1710413	97.37108	13	2.548409	0.5974026
ILMN_1722752	98.61911	26	3.39664	0.4909091
ILMN_1862180	155.2894	15	7.433705	0
ILMN_2263144	301.2788	21	11.18823	0
ILMN_1722674	158.6432	21	5.202106	0
ILMN_1656193	95.12441	18	3.066753	0.7896104
ILMN_1663068	106.4609	17	3.598702	0.07142857
ILMN_1788968	99.95258	19	3.287194	0.3909091
ILMN_1749234	94.09637	21	3.76776	0.8558441
ILMN_1658111	99.36786	20	2.66806	0.4285714
ILMN_1701376	93.4545	21	2.44113	0.8922078
ILMN_3307505	93.9678	25	2.981794	0.8636364
ILMN_3307579	97.74927	18	2.439065	0.5662338
ILMN_1791461	96.82578	16	3.360753	0.6493506
ILMN_1670545	90.10101	15	2.829755	0.9896104
ILMN_1699449	124.9964	15	2.674908	0.001298701
ILMN_1660927	125.6166	21	4.332798	0.001298701
ILMN_1765287	104.6449	25	2.358506	0.1181818
ILMN_1759991	916.6602	28	25.73707	0
ILMN_3228954	101.4425	24	2.653646	0.2883117
ILMN_3305563	113.4113	17	4.901201	0.01298701
ILMN_1669122	100.2521	16	3.655636	0.361039
ILMN_1708535	109.6475	28	3.351797	0.02467532
ILMN_1702739	99.64552	23	2.369859	0.4181818
ILMN_1747568	105.9868	28	3.155676	0.07922078
ILMN_1789995	101.7052	37	2.615644	0.2701299
ILMN_3306677	97.64182	23	3.051953	0.574026
ILMN_1731640	98.39797	23	2.754348	0.5064935
ILMN_1792433	99.55383	35	2.356368	0.4246753
ILMN_1740512	126.3119	24	4.102568	0.001298701
ILMN_1737283	103.349	19	3.352474	0.1701299
ILMN_1664248	101.1521	24	2.997286	0.3077922
ILMN_1683809	102.0591	19	4.002038	0.2415584
ILMN_1773603	105.5584	17	3.544232	0.08961039
ILMN_1659110	109.617	15	4.349689	0.02467532
ILMN_1678300	514.4037	22	18.49459	0
ILMN_1667490	104.5818	20	2.961249	0.1220779
ILMN_1701289	292.329	15	16.22443	0
ILMN_1768841	106.9957	17	3.515067	0.06623377
ILMN_1732841	96.86301	23	2.808987	0.6454545
ILMN_1652072	103.0091	11	2.491933	0.1896104
ILMN_3297934	100.5655	29	2.629373	0.3428572
ILMN_1776121	92.75437	23	2.820736	0.9272727
ILMN_1716555	113.6439	34	2.319804	0.01168831
ILMN_1683520	95.4627	23	2.317619	0.7597402
ILMN_1749414	102.6524	22	2.644581	0.2064935
ILMN_1678234	99.50577	17	3.328434	0.425974
ILMN_3247306	101.9057	27	4.32071	0.2493507
ILMN_1810930	100.1796	19	3.773749	0.3675325
ILMN_1712916	97.66338	27	3.137649	0.574026
ILMN_1798964	94.02573	16	2.551679	0.8597403
ILMN_1787731	97.15725	14	4.157568	0.6142857
ILMN_1780400	106.4172	15	4.263381	0.07272727
ILMN_1665515	115.3175	10	6.318183	0.006493506
ILMN_1726153	104.4329	26	3.762154	0.1272727
ILMN_2143795	1584.855	29	42.75108	0
ILMN_1653461	95.81791	17	2.886824	0.7324675
ILMN_1787169	103.1585	25	2.286031	0.1831169
ILMN_1747269	99.7789	26	2.045363	0.4038961
ILMN_1711725	95.72382	31	2.759849	0.7376623
ILMN_1667804	98.83281	16	3.89393	0.474026
ILMN_1660935	113.2682	17	4.042549	0.01298701
ILMN_1761068	186.9877	19	7.960004	0
ILMN_1770765	156.1681	28	4.433835	0
ILMN_1677186	117.2912	28	2.274139	0.005194805
ILMN_1733412	102.5534	29	2.688914	0.2116883
ILMN_1784428	272.5667	23	10.90495	0
ILMN_1747315	101.9372	15	3.939044	0.2493507
ILMN_1767086	97.04414	15	2.380304	0.6246753
ILMN_1682685	108.0599	21	5.240584	0.05064935
ILMN_2411384	101.9343	18	3.127809	0.2493507
ILMN_1711688	93.48329	27	2.216091	0.8883117
ILMN_1744623	118.9879	21	3.857912	0.003896104
ILMN_1801168	102.3401	17	4.054666	0.2233766
ILMN_1658847	196.8907	27	7.382381	0
ILMN_1768922	96.68312	27	2.309531	0.6623377
ILMN_1693862	128.2679	21	4.391322	0.001298701
ILMN_3250772	105.2554	29	3.343247	0.0961039
ILMN_1772081	92.05753	20	2.25481	0.9506493
ILMN_1654823	114.7601	32	2.601154	0.007792208
ILMN_3251288	95.89941	19	2.612273	0.7207792
ILMN_1716512	98.05537	27	2.9196	0.5415584
ILMN_1749867	104.9597	14	3.410162	0.1064935
ILMN_1715698	499.3044	18	18.4479	0
ILMN_2152502	394.8466	23	12.14121	0
ILMN_1688318	954.3644	23	36.17978	0
ILMN_1663575	106.6023	19	1.971169	0.07142857
ILMN_3302356	260.0549	13	12.76091	0
ILMN_3225761	3620.285	22	115.6514	0
ILMN_1678007	92.54336	10	4.030612	0.9350649
ILMN_1686750	785.5813	24	20.91624	0
ILMN_1738589	97.59721	27	2.297065	0.5766234
ILMN_1707310	96.01425	17	4.1931	0.7090909
ILMN_1657708	100.5421	19	3.522043	0.3454545
ILMN_1795639	366.4844	21	12.99666	0
ILMN_1651958	105.1729	21	3.75413	0.0961039
ILMN_2071809	97.73318	16	2.893734	0.5688311
ILMN_1745697	111.4786	13	3.677572	0.01948052
ILMN_1687387	92.27792	17	2.245464	0.9415584
ILMN_1781952	98.70033	35	2.805634	0.4831169
ILMN_1803033	106.2653	18	1.806171	0.07532468
ILMN_2355168	90.95001	21	1.895012	0.9779221
ILMN_1802027	97.52106	18	2.042242	0.5818182
ILMN_1751956	517.9652	30	12.53934	0
ILMN_1745077	107.258	31	2.146077	0.06363636
ILMN_2158665	92.17022	19	2.562389	0.9480519
ILMN_1656743	96.46596	14	5.189684	0.6805195
ILMN_1654129	98.21709	20	2.902819	0.5220779
ILMN_1672043	105.4384	25	4.112057	0.08961039
ILMN_2312906	104.7435	30	3.155717	0.1142857
ILMN_1864900	146.3143	22	4.876817	0
ILMN_1788832	143.373	22	5.863937	0
ILMN_2385178	369.5802	35	10.21255	0
ILMN_1752107	98.2599	22	4.115137	0.5194805
ILMN_2282077	240.6016	25	5.528449	0
ILMN_1797929	105.0452	20	2.223445	0.1025974
ILMN_1807972	147.2968	22	4.783708	0
ILMN_1785141	103.3687	25	2.002017	0.1688312
ILMN_1699634	98.54237	19	2.726701	0.4948052
ILMN_1743232	98.83123	20	4.322685	0.474026
ILMN_1815130	116.0864	27	3.168599	0.006493506
ILMN_1664581	98.61371	19	2.976171	0.4909091
ILMN_1712291	100.1699	23	3.873868	0.3701299
ILMN_1708006	519.5045	29	13.45404	0
ILMN_1653453	99.60006	13	2.157765	0.4207792
ILMN_1761858	99.79244	14	4.30255	0.4038961
ILMN_2371433	96.94825	28	1.953726	0.6324675
ILMN_1668960	256.0737	25	5.851033	0
ILMN_2165473	376.2877	24	14.39325	0
ILMN_2382648	95.2552	23	3.440062	0.7792208
ILMN_2264597	100.0121	22	3.076446	0.3857143
ILMN_1760180	101.9532	33	2.087075	0.2493507
ILMN_1746408	172.1325	27	4.956389	0
ILMN_2334322	98.00925	8	3.602183	0.5454546
ILMN_1682232	216.2015	21	8.346656	0
ILMN_1766159	102.6539	18	3.94053	0.2064935
ILMN_1805910	99.22437	24	2.608075	0.4415585
ILMN_1807074	5483.167	18	232.2982	0
ILMN_1743806	389.3096	29	15.42421	0
ILMN_1783843	137.4787	28	4.962966	0
ILMN_3237745	97.55426	21	2.212115	0.5805195
ILMN_1689624	130.6117	20	4.922884	0.001298701
ILMN_1799293	98.52288	31	2.233858	0.4961039
ILMN_1746025	168.744	28	4.921599	0
ILMN_2322986	122.774	32	5.142259	0.001298701
ILMN_2306692	100.8691	19	2.827692	0.3272727
ILMN_1717101	101.7974	19	2.424405	0.261039
ILMN_1664994	152.8797	23	5.50174	0
ILMN_1680644	198.035	23	9.91017	0
ILMN_1674353	103.5762	31	2.685954	0.1558442
ILMN_1676490	91.30202	14	2.97292	0.974026
ILMN_1669070	141.9543	19	6.006948	0
ILMN_3307654	104.1993	18	2.553642	0.1311688
ILMN_1710684	107.2066	14	6.487447	0.06623377
ILMN_3309339	100.8572	24	3.616435	0.3272727
ILMN_3309473	96.98701	21	2.270238	0.6298701
ILMN_3308946	94.62043	11	3.554747	0.8285714
ILMN_3309409	104.0836	11	1.438241	0.1350649
ILMN_3310186	97.36893	18	2.630975	0.5974026
ILMN_3309779	96.68301	32	2.751975	0.6623377
ILMN_3309064	97.2215	22	1.843476	0.6103896
ILMN_3309484	96.02706	19	3.734624	0.7077922
ILMN_3309614	92.18165	18	2.137459	0.9480519
ILMN_3309249	103.5044	21	3.746283	0.1636364
ILMN_3308205	96.21873	23	1.845193	0.6974026
ILMN_3309104	95.61443	25	2.192975	0.7506493
ILMN_3310855	99.98167	27	2.409823	0.3896104
ILMN_3309164	119.2239	21	4.096138	0.003896104
ILMN_3309859	106.2405	16	6.511963	0.07662338
ILMN_3309001	95.06944	33	2.072562	0.7909091
ILMN_3309109	99.53224	34	2.697166	0.4246753
ILMN_3309904	96.85542	21	3.07564	0.6454545
ILMN_3309884	99.2309	26	2.229334	0.4402598
ILMN_3310391	107.8008	25	3.570036	0.05454545
ILMN_3310700	108.805	26	4.570558	0.03376623
ILMN_3310890	93.03614	20	3.103551	0.9194805
ILMN_3308758	94.93214	15	2.277674	0.7987013
ILMN_3310673	99.82932	24	3.296692	0.4012987
ILMN_3309524	95.52429	19	3.255092	0.7571428
ILMN_3310306	118.3697	25	3.867843	0.005194805
ILMN_3308931	88.42994	12	2.226772	0.9961039
ILMN_3309649	98.2381	19	2.629669	0.5220779
ILMN_3308320	99.9434	19	3.550042	0.3909091
ILMN_3308663	191.4117	34	7.441947	0
ILMN_3310720	104.8375	19	3.861193	0.1077922
ILMN_3308520	100.6377	20	2.711847	0.3337662
ILMN_3308876	97.94326	15	3.889288	0.5519481
ILMN_3308475	101.2738	19	1.96892	0.3
ILMN_3309041	101.234	21	2.56625	0.3012987
ILMN_3309304	101.5039	20	4.164405	0.2831169
ILMN_3309559	109.5082	12	6.84085	0.02467532
ILMN_3308545	100.8887	26	1.950062	0.325974
ILMN_3308708	99.79433	23	2.965885	0.4038961
ILMN_3308355	93.68586	18	4.388582	0.8766234
ILMN_3309448	105.5306	28	2.455574	0.08961039
ILMN_3308773	106.5959	18	2.806525	0.07142857
ILMN_3308395	102.7609	31	3.212338	0.2
ILMN_3311035	98.80048	21	2.248453	0.474026
ILMN_3308901	96.68518	21	3.285022	0.6623377
ILMN_3308828	111.0742	22	3.766684	0.01948052
ILMN_3308896	90.71117	27	2.371145	0.9818182
ILMN_3309046	90.52113	20	2.771544	0.9831169
ILMN_3311130	99.01229	16	3.259322	0.4584416
ILMN_3309990	95.96355	20	3.27449	0.7142857
ILMN_3311055	97.08195	18	2.744526	0.6220779
ILMN_3310543	112.5606	15	5.135616	0.01818182
ILMN_3310865	103.3572	26	3.846065	0.1701299
ILMN_3308118	95.91947	25	1.937896	0.7181818
ILMN_3308743	120.7486	16	4.912072	0.002597403
ILMN_3308073	98.60385	25	2.790297	0.4909091
ILMN_3309729	96.89783	15	3.708511	0.638961
ILMN_3310830	100.7811	20	2.499326	0.3298701
ILMN_3308658	93.89271	18	4.224555	0.8701299
ILMN_3310528	102.4258	30	3.698419	0.2207792
ILMN_3310030	100.5248	19	4.398584	0.3454545
ILMN_3310251	100.3799	22	3.374093	0.3519481
ILMN_3308916	110.617	20	3.722691	0.02077922
ILMN_3308315	95.84818	17	3.424264	0.7272727
ILMN_3309244	102.2222	17	2.460441	0.2311688
ILMN_3308986	104.9732	25	3.251858	0.1051948
ILMN_3310965	99.13122	24	3.667414	0.4506494
ILMN_3308098	99.07197	18	3.785824	0.4532467
ILMN_3309839	100.6062	19	3.886237	0.3376623
ILMN_3308698	91.91523	15	2.717298	0.9532468
ILMN_3310730	96.14912	19	3.159857	0.7038961
ILMN_3309094	97.36971	31	1.85501	0.5974026
ILMN_3308270	97.39994	26	3.416096	0.5961039
ILMN_3309419	103.6316	13	4.018113	0.1532468
ILMN_3310623	97.33538	22	3.293571	0.6
ILMN_3308225	98.642	6	5.174771	0.4896104
ILMN_3308911	103.6912	25	2.80986	0.1506494
ILMN_3309499	95.7957	30	2.542017	0.7337663
ILMN_3309909	100.7709	24	2.365811	0.3298701
ILMN_3310093	102.2366	19	2.995329	0.2311688
ILMN_3308068	101.3722	18	3.506297	0.2935065
ILMN_3308535	109.1266	23	5.18948	0.02727273
ILMN_3310960	94.42474	21	2.466909	0.8376623
ILMN_3308128	97.21992	15	3.777045	0.6103896
ILMN_3310421	100.6389	20	2.624326	0.3337662
ILMN_3308505	116.6528	20	2.684569	0.005194805
ILMN_3308220	105.1298	31	2.830873	0.09740259
ILMN_3309359	99.43108	20	2.266914	0.4272727
ILMN_3309264	97.76832	22	2.214876	0.5662338
ILMN_3308133	100.1686	20	3.076672	0.3701299
ILMN_3310075	95.5492	26	2.571188	0.7558442
ILMN_3308783	97.38029	16	2.417075	0.5974026
ILMN_3310785	98.32575	26	2.135489	0.5090909
ILMN_3309374	105.8894	22	4.145438	0.08181818
ILMN_3310411	97.55618	23	1.995896	0.5805195
ILMN_3309789	101.9941	14	3.043681	0.2493507
ILMN_3309309	98.17721	17	3.451625	0.5285714
ILMN_3310196	98.15672	14	4.802745	0.5311688
ILMN_3308693	97.78884	24	2.935471	0.5623376
ILMN_3308991	98.11713	29	2.823858	0.5324675
ILMN_3308703	93.84155	13	1.73791	0.8727273
ILMN_3310603	90.74454	30	1.875833	0.9805195
ILMN_3309119	104.9378	27	3.944883	0.1064935
ILMN_3308808	137.0678	17	5.719559	0
ILMN_3310221	95.29018	22	2.886517	0.7766234
ILMN_3308560	101.4598	27	4.126974	0.2844156
ILMN_3308103	97.07899	15	3.637325	0.6220779
ILMN_3308038	93.39815	20	2.750837	0.8974026
ILMN_3310775	102.957	30	2.766357	0.1948052
ILMN_3310316	94.2904	23	3.077876	0.8493506
ILMN_3309433	100.8699	28	2.887596	0.3272727
ILMN_3308043	98.82925	15	1.933723	0.474026
ILMN_3308460	98.81097	23	2.638008	0.474026
ILMN_3308976	101.5635	26	3.34705	0.2805195
ILMN_3309284	93.21278	27	1.641429	0.9064935
ILMN_3309924	95.0178	21	1.938153	0.7961039
ILMN_3310494	100.348	26	3.439624	0.3545454
ILMN_3309644	105.0249	18	5.300021	0.1025974
ILMN_3309849	94.41448	24	2.828357	0.8376623
ILMN_3310346	94.25658	15	2.155368	0.8532467
ILMN_3309021	106.0354	26	3.075305	0.07922078
ILMN_3309629	98.1575	25	2.941371	0.5311688
ILMN_3309274	96.94233	23	3.381271	0.6337662
ILMN_3308123	95.08988	21	2.271966	0.7909091
ILMN_3310010	94.65662	25	2.188179	0.8246753
ILMN_3309389	98.54262	17	3.986319	0.4948052
ILMN_3308290	115.9723	13	6.537307	0.006493506
ILMN_3308627	101.507	20	2.460886	0.2831169
ILMN_3308723	95.77666	23	2.166689	0.7337663
ILMN_3308260	95.33926	19	3.592807	0.7714286
ILMN_3308612	103.5604	20	1.89741	0.1571429
ILMN_3311065	96.14841	27	2.29018	0.7038961
ILMN_3309684	98.98944	16	3.340731	0.4610389
ILMN_3309384	92.93416	16	2.766652	0.9233766
ILMN_3309834	102.2303	9	3.673171	0.2311688
