Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_si308_a.AVG_Signal	KHYG1_si308_a.Avg_NBEADS	KHYG1_si308_a.BEAD_STDERR	KHYG1_si308_a.Detection Pval
ILMN_2266334	92.74422	20	2.178902	0.9272727
ILMN_1737380	180.9382	19	4.407617	0
ILMN_1812403	1875.266	21	63.21588	0
ILMN_1672596	91.80233	22	1.967187	0.9558442
ILMN_1763638	94.67864	25	2.603738	0.8246753
ILMN_3191746	100.3752	20	2.43311	0.3519481
ILMN_1733042	99.65744	22	3.804092	0.4168831
ILMN_2136147	96.12749	18	2.45691	0.7051948
ILMN_1751760	156.2362	23	5.954974	0
ILMN_2148452	126.5918	25	3.200871	0.001298701
ILMN_2054510	95.95155	19	2.598604	0.7168831
ILMN_2248912	99.62909	17	3.025939	0.4194805
ILMN_1808059	271.7138	22	9.098532	0
ILMN_2325506	271.8282	18	11.2869	0
ILMN_1766169	493.5066	22	22.28918	0
ILMN_1695110	409.8508	23	16.69081	0
ILMN_1771966	1102.181	13	57.62862	0
ILMN_1811188	536.794	14	33.47131	0
ILMN_1786433	629.7504	15	27.55333	0
ILMN_1758090	158.5721	22	5.449852	0
ILMN_1796113	463.6717	21	15.41606	0
ILMN_2176592	121.7777	29	2.75904	0.002597403
ILMN_1685641	104.8997	13	3.034821	0.1064935
ILMN_1735979	327.3565	24	10.29198	0
ILMN_2390453	222.0809	28	6.26518	0
ILMN_1764166	135.0018	29	3.460967	0
ILMN_2259949	103.32	17	3.15736	0.1714286
ILMN_1655433	188.5606	34	6.480096	0
ILMN_1693394	1096.85	30	24.19708	0
ILMN_1716446	108.7171	18	3.369648	0.03506494
ILMN_1704070	106.197	19	3.569486	0.07662338
ILMN_2255133	95.98392	29	3.808548	0.7116883
ILMN_1659800	99.36256	24	3.367721	0.4298701
ILMN_1752899	105.0614	20	3.790131	0.1012987
ILMN_2342271	98.90585	20	2.792347	0.4688312
ILMN_1665761	314.5777	21	10.19883	0
ILMN_1667885	93.08768	16	2.276937	0.9168831
ILMN_1701120	96.7424	13	3.750167	0.6597403
ILMN_1801119	416.1021	31	13.80634	0
ILMN_2363250	109.2948	23	3.872497	0.02467532
ILMN_2246956	495.5708	19	19.12669	0
ILMN_1769229	106.5535	28	3.284551	0.07142857
ILMN_1654118	533.8773	18	20.72347	0
ILMN_1742410	105.9494	20	2.744447	0.07922078
ILMN_1749096	98.95012	20	1.88089	0.4675325
ILMN_1766541	103.9035	34	2.829333	0.1402597
ILMN_1774997	103.6005	26	1.934952	0.1545455
ILMN_2359627	107.5158	23	3.741567	0.06103896
ILMN_1731193	165.9341	24	4.72584	0
ILMN_2396982	981.2209	29	34.25768	0
ILMN_1752953	851.4674	22	17.98502	0
ILMN_2181445	534.0778	30	17.0949	0
ILMN_1664235	99.15097	16	4.655103	0.4506494
ILMN_1773925	95.38574	22	2.013063	0.7675325
ILMN_1717976	102.9256	24	4.041988	0.1974026
ILMN_2279645	95.67181	20	2.380335	0.7428572
ILMN_1694666	95.67	19	2.636973	0.7441558
ILMN_3251676	102.2126	27	2.757775	0.2324675
ILMN_1655722	90.61246	22	3.556921	0.9831169
ILMN_1746561	178.0068	26	3.626664	0
ILMN_1710514	105.5083	39	2.904639	0.08961039
ILMN_1746053	96.91983	18	3.328144	0.635065
ILMN_1737314	131.0993	21	2.697138	0.001298701
ILMN_1651285	114.768	16	4.498973	0.007792208
ILMN_1706886	99.27927	20	4.230484	0.4363636
ILMN_1665996	101.1452	28	2.584093	0.3090909
ILMN_2378081	97.89681	21	2.642431	0.5532467
ILMN_1754199	227.2033	26	7.044734	0
ILMN_2367275	527.0323	19	15.98524	0
ILMN_1788844	102.1409	24	2.675037	0.2363636
ILMN_2371147	353.2778	25	8.911182	0
ILMN_1701165	130.2056	23	5.466594	0.001298701
ILMN_1671715	95.9343	22	2.46592	0.7181818
ILMN_1704452	186.6642	18	5.44266	0
ILMN_1743966	103.8441	19	2.938662	0.1441558
ILMN_1775192	808.3663	18	40.04503	0
ILMN_2357272	209.0399	26	8.080317	0
ILMN_1690321	152.6834	26	4.22044	0
ILMN_1814686	97.20697	19	2.311369	0.612987
ILMN_2335264	92.2466	22	3.104195	0.9441559
ILMN_1773117	188.7082	27	5.566853	0
ILMN_1712161	106.4092	19	3.324021	0.07272727
ILMN_1676241	103.9504	23	2.324078	0.1402597
ILMN_1767015	97.70628	19	2.61472	0.5714286
ILMN_1678260	92.03529	20	2.774858	0.9506493
ILMN_1669663	100.8941	22	2.468929	0.325974
ILMN_1670398	117.4625	17	4.041653	0.005194805
ILMN_1680683	101.7032	21	2.919818	0.2701299
ILMN_1668907	97.69469	20	3.142478	0.5714286
ILMN_2333146	117.7446	30	3.067365	0.005194805
ILMN_1738529	297.5713	16	16.85211	0
ILMN_1678757	300.8464	14	9.806437	0
ILMN_1683471	103.7986	19	4.590898	0.1467533
ILMN_1677637	99.27027	22	4.340226	0.4376623
ILMN_1799280	135.0471	22	5.284909	0
ILMN_1673360	99.67415	29	3.341739	0.412987
ILMN_1734611	100.4829	22	2.278262	0.3467532
ILMN_1684086	92.59676	28	2.220839	0.9324675
ILMN_1719820	99.24329	20	3.521252	0.4402598
ILMN_1751276	101.7131	26	3.527461	0.2688312
ILMN_1793988	104.5477	21	2.574219	0.1220779
ILMN_1706644	110.1079	20	4.031975	0.02207792
ILMN_1761910	106.3611	28	3.204014	0.07272727
ILMN_1712712	100.3596	27	2.409047	0.3545454
ILMN_1809543	99.90462	14	2.930675	0.3974026
ILMN_3249533	96.06668	30	2.335969	0.7064935
ILMN_1687149	105.413	24	2.798607	0.08961039
ILMN_1697923	99.32918	29	2.387219	0.4350649
ILMN_1733066	94.06934	16	3.477186	0.8584415
ILMN_1744822	412.4775	31	11.9315	0
ILMN_1744748	102.9036	28	2.760569	0.1974026
ILMN_1668924	128.9776	19	3.663251	0.001298701
ILMN_3237923	97.50975	28	1.888947	0.5831169
ILMN_1754062	107.3261	14	5.130634	0.06233766
ILMN_2375032	127.2692	20	3.615175	0.001298701
ILMN_3242856	105.6604	20	3.092682	0.08701298
ILMN_1740094	104.3916	28	2.143419	0.1272727
ILMN_1796574	99.0247	18	2.984479	0.4571429
ILMN_3237256	98.0251	28	1.667249	0.5441558
ILMN_3237448	106.6406	26	4.234956	0.07012987
ILMN_3238319	98.25004	27	2.318697	0.5220779
ILMN_1706969	89.80663	26	2.483755	0.9896104
ILMN_3230880	110.3486	13	5.367821	0.02077922
ILMN_3178043	115.1293	23	3.837846	0.007792208
ILMN_3230853	95.65524	12	2.587404	0.7454545
ILMN_1718982	102.4226	15	4.580871	0.2207792
ILMN_1755796	97.2747	26	2.94347	0.6090909
ILMN_2410182	95.67884	30	2.312952	0.7415584
ILMN_1796685	203.7634	17	7.417825	0
ILMN_1684042	223.9957	24	6.879347	0
ILMN_2060652	117.3494	25	2.732749	0.005194805
ILMN_3246699	101.6225	18	2.183803	0.2779221
ILMN_1702637	104.063	25	4.237893	0.1363636
ILMN_2234697	90.87296	22	1.972149	0.9805195
ILMN_2181892	96.71783	18	3.501998	0.6610389
ILMN_2351638	99.12345	28	1.849887	0.451948
ILMN_1806473	98.44758	34	2.743566	0.5038961
ILMN_1804798	102.9621	15	3.938261	0.1948052
ILMN_1773504	101.2402	19	2.353308	0.3
ILMN_3311150	94.71635	11	1.880428	0.8233766
ILMN_3307987	97.08358	20	2.722357	0.6220779
ILMN_3311140	94.35955	22	2.981324	0.8454546
ILMN_1814808	228.2731	21	8.925652	0
ILMN_1712608	112.7382	24	4.028108	0.01558442
ILMN_1690217	112.7102	22	5.790758	0.01688312
ILMN_1755818	110.2152	29	3.859411	0.02207792
ILMN_2206746	97.77734	21	2.119127	0.5662338
ILMN_1673590	89.06606	17	2.064546	0.9961039
ILMN_1768534	704.0197	30	19.44994	0
ILMN_1726809	96.44418	30	2.810451	0.6857143
ILMN_1742787	102.4676	13	4.348373	0.2194805
ILMN_1708131	100.4519	25	2.745199	0.3467532
ILMN_1699585	96.59781	25	2.977	0.6701299
ILMN_1656638	95.56852	24	2.607391	0.7545455
ILMN_1813043	101.159	22	2.548488	0.3064935
ILMN_2070521	99.40496	14	1.782397	0.4285714
ILMN_1719570	93.97779	24	2.567334	0.861039
ILMN_1692973	93.26518	18	2.362854	0.9038961
ILMN_2362034	98.28759	13	2.197391	0.5155844
ILMN_1771268	102.4788	23	3.113249	0.2181818
ILMN_2380418	317.6378	21	25.03695	0
ILMN_2372413	209.8968	16	9.096188	0
ILMN_1763386	392.2104	31	13.24634	0
ILMN_2259495	104.0832	22	2.687069	0.1350649
ILMN_1770505	96.32965	20	3.029332	0.6974026
ILMN_2309245	281.2072	31	10.59425	0
ILMN_1674160	309.8183	23	9.891831	0
ILMN_1726342	115.0834	36	2.408365	0.007792208
ILMN_1708485	100.2264	23	2.17332	0.3623376
ILMN_1688489	101.6514	19	2.322136	0.2766234
ILMN_2182704	203.1899	14	9.377224	0
ILMN_1768194	144.1432	19	4.412641	0
ILMN_2405684	349.3771	24	8.512139	0
ILMN_1776181	157.5431	18	7.099895	0
ILMN_1681644	104.707	23	3.530618	0.1168831
ILMN_2349459	690.5023	25	21.67368	0
ILMN_1803124	131.2922	22	5.761816	0.001298701
ILMN_1801605	123.5025	24	3.397395	0.001298701
ILMN_2338849	101.6321	28	2.737065	0.2766234
ILMN_1674036	96.92697	23	2.933205	0.635065
ILMN_1727144	98.76736	25	2.574545	0.4753247
ILMN_1805826	248.0842	24	11.23295	0
ILMN_2214098	232.9398	30	7.441795	0
ILMN_1675612	308.8585	23	8.454686	0
ILMN_1807331	101.6651	33	2.108475	0.2766234
ILMN_1668277	90.72667	21	2.173903	0.9818182
ILMN_1709484	195.4149	31	4.618206	0
ILMN_1721921	484.2166	23	21.37679	0
ILMN_2142935	93.37248	26	3.24063	0.9025974
ILMN_2157510	309.3925	9	24.74556	0
ILMN_1760530	96.66401	33	2.489835	0.6636364
ILMN_1679782	113.946	15	3.883353	0.01038961
ILMN_1681242	101.0975	15	3.622618	0.3103896
ILMN_1699669	96.78551	17	3.576758	0.6558442
ILMN_1691436	361.7226	22	14.04675	0
ILMN_1797793	181.006	30	4.493546	0
ILMN_2106656	210.7095	22	8.178979	0
ILMN_2106658	1374	25	47.58361	0
ILMN_1695354	104.2505	23	2.347393	0.1311688
ILMN_1787794	98.95948	18	2.045627	0.4662338
ILMN_1810239	96.98283	19	2.386447	0.6298701
ILMN_2308338	100.5797	21	2.807761	0.3402597
ILMN_1700915	344.1031	25	13.47448	0
ILMN_2295290	92.33824	20	1.829109	0.9402598
ILMN_1758542	105.8525	23	3.591212	0.08181818
ILMN_1800412	114.8779	22	2.832884	0.007792208
ILMN_1800776	103.6698	20	3.657606	0.1532468
ILMN_1798803	98.70634	22	3.996354	0.4831169
ILMN_1789994	106.1652	26	2.238367	0.07792208
ILMN_1791688	98.33192	11	3.549828	0.5090909
ILMN_1702755	97.94807	31	2.307283	0.5519481
ILMN_1722718	93.24277	22	1.881743	0.9038961
ILMN_2299045	123.0671	20	4.762734	0.001298701
ILMN_1811148	108.7086	11	2.794793	0.03506494
ILMN_1814200	103.1858	13	4.08182	0.1831169
ILMN_1707469	101.3714	15	3.3593	0.2935065
ILMN_1682661	97.84543	16	2.653553	0.5584416
ILMN_1740900	108.6639	24	3.81377	0.03506494
ILMN_1709734	98.11099	25	2.538059	0.5337662
ILMN_1693749	96.84496	31	3.434002	0.6467533
ILMN_1660552	107.5363	25	3.434711	0.06103896
ILMN_1747650	91.53617	13	3.978074	0.9675325
ILMN_1741566	100.0268	29	2.886662	0.3844156
ILMN_1761264	97.19912	24	2.324026	0.612987
ILMN_2123415	150.3335	8	4.77674	0
ILMN_3307916	92.79365	19	2.695194	0.9272727
ILMN_1702371	87.81094	19	2.704282	0.9974026
ILMN_1706957	114.7727	19	4.056741	0.007792208
ILMN_2095577	96.52223	18	2.390867	0.674026
ILMN_1801658	94.43659	17	2.764147	0.8376623
ILMN_2070896	98.87511	21	3.314145	0.4727273
ILMN_1789095	98.60703	20	2.106284	0.4909091
ILMN_1772713	1043.611	25	23.55667	0
ILMN_1777854	90.77878	25	1.862514	0.9805195
ILMN_3238183	1086.34	29	34.8041	0
ILMN_1796138	100.1081	22	2.58428	0.3779221
ILMN_1759892	105.8614	12	3.326674	0.08181818
ILMN_1672307	97.11624	23	2.520463	0.6194805
ILMN_1751465	95.87198	18	3.828228	0.7272727
ILMN_1679464	97.14497	24	3.037432	0.6155844
ILMN_2298301	97.26476	23	2.68189	0.6090909
ILMN_1655086	100.1209	30	2.09909	0.3753247
ILMN_1692748	96.75921	20	2.100497	0.6571429
ILMN_1656373	93.60352	21	2.826874	0.8844156
ILMN_1734410	130.6935	17	4.607678	0.001298701
ILMN_2318733	167.0299	20	6.071084	0
ILMN_1770803	278.8787	33	8.143074	0
ILMN_1724658	104.4833	20	3.627999	0.1246753
ILMN_2045419	129.6938	20	2.982666	0.001298701
ILMN_1718961	194.6061	21	5.906035	0
ILMN_1708513	90.425	24	2.126731	0.9831169
ILMN_1699989	96.68172	18	2.497681	0.6623377
ILMN_1711170	97.37134	18	3.577172	0.5974026
ILMN_1773997	100.1432	22	2.199476	0.3714286
ILMN_1689172	119.661	29	3.993953	0.003896104
ILMN_1728780	97.92345	21	2.298324	0.5532467
ILMN_1803956	95.01063	24	2.437756	0.7961039
ILMN_1730032	121.0235	27	4.249361	0.002597403
ILMN_1793966	120.5391	37	2.22651	0.002597403
ILMN_1782633	3071.362	23	107.3975	0
ILMN_1656382	261.6997	24	5.422106	0
ILMN_2298511	1126.545	23	31.36651	0
ILMN_1703894	275.7586	25	11.29824	0
ILMN_1659343	4134.065	18	103.7957	0
ILMN_1810680	540.8119	31	18.13032	0
ILMN_3249676	109.9621	13	4.884226	0.02207792
ILMN_1786658	1554.33	21	51.95584	0
ILMN_2343010	1381.644	38	36.77783	0
ILMN_2258488	98.0434	20	3.489776	0.5428572
ILMN_2329759	90.47828	27	2.191198	0.9831169
ILMN_1759369	97.88535	24	2.769028	0.5545455
ILMN_1670746	96.71454	20	3.28858	0.6610389
ILMN_1781833	91.39252	19	2.94118	0.9714286
ILMN_1715583	1362.701	27	33.30161	0
ILMN_2147920	162.6713	22	6.185457	0
ILMN_1793049	103.7881	29	2.289809	0.1467533
ILMN_2352921	126.2198	22	4.656977	0.001298701
ILMN_1788764	93.01611	24	3.094045	0.9194805
ILMN_2352926	101.0907	27	2.857427	0.3103896
ILMN_1657746	380.669	15	13.54437	0
ILMN_1766736	104.4683	32	2.335571	0.1246753
ILMN_1796928	97.15781	16	4.723114	0.6142857
ILMN_1708152	101.0116	27	2.72655	0.3181818
ILMN_1670091	97.51649	33	2.714425	0.5831169
ILMN_1712718	163.0266	23	6.033186	0
ILMN_1699179	115.5263	29	4.206982	0.006493506
ILMN_1688381	105.0792	40	2.148088	0.1
ILMN_1655210	90.85078	16	2.776119	0.9805195
ILMN_1798112	96.94235	19	4.716061	0.6337662
ILMN_2217056	96.05815	13	2.306374	0.7064935
ILMN_3235789	99.72092	27	3.294363	0.4064935
ILMN_1652472	106.7504	15	1.605724	0.06753246
ILMN_1772034	96.95162	14	2.944105	0.6324675
ILMN_2311089	217.578	14	8.064451	0
ILMN_1738027	267.9584	24	8.318107	0
ILMN_1666652	106.3584	21	2.878931	0.07272727
ILMN_1771065	121.1684	16	5.90927	0.002597403
ILMN_1677794	100.9873	30	3.128802	0.3207792
ILMN_1697546	248.2589	26	6.879205	0
ILMN_1730019	125.7317	19	2.111325	0.001298701
ILMN_1758918	1229.45	10	56.77049	0
ILMN_1785635	225.789	17	11.75989	0
ILMN_1774134	99.01379	20	3.852481	0.4571429
ILMN_1736981	107.8413	23	3.528146	0.05454545
ILMN_1771061	111.5199	25	3.177697	0.01948052
ILMN_1696420	400.0021	17	18.826	0
ILMN_2082810	364.1172	14	9.548315	0
ILMN_3185563	112.6601	25	3.414194	0.01818182
ILMN_3262031	328.1926	32	8.896555	0
ILMN_3245301	109.0803	25	2.963634	0.02857143
ILMN_2349600	221.3201	20	6.290526	0
ILMN_1702335	93.77375	27	2.337289	0.8727273
ILMN_1701711	200.939	22	9.416636	0
ILMN_1651405	637.082	25	13.5654	0
ILMN_1811481	102.3904	27	3.838237	0.2220779
ILMN_1781085	136.3845	27	4.022412	0
ILMN_1750821	97.70451	26	3.041018	0.5714286
ILMN_1667928	92.7939	19	2.213737	0.9272727
ILMN_2247703	91.60068	27	1.761132	0.9675325
ILMN_2363489	344.1919	14	10.56124	0
ILMN_1778684	334.7092	30	13.86647	0
ILMN_1658805	104.8418	28	2.642116	0.1077922
ILMN_3244769	96.30819	19	2.518054	0.6974026
ILMN_1736836	103.6477	26	2.619601	0.1532468
ILMN_1703686	120.8846	29	2.929941	0.002597403
ILMN_1800430	97.0976	17	1.998765	0.6207792
ILMN_1665554	338.4747	38	10.40803	0
ILMN_1781580	494.4397	19	15.80168	0
ILMN_1797693	386.3886	23	14.83028	0
ILMN_1803570	120.7793	21	3.713653	0.002597403
ILMN_1800619	265.2346	16	8.385161	0
ILMN_1693410	372.7945	22	12.97996	0
ILMN_3253304	492.8797	20	19.12198	0
ILMN_1760757	114.2706	20	4.735969	0.007792208
ILMN_2155172	675.4192	30	21.4967	0
ILMN_1679800	1784.432	29	71.82923	0
ILMN_2398432	1533.132	18	49.60287	0
ILMN_1719165	219.8954	23	12.06958	0
ILMN_1775943	125.5721	23	3.537132	0.001298701
ILMN_2225511	100.6111	29	2.740488	0.3376623
ILMN_1727813	492.8557	17	12.57328	0
ILMN_1666967	241.2296	26	9.035358	0
ILMN_2226324	847.3941	18	20.34442	0
ILMN_1669308	137.6483	21	5.002373	0
ILMN_2365549	570.0999	22	15.28106	0
ILMN_1658800	220.8199	16	10.90938	0
ILMN_1756165	97.86547	23	1.855273	0.5558441
ILMN_2185845	145.4646	29	4.363461	0
ILMN_1708496	116.0313	22	6.63643	0.006493506
ILMN_2305249	98.37684	25	2.760185	0.5077922
ILMN_1675776	106.8104	17	5.012284	0.06753246
ILMN_1660400	101.802	27	3.641571	0.2597403
ILMN_1714669	92.07597	17	2.579693	0.9493507
ILMN_1672871	99.15799	18	3.394476	0.4506494
ILMN_1656045	104.6861	22	3.455637	0.1168831
ILMN_2296011	97.55148	26	2.474514	0.5805195
ILMN_1805111	115.7285	27	3.1738	0.006493506
ILMN_1673518	223.9307	24	7.057059	0
ILMN_1801866	100.4769	21	2.70351	0.3467532
ILMN_1761915	100.6014	23	2.495908	0.3376623
ILMN_1662896	123.8306	25	4.260245	0.001298701
ILMN_2086222	119.4759	27	3.333814	0.003896104
ILMN_1757794	110.8253	24	2.519298	0.02077922
ILMN_1774596	530.0458	13	24.75554	0
ILMN_1734483	200.7533	18	7.184031	0
ILMN_1778374	458.148	35	12.61438	0
ILMN_1730709	97.32079	23	2.975495	0.6038961
ILMN_1760246	98.11701	25	3.066112	0.5324675
ILMN_1726420	102.8342	21	2.343296	0.2
ILMN_3242325	100.9196	19	2.869266	0.3233766
ILMN_3247560	100.9025	18	3.169423	0.325974
ILMN_1770161	102.2172	21	3.824484	0.2311688
ILMN_1723480	1505.43	19	61.40042	0
ILMN_3238628	100.938	23	3.162619	0.3220779
ILMN_1676842	283.7709	27	8.127369	0
ILMN_2411264	293.0961	14	11.75552	0
ILMN_1691927	175.7294	16	8.632243	0
ILMN_1809344	227.5157	23	6.136519	0
ILMN_1654153	97.32656	18	2.608981	0.6025974
ILMN_1674670	94.561	21	1.838646	0.8311688
ILMN_1696582	93.63066	20	3.160333	0.8818182
ILMN_1705066	106.5013	15	3.062664	0.07142857
ILMN_1732885	197.1129	26	5.086237	0
ILMN_1707481	123.0986	17	4.000014	0.001298701
ILMN_1677684	95.65862	22	2.688491	0.7454545
ILMN_2286987	99.52648	27	1.762938	0.4246753
ILMN_3238274	800.1439	23	28.1276	0
ILMN_1713964	96.04533	25	2.147267	0.7064935
ILMN_1666653	101.8094	16	3.625476	0.2571429
ILMN_2334350	102.156	16	3.824052	0.2363636
ILMN_1744725	492.8022	28	11.10228	0
ILMN_1687743	111.4625	24	2.812188	0.01948052
ILMN_2356745	91.37525	18	1.953673	0.9714286
ILMN_1757298	141.9204	19	5.753916	0
ILMN_2049900	95.76202	18	3.917605	0.7350649
ILMN_1796773	105.0899	31	2.862256	0.0987013
ILMN_1732271	106.7726	14	3.571027	0.06753246
ILMN_2081070	100.1184	26	2.664181	0.3779221
ILMN_1699728	115.6599	17	3.877408	0.006493506
ILMN_2319414	5564.295	15	175.6204	0
ILMN_1659762	3709.181	22	96.9059	0
ILMN_2245676	183.5944	20	4.901312	0
ILMN_3309354	106.1692	24	4.249681	0.07792208
ILMN_2072140	268.6599	23	8.639963	0
ILMN_1759359	424.1828	23	15.5998	0
ILMN_1775743	722.7792	13	23.5436	0
ILMN_1770085	144.3002	16	4.08076	0
ILMN_1707339	489.5226	14	15.44602	0
ILMN_2154836	211.8464	15	10.6235	0
ILMN_1689154	101.4013	29	2.039255	0.2922078
ILMN_1662026	100.2841	24	3.443744	0.3584416
ILMN_1778536	97.47495	22	1.82117	0.5896104
ILMN_2099528	95.60564	27	2.184733	0.7519481
ILMN_1698953	97.32536	15	2.712597	0.6025974
ILMN_1783392	99.71902	19	3.493258	0.4064935
ILMN_2364852	198.6793	16	7.232036	0
ILMN_1752758	102.9444	29	2.726987	0.1961039
ILMN_2256894	95.67033	21	2.90138	0.7441558
ILMN_1721813	101.8502	22	2.722474	0.2532468
ILMN_1687888	96.46092	17	2.286858	0.6818182
ILMN_1802708	106.1375	23	2.226117	0.07792208
ILMN_1700067	131.4056	18	2.579417	0.001298701
ILMN_1676528	187.6621	31	5.459984	0
ILMN_2373831	118.1373	14	4.26175	0.005194805
ILMN_1688101	97.3177	23	3.797887	0.6038961
ILMN_1783795	100.5238	26	2.710778	0.3454545
ILMN_1660446	93.28366	26	2.664925	0.9038961
ILMN_2355786	93.86196	27	2.537868	0.8714285
ILMN_1663749	95.16671	24	2.018112	0.7844156
ILMN_1770709	90.32529	21	1.865542	0.9857143
ILMN_1676895	96.25282	21	2.987243	0.6974026
ILMN_1772976	94.62296	35	2.12111	0.8285714
ILMN_1815718	107.6606	26	2.550716	0.05714286
ILMN_1689438	97.36703	34	1.935333	0.5974026
ILMN_2202948	494.8733	29	13.55256	0
ILMN_1797307	218.5761	15	9.2909	0
ILMN_1693145	3028.871	25	81.69292	0
ILMN_2245180	110.5922	20	3.847157	0.02077922
ILMN_1778764	363.2606	15	17.5915	0
ILMN_2386100	593.4555	28	20.01564	0
ILMN_1749210	297.5071	36	7.158481	0
ILMN_1710697	3446.887	14	144.8919	0
ILMN_1702107	91.80633	14	3.204912	0.9558442
ILMN_1676294	98.61536	24	2.632758	0.4909091
ILMN_1689237	102.4358	31	2.346848	0.2207792
ILMN_1682792	395.3897	26	8.196623	0
ILMN_2111229	111.0515	17	6.07664	0.01948052
ILMN_1669208	97.96873	22	2.429937	0.5506493
ILMN_1730285	92.28473	24	2.377383	0.9415584
ILMN_1704760	139.5658	12	4.382286	0
ILMN_1714878	96.34957	17	3.556278	0.6974026
ILMN_1717982	130.2668	25	3.126941	0.001298701
ILMN_1793846	122.9664	22	5.098522	0.001298701
ILMN_1669554	102.2036	19	2.447708	0.2324675
ILMN_1676548	912.0574	23	36.00489	0
ILMN_1767556	98.11821	26	2.822476	0.5324675
ILMN_1738955	165.1809	24	6.777954	0
ILMN_3181538	111.077	21	4.346108	0.01948052
ILMN_1770399	96.3333	32	2.0317	0.6974026
ILMN_1654413	103.7559	15	4.245332	0.1467533
ILMN_1783247	92.84623	26	2.849777	0.9246753
ILMN_1799204	95.85091	26	2.61167	0.7272727
ILMN_1652715	92.27937	18	2.04655	0.9415584
ILMN_3230789	109.2467	22	4.102861	0.02467532
ILMN_1770130	91.81376	16	3.412179	0.9558442
ILMN_2159300	107.1743	13	2.388101	0.06623377
ILMN_1810462	87.43122	10	1.483854	0.9987013
ILMN_1680110	104.5895	25	3.340635	0.1220779
ILMN_1734010	109.4671	22	2.798217	0.02467532
ILMN_1761411	149.1609	22	4.990359	0
ILMN_1665508	112.8463	20	3.529534	0.01558442
ILMN_1767828	96.97265	19	3.426301	0.6298701
ILMN_1758153	95.93057	22	3.077392	0.7181818
ILMN_1704785	138.2741	23	4.786602	0
ILMN_1674046	262.5298	19	7.909138	0
ILMN_2100936	96.42458	20	2.695932	0.6883117
ILMN_1784933	99.13673	20	2.634826	0.4506494
ILMN_3245166	98.70748	26	2.925596	0.4818182
ILMN_1663649	97.45382	27	2.368407	0.5922078
ILMN_1791656	163.0886	24	5.918577	0
ILMN_3239861	100.4362	20	3.679502	0.3493507
ILMN_2071682	94.00313	18	2.938964	0.861039
ILMN_1730047	89.85441	15	2.263131	0.9896104
ILMN_1677311	99.35319	23	2.112495	0.4298701
ILMN_1701243	214.7137	15	8.224401	0
ILMN_1687478	111.7463	21	3.954221	0.01948052
ILMN_2231921	102.9253	15	3.952621	0.1974026
ILMN_1658830	128.2814	29	3.237733	0.001298701
ILMN_1674373	101.384	21	2.46167	0.2935065
ILMN_2158594	153.3355	17	4.914597	0
ILMN_1723921	103.94	20	4.64727	0.1402597
ILMN_1768339	105.9697	22	3.192745	0.07922078
ILMN_1772706	190.9184	21	6.803874	0
ILMN_2151056	146.699	32	4.089211	0
ILMN_1684497	201.5312	17	6.258321	0
ILMN_1662470	98.66883	15	2.217574	0.487013
ILMN_2202806	98.63914	23	3.494765	0.4896104
ILMN_1747741	103.1964	16	2.820163	0.1831169
ILMN_1753490	105.7331	29	3.171896	0.08571429
ILMN_2375141	116.3489	24	2.929646	0.006493506
ILMN_1765480	105.4985	18	4.104836	0.08961039
ILMN_1742604	114.2697	20	4.796205	0.007792208
ILMN_1672711	93.32358	24	1.863977	0.9038961
ILMN_1681967	96.46207	19	2.476202	0.6818182
ILMN_3235877	96.83175	21	2.659202	0.648052
ILMN_1660288	103.7208	20	3.230496	0.1467533
ILMN_1792270	100.8852	18	2.735124	0.325974
ILMN_1750338	97.08385	27	2.66761	0.6220779
ILMN_2128639	94.37923	16	1.918692	0.8415585
ILMN_3254163	103.3021	24	2.912299	0.1714286
ILMN_1759157	99.5615	14	3.063474	0.4233766
ILMN_2298611	97.08919	28	2.820568	0.6207792
ILMN_2344744	98.38303	22	3.490382	0.5077922
ILMN_1665760	96.82694	27	2.794376	0.6493506
ILMN_2259520	96.00873	25	2.359456	0.7090909
ILMN_2205963	112.3521	24	2.531426	0.01818182
ILMN_1708277	96.92194	24	3.347449	0.635065
ILMN_1672717	163.4094	15	8.841057	0
ILMN_2118472	2078.618	18	70.06888	0
ILMN_1754538	98.13958	21	3.799529	0.5311688
ILMN_2295346	90.90106	17	1.783538	0.9805195
ILMN_1718520	143.3145	29	3.576142	0
ILMN_1783873	108.7092	20	2.894229	0.03506494
ILMN_1765232	120.0013	28	2.653824	0.002597403
ILMN_1710207	328.1364	26	10.60219	0
ILMN_1678652	161.4144	23	7.313018	0
ILMN_1795563	116.1995	9	12.80865	0.006493506
ILMN_1768077	126.557	17	2.389372	0.001298701
ILMN_1720898	93.1942	19	1.463259	0.9090909
ILMN_1664488	106.931	33	3.019615	0.06623377
ILMN_1777591	102.496	21	3.193354	0.2181818
ILMN_1719577	97.58925	38	2.879839	0.5766234
ILMN_1662791	98.74183	25	3.020839	0.4753247
ILMN_1720755	103.4455	23	3.698097	0.1688312
ILMN_2415617	106.3441	27	3.431183	0.07402597
ILMN_1742473	103.0569	17	3.347742	0.1883117
ILMN_1664741	99.82012	14	3.276978	0.4012987
