Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_si308_b.AVG_Signal	KHYG1_si308_b.Avg_NBEADS	KHYG1_si308_b.BEAD_STDERR	KHYG1_si308_b.Detection Pval
ILMN_1658411	604.0977	26	29.26103	0
ILMN_1685551	355.714	35	12.20029	0
ILMN_1698148	97.38924	29	2.351296	0.4467532
ILMN_1781816	106.4194	24	2.425498	0.05064935
ILMN_2209163	132.6076	26	4.733173	0
ILMN_1677376	551.5623	16	14.09285	0
ILMN_1806122	314.603	20	10.11108	0
ILMN_1762972	186.1217	24	5.571799	0
ILMN_2135321	93.28752	15	2.240746	0.8077922
ILMN_3251423	99.36234	31	2.012678	0.3025974
ILMN_1664630	365.4589	29	11.80512	0
ILMN_2395236	197.4211	25	6.739629	0
ILMN_1759585	102.9911	23	3.79011	0.1324675
ILMN_2395240	177.7463	27	5.760512	0
ILMN_1798083	173.0083	23	7.556621	0
ILMN_2106902	400.3591	19	15.03529	0
ILMN_1653828	107.2911	20	2.552709	0.03896104
ILMN_1669410	101.4801	17	3.470364	0.1922078
ILMN_1765966	92.69837	20	3.301602	0.8506494
ILMN_1772289	100.8042	24	3.429623	0.2246753
ILMN_3307868	105.1711	23	2.410676	0.06493507
ILMN_2326273	130.7774	22	4.610799	0
ILMN_1685045	111.596	27	3.586618	0.01168831
ILMN_1679647	93.85553	23	2.076938	0.7519481
ILMN_1798138	93.23634	27	2.647858	0.8116883
ILMN_1763437	104.1673	24	2.375733	0.09350649
ILMN_2190214	100.0011	21	3.21595	0.261039
ILMN_1679428	459.9835	22	17.22571	0
ILMN_2069615	98.77113	14	3.457925	0.338961
ILMN_3249477	101.7392	23	2.504406	0.1805195
ILMN_1812380	94.1903	25	2.371154	0.7207792
ILMN_1720297	89.39462	31	1.606256	0.9727273
ILMN_1658504	201.1087	26	8.294947	0
ILMN_1687429	93.57848	21	2.674011	0.7779221
ILMN_1691151	125.1804	25	3.749444	0
ILMN_2331205	165.8253	30	3.629075	0
ILMN_1659054	126.7898	18	4.423159	0
ILMN_1689711	90.69536	16	3.516183	0.9337662
ILMN_1713347	101.9361	19	4.096236	0.174026
ILMN_2138005	98.07729	19	2.12702	0.3974026
ILMN_1771238	164.3964	14	6.279641	0
ILMN_1709112	104.0505	21	3.484014	0.0961039
ILMN_1747697	116.3011	13	6.307341	0.002597403
ILMN_1709439	230.9146	19	8.387151	0
ILMN_1763265	339.6576	21	11.69078	0
ILMN_1762932	173.5162	23	7.121632	0
ILMN_1656621	171.0499	22	6.942063	0
ILMN_1671893	846.8146	23	49.17849	0
ILMN_1741176	220.9046	21	7.389866	0
ILMN_1715607	752.2034	17	37.13018	0
ILMN_1771233	312.5275	18	9.289177	0
ILMN_1711542	96.2765	23	3.595672	0.5402597
ILMN_3251545	477.3477	31	21.09122	0
ILMN_2094166	317.9333	28	7.858559	0
ILMN_1732534	220.5669	31	7.05394	0
ILMN_1731609	163.209	22	4.601944	0
ILMN_1706397	108.0679	14	6.264982	0.02857143
ILMN_1795933	129.6549	24	5.554408	0
ILMN_1678493	98.40768	22	2.184634	0.3636364
ILMN_1679638	93.15244	20	3.225891	0.8155844
ILMN_1774110	127.7456	12	6.154931	0
ILMN_2403237	185.182	25	6.95609	0
ILMN_2292187	91.29794	16	4.757129	0.9025974
ILMN_1726575	1335.031	17	64.16534	0
ILMN_1776337	215.6017	17	7.654416	0
ILMN_2223836	112.8823	16	6.898926	0.009090909
ILMN_1779401	311.1078	17	14.81606	0
ILMN_1695631	99.54306	27	3.234066	0.2922078
ILMN_1731353	104.4906	16	2.734104	0.08831169
ILMN_1772991	107.7263	30	2.288598	0.03246753
ILMN_2202940	172.3528	20	6.487767	0
ILMN_1729112	216.8654	16	11.31444	0
ILMN_2088673	93.99521	21	1.702491	0.7402598
ILMN_1722390	130.7529	24	2.703179	0
ILMN_1795582	98.12852	17	1.627314	0.3935065
ILMN_2184231	90.35197	29	2.355254	0.9467533
ILMN_1678233	93.57139	19	3.21928	0.7779221
ILMN_1682737	97.08264	26	2.027746	0.4688312
ILMN_1791501	94.56373	20	3.258207	0.6896104
ILMN_2367157	96.63196	28	2.983267	0.5064935
ILMN_2271884	97.56089	19	3.581727	0.4376623
ILMN_1683373	96.87122	16	3.815342	0.4857143
ILMN_1751689	96.19083	15	5.058637	0.5467532
ILMN_2358718	93.37044	19	2.058037	0.8012987
ILMN_1787652	93.18742	20	2.629523	0.8142857
ILMN_1761574	95.66541	21	2.827282	0.5883117
ILMN_1729402	93.97732	16	2.288701	0.7415584
ILMN_3248627	91.75174	27	3.273161	0.8935065
ILMN_1660882	91.9811	18	3.15844	0.8818182
ILMN_1746646	93.53787	20	2.818028	0.7831169
ILMN_2268969	101.313	16	4.711086	0.1987013
ILMN_1798700	97.56849	26	2.917306	0.4376623
ILMN_2361768	91.2711	25	2.295177	0.9077922
ILMN_1776314	103.3813	28	3.32804	0.1207792
ILMN_1698849	100.1441	14	2.950935	0.2571429
ILMN_1794816	93.65277	20	2.884495	0.7649351
ILMN_2154157	100.405	18	2.298975	0.2441558
ILMN_1729857	101.1075	26	2.889062	0.2077922
ILMN_1770044	185.2092	27	5.697424	0
ILMN_2110751	344.3994	21	9.825956	0
ILMN_1756578	97.87225	12	4.94025	0.4207792
ILMN_1788789	99.67466	22	2.719068	0.2844156
ILMN_2069286	93.05774	24	2.578912	0.8246753
ILMN_1728501	92.09245	21	2.132105	0.8805195
ILMN_1741131	118.1755	17	3.613628	0.001298701
ILMN_1676624	104.9417	22	3.530144	0.07922078
ILMN_1736218	113.9469	15	6.683318	0.007792208
ILMN_3249574	113.1917	17	4.15309	0.007792208
ILMN_1661355	93.17528	20	4.01497	0.8155844
ILMN_1703346	116.0935	17	4.154619	0.002597403
ILMN_1784633	95.96978	27	2.782047	0.5636364
ILMN_1677719	108.113	26	3.811805	0.02857143
ILMN_1736828	90.73479	25	2.092185	0.9324675
ILMN_1655880	105.0684	22	1.437965	0.07272727
ILMN_1735058	139.7009	14	4.826737	0
ILMN_1734707	97.08481	16	3.17555	0.4688312
ILMN_1743340	131.6901	16	3.735876	0
ILMN_1670926	96.36036	22	2.401693	0.5233766
ILMN_1794011	108.9454	10	4.779214	0.02077922
ILMN_1723481	105.5901	27	3.126303	0.05844156
ILMN_1696590	107.4392	14	3.66483	0.03636364
ILMN_1678478	93.66954	20	2.949451	0.7649351
ILMN_1770853	94.27412	23	2.600518	0.7181818
ILMN_1670881	92.67796	22	2.670815	0.8532467
ILMN_1732831	334.6176	16	13.40724	0
ILMN_1795845	102.2046	25	2.074291	0.1558442
ILMN_1700547	97.78251	21	1.970693	0.4246753
ILMN_1791576	767.2448	20	32.95911	0
ILMN_1740407	94.68874	28	2.254308	0.6792208
ILMN_1756705	120.8533	17	2.635908	0.001298701
ILMN_2366998	115.1359	17	5.775081	0.002597403
ILMN_1684341	126.8957	20	3.8222	0
ILMN_1779780	103.2824	10	7.987588	0.1246753
ILMN_1677041	274.994	18	10.15354	0
ILMN_1798177	320.2454	22	11.99364	0
ILMN_1721449	100.4534	29	2.174314	0.2441558
ILMN_1792837	254.6493	22	11.36938	0
ILMN_2048793	738.2334	22	23.20313	0
ILMN_1735199	223.9444	25	8.708269	0
ILMN_1684205	1823.849	23	48.00626	0
ILMN_1714489	101.5948	25	2.791995	0.1844156
ILMN_1736013	91.93334	26	2.323107	0.8857143
ILMN_1707713	98.3806	20	2.239605	0.3675325
ILMN_1784780	127.6138	19	5.973098	0
ILMN_1790471	322.8414	24	11.82709	0
ILMN_1802185	102.1577	26	2.286373	0.1571429
ILMN_2188533	138.4776	18	5.299833	0
ILMN_1788184	101.1783	16	3.805176	0.2038961
ILMN_2284804	88.32945	16	2.212719	0.987013
ILMN_2390318	105.031	17	2.338253	0.07402597
ILMN_2284810	93.02309	16	2.593411	0.8246753
ILMN_1668910	195.1278	16	7.293226	0
ILMN_2174437	87.83688	22	2.873082	0.9948052
ILMN_1779597	104.0042	25	2.242917	0.09740259
ILMN_2170080	100.2799	23	2.829502	0.2480519
ILMN_1773363	99.82564	11	3.870204	0.2727273
ILMN_1723847	101.6067	35	2.167845	0.1844156
ILMN_2167758	101.766	26	3.716226	0.1792208
ILMN_1684468	96.49527	22	2.225038	0.5103896
ILMN_1765257	134.8651	29	4.359243	0
ILMN_1680967	1217.383	27	47.91891	0
ILMN_1671516	197.3532	24	6.922587	0
ILMN_1674661	1650.903	17	50.92627	0
ILMN_1796235	1454.439	24	48.01517	0
ILMN_2122952	1705.216	19	42.85266	0
ILMN_2122953	1634.641	32	54.27135	0
ILMN_1796397	241.1233	22	10.58868	0
ILMN_3246724	115.2852	15	5.86789	0.002597403
ILMN_1738207	336.0891	18	12.06452	0
ILMN_1695579	94.77589	30	2.023346	0.6675324
ILMN_1691641	91.22146	20	2.850943	0.9103896
ILMN_1663092	187.8814	29	5.098015	0
ILMN_1787691	96.81116	15	2.943453	0.4896104
ILMN_1724659	98.3655	28	2.404139	0.3688312
ILMN_1674411	190.9911	19	6.532238	0
ILMN_2181060	271.1644	26	12.26769	0
ILMN_1751776	449.3952	20	16.58931	0
ILMN_1790891	111.8837	23	4.068749	0.01038961
ILMN_1748770	829.2389	17	27.82951	0
ILMN_1716336	117.9545	28	2.784565	0.001298701
ILMN_1671478	101.0223	25	2.979304	0.212987
ILMN_2298051	99.51115	20	2.475987	0.2948052
ILMN_2414027	4782.145	17	113.3547	0
ILMN_1712389	6505.982	26	222.646	0
ILMN_1757521	94.04442	17	3.116717	0.7350649
ILMN_1732066	93.85349	9	2.248577	0.7519481
ILMN_1763491	91.91299	18	3.361622	0.8857143
ILMN_1764266	97.15085	23	2.384602	0.4636364
ILMN_2041046	1175.203	26	49.35822	0
ILMN_1719256	2373.889	18	108.448	0
ILMN_2072296	2222.371	13	96.14892	0
ILMN_1756326	1751.383	15	77.01588	0
ILMN_1700507	179.2413	24	3.940985	0
ILMN_1770548	147.2113	24	4.248302	0
ILMN_1654875	102.4822	21	2.704961	0.1415584
ILMN_1797219	96.55797	21	3.21041	0.5064935
ILMN_1803236	87.34309	16	2.461256	0.9961039
ILMN_1773681	95.42448	16	2.236446	0.6077922
ILMN_1679176	94.34444	21	2.987823	0.7051948
ILMN_2328952	90.33974	23	2.519079	0.9480519
ILMN_1809267	106.7325	13	2.033154	0.04805195
ILMN_1671933	232.8609	13	4.655263	0
ILMN_1661197	98.58241	21	3.233946	0.3493507
ILMN_1686865	103.2919	20	3.763386	0.1246753
ILMN_1688633	111.3464	23	2.797095	0.01298701
ILMN_1707467	105.1033	15	4.035446	0.07142857
ILMN_1660837	222.1197	17	9.621478	0
ILMN_1728369	92.19705	18	2.415029	0.8805195
ILMN_1690327	101.3496	15	2.585632	0.1987013
ILMN_1808748	95.32112	23	3.114007	0.6142857
ILMN_1741594	116.2912	18	4.704221	0.002597403
ILMN_1763036	123.1698	34	2.980561	0.001298701
ILMN_1694731	391.7506	27	8.340361	0
ILMN_1787576	94.48792	17	3.895146	0.6935065
ILMN_2364072	95.52683	19	2.433594	0.5974026
ILMN_1798742	97.69437	24	2.63279	0.4272727
ILMN_1724686	85.57336	18	1.562541	0.9987013
ILMN_1721818	95.4368	16	3.144647	0.6064935
ILMN_1737096	92.66286	19	3.1778	0.8545455
ILMN_1685194	101.5032	15	5.15495	0.1896104
ILMN_1754103	93.25677	17	2.428788	0.8103896
ILMN_1787657	92.85445	17	3.872939	0.8350649
ILMN_1661194	382.5984	29	11.01868	0
ILMN_1751174	89.88677	30	1.832825	0.9623377
ILMN_2328575	106.9862	20	3.702278	0.04155844
ILMN_2405667	102.4894	26	2.945556	0.1415584
ILMN_1682226	400.0328	27	9.540027	0
ILMN_1708267	100.7587	16	4.211715	0.2285714
ILMN_2208435	89.26918	26	1.859933	0.9766234
ILMN_1707670	97.90182	18	4.775655	0.4155844
ILMN_1815388	93.86443	28	2.665523	0.7519481
ILMN_2389054	98.21284	19	2.472722	0.3857143
ILMN_1662484	97.82209	18	3.294303	0.4233766
ILMN_1696284	95.76084	25	3.720852	0.5818182
ILMN_2284157	101.1114	18	4.240323	0.2077922
ILMN_1750097	102.1195	26	2.284732	0.1584416
ILMN_1795190	101.7833	17	2.73083	0.1792208
ILMN_1729639	117.0962	27	2.732095	0.002597403
ILMN_1654759	97.0929	25	2.522028	0.4675325
ILMN_1725338	87.88546	16	2.147757	0.9922078
ILMN_3289458	102.1474	37	2.604295	0.1571429
ILMN_3212962	95.05509	15	1.798954	0.6337662
ILMN_1723042	97.17894	17	2.682719	0.4623377
ILMN_2132458	102.5101	10	2.391845	0.1415584
ILMN_1728197	91.85607	26	1.534335	0.887013
ILMN_1804531	91.29984	17	4.030701	0.9025974
ILMN_2143685	90.23813	19	2.579209	0.9545454
ILMN_2072568	92.30135	31	2.162455	0.874026
ILMN_1746676	109.1764	20	4.296834	0.01818182
ILMN_1683757	99.96201	25	3.866446	0.2636364
ILMN_1740276	95.00344	24	2.80537	0.6402597
ILMN_2352563	1629.126	25	68.59019	0
ILMN_1710326	1400.083	19	34.47128	0
ILMN_2077680	155.1825	20	5.091644	0
ILMN_1704797	97.52581	25	2.414313	0.4376623
ILMN_1653166	99.35678	18	3.748877	0.3025974
ILMN_2415303	94.58082	9	4.437329	0.6883117
ILMN_1807359	99.67287	24	2.646837	0.2844156
ILMN_2292178	99.34389	20	3.644678	0.3064935
ILMN_1663142	99.31467	19	2.77962	0.3103896
ILMN_2403228	96.64648	16	2.765039	0.5038961
ILMN_1711453	103.1404	18	4.166599	0.1298701
ILMN_1657527	92.90075	20	2.883654	0.8324676
ILMN_2142185	101.7612	22	5.119962	0.1792208
ILMN_1781752	234.9212	29	4.479342	0
ILMN_1763398	97.33884	24	2.371535	0.451948
ILMN_1730964	98.52126	21	3.292375	0.3545454
ILMN_1691339	99.17706	16	2.964262	0.3142857
ILMN_1745103	95.55791	28	2.178235	0.5948052
ILMN_1779144	99.80992	14	3.009586	0.274026
ILMN_1784608	308.389	21	16.66084	0
ILMN_3250902	101.5398	25	2.132352	0.1844156
ILMN_1670101	130.0284	14	6.267606	0
ILMN_1693781	111.1265	20	3.319271	0.01298701
ILMN_1678775	7916.405	25	251.1444	0
ILMN_1711702	1955.431	28	62.41676	0
ILMN_3250023	118.1197	21	3.803957	0.001298701
ILMN_1791749	108.8323	10	1.963225	0.02207792
ILMN_2220735	93.67156	13	3.669597	0.7636364
ILMN_2220729	101.1932	21	3.780501	0.2012987
ILMN_1682176	108.8386	23	3.750041	0.02207792
ILMN_1709204	100.8298	14	1.810972	0.2207792
ILMN_2399363	95.9932	16	4.316257	0.5597402
ILMN_1682259	94.63073	18	2.287463	0.6818182
ILMN_1665457	96.01241	17	3.236974	0.5584416
ILMN_1808979	112.57	14	4.444628	0.009090909
ILMN_1771664	103.8326	30	2.431504	0.0987013
ILMN_1723115	95.84779	20	4.120252	0.5766234
ILMN_2193817	96.90426	19	3.070951	0.4857143
ILMN_1740502	92.01837	29	2.20662	0.8818182
ILMN_2077736	102.0583	28	2.264065	0.1662338
ILMN_2322131	96.12144	9	2.978128	0.5493507
ILMN_1780465	95.91616	23	2.564322	0.5714286
ILMN_1742962	104.1923	19	3.220961	0.09220779
ILMN_2323992	96.86072	17	1.89211	0.4857143
ILMN_1654504	91.3882	21	2.150694	0.9012987
ILMN_1700610	89.51615	21	2.62772	0.9701298
ILMN_1673238	99.40135	21	3.339641	0.3012987
ILMN_2068274	99.60548	15	3.023027	0.287013
ILMN_1782729	93.24873	24	2.431	0.8103896
ILMN_1658635	90.49935	14	2.289573	0.9441559
ILMN_2050813	96.04785	19	2.906341	0.5571429
ILMN_1756982	3680.209	26	132.4622	0
ILMN_1795754	99.68108	19	4.122746	0.2831169
ILMN_1796423	92.24795	23	2.23403	0.8792208
ILMN_1671250	103.4063	24	3.249395	0.1207792
ILMN_2063584	111.707	22	4.608048	0.01168831
ILMN_2063586	92.26698	25	3.337656	0.8779221
ILMN_1778964	95.64426	22	3.070091	0.5896104
ILMN_1699665	98.66322	18	3.035651	0.3454545
ILMN_1745076	586.2027	14	38.03393	0
ILMN_2404085	218.5154	19	8.445279	0
ILMN_1684038	109.5885	17	3.266071	0.01818182
ILMN_1723058	96.23264	23	3.860445	0.5428572
ILMN_2352190	104.434	22	3.212382	0.08961039
ILMN_1801189	103.718	21	2.845377	0.1025974
ILMN_1789733	97.39304	17	2.896063	0.4467532
ILMN_1759792	128.3384	17	4.432617	0
ILMN_1689400	196.9707	17	6.439713	0
ILMN_1652790	125.159	26	4.474646	0
ILMN_1679727	287.246	22	11.97529	0
ILMN_2362911	172.524	18	5.818539	0
ILMN_1815239	111.6699	21	3.536797	0.01168831
ILMN_1787109	185.3488	18	7.187612	0
ILMN_2063106	94.25237	26	2.807365	0.7181818
ILMN_1676061	100.6212	18	2.944501	0.2350649
ILMN_1695961	146.7406	21	5.303245	0
ILMN_2320336	343.2289	29	7.288585	0
ILMN_2394027	121.0771	28	3.510154	0.001298701
ILMN_1695853	109.86	9	2.684268	0.01688312
ILMN_2108865	93.81701	21	3.199249	0.7558442
ILMN_2124221	95.52612	25	2.609707	0.5974026
ILMN_1714522	107.4399	18	3.640679	0.03636364
ILMN_3251242	97.04166	17	2.912045	0.474026
ILMN_1669281	194.6933	28	7.00274	0
ILMN_2394381	145.8154	15	4.454265	0
ILMN_1778203	131.0705	25	3.952854	0
ILMN_1776267	140.7044	17	5.461881	0
ILMN_1701094	112.1446	27	2.745804	0.01038961
ILMN_1684576	89.98258	24	2.949578	0.9610389
ILMN_3235979	100.9994	27	2.246228	0.2142857
ILMN_1736814	1403.872	26	47.42904	0
ILMN_1682399	154.7387	30	5.080607	0
ILMN_1659976	205.6207	20	4.513667	0
ILMN_1681235	99.85629	30	2.422743	0.2701299
ILMN_1725705	461.1495	22	11.67605	0
ILMN_2131811	92.62769	20	2.932632	0.8571429
ILMN_1665831	249.2659	16	8.947212	0
ILMN_1752802	637.1276	31	22.46728	0
ILMN_1709894	182.6038	23	5.955689	0
ILMN_1698745	121.737	26	4.141105	0.001298701
ILMN_1741705	99.25602	17	4.556137	0.3103896
ILMN_3246345	95.30399	24	1.919026	0.6168831
ILMN_3236671	101.555	22	3.159795	0.1844156
ILMN_2067408	96.27592	12	3.77251	0.5402597
ILMN_1691165	105.219	24	2.580695	0.06493507
ILMN_2415179	273.7985	21	8.238358	0
ILMN_1720181	94.7006	21	3.082931	0.6792208
ILMN_1717138	103.4053	20	3.911238	0.1207792
ILMN_1731237	95.97881	15	1.835983	0.561039
ILMN_1734021	104.2903	20	1.842515	0.08961039
ILMN_2345837	1031.172	23	34.10169	0
ILMN_1687171	91.8946	26	2.128758	0.8857143
ILMN_1695420	634.2139	26	30.8528	0
ILMN_1674609	731.5883	26	17.66296	0
ILMN_1709346	89.94462	12	2.673413	0.9623377
ILMN_1756779	163.1592	17	6.682791	0
ILMN_1694584	90.3765	28	2.226184	0.9467533
ILMN_1739734	110.3625	14	4.01677	0.01428571
ILMN_1798298	98.46697	15	4.266486	0.361039
ILMN_1691483	95.16334	18	1.952902	0.625974
ILMN_1667058	96.94173	14	2.645605	0.4831169
ILMN_1774974	102.7577	30	2.619055	0.1402597
ILMN_2242491	11868.94	24	266.1798	0
ILMN_1750596	107.6559	17	4.216558	0.03376623
ILMN_1800993	96.41943	17	3.087281	0.5168831
ILMN_2355042	107.6485	25	3.746971	0.03376623
ILMN_2382025	97.2422	28	2.980412	0.4571429
ILMN_1682544	106.8159	20	2.500699	0.04675325
ILMN_1727800	85.15368	15	2.192969	0.9987013
ILMN_1687518	95.55215	18	2.892291	0.5948052
ILMN_1804788	106.7033	29	3.111516	0.04805195
ILMN_1663538	317.3616	25	8.922677	0
ILMN_1712088	272.4062	18	8.036198	0
ILMN_1734631	97.11362	22	2.800277	0.4675325
ILMN_1770772	101.3216	11	1.578531	0.1987013
ILMN_2086612	148.327	11	7.089345	0
ILMN_1704084	157.9729	15	6.899944	0
ILMN_1714082	429.6912	21	15.72437	0
ILMN_2125374	500.7018	20	21.93267	0
ILMN_1709634	94.11964	26	2.659847	0.7298701
ILMN_1707634	820.5045	27	25.08527	0
ILMN_1738075	497.2448	16	17.12813	0
ILMN_1767182	98.46739	23	3.408685	0.361039
ILMN_1690888	92.63239	10	3.655891	0.8571429
ILMN_1673030	95.16489	17	1.552949	0.625974
ILMN_1738642	541.5547	19	31.01108	0
ILMN_2104877	311.1973	26	9.150284	0
ILMN_1783621	103.0166	25	3.109964	0.1311688
ILMN_2328363	138.5092	25	3.586062	0
ILMN_2287911	107.1487	18	3.673686	0.04025974
ILMN_1693494	155.5241	19	5.228889	0
ILMN_1799030	94.00022	14	2.818598	0.7402598
ILMN_1679277	101.3355	12	5.540399	0.1987013
ILMN_1705442	1748.557	22	67.09081	0
ILMN_1667840	127.5781	12	7.858049	0
ILMN_2370208	430.3506	17	14.05026	0
ILMN_1815319	134.1043	22	3.429958	0
ILMN_1762718	103.556	20	2.075577	0.112987
ILMN_1781450	94.07497	20	3.324197	0.7337663
ILMN_1720930	96.48171	20	1.650807	0.5142857
ILMN_1729514	99.59106	22	2.878921	0.287013
ILMN_1775373	102.6667	13	5.166411	0.1402597
ILMN_1696494	738.1476	18	20.3851	0
ILMN_1698934	98.89583	16	4.1794	0.3298701
ILMN_1740487	94.00256	13	2.921533	0.7402598
ILMN_2403247	100.949	19	2.48946	0.2155844
ILMN_1710124	94.41657	17	2.545338	0.7
ILMN_2343361	97.44263	29	1.819552	0.4428571
ILMN_1805765	97.3696	32	2.842908	0.448052
ILMN_3307813	98.88723	22	2.778964	0.3311688
ILMN_1697236	93.98486	31	2.989902	0.7415584
ILMN_3250201	155.3939	26	5.194413	0
ILMN_3250984	108.3525	19	2.511596	0.02467532
ILMN_1769319	2030.535	23	68.36729	0
ILMN_2169839	1296.888	27	59.47745	0
ILMN_1694653	96.14365	32	2.684333	0.5493507
ILMN_1726769	2182.902	15	108.1959	0
ILMN_1803838	105.3847	30	3.330599	0.06233766
ILMN_1786353	96.92081	17	3.674039	0.4844156
ILMN_1659772	92.96119	24	2.335732	0.8298701
ILMN_2384158	95.74171	25	2.262632	0.5831169
ILMN_1722135	97.71297	19	3.742732	0.4272727
ILMN_2281486	109.9981	19	4.228003	0.01688312
ILMN_2087931	100.8755	18	3.259351	0.2194805
ILMN_1655095	94.65957	24	2.936411	0.6792208
ILMN_3250398	90.65715	17	3.119029	0.9363636
ILMN_3249932	111.2096	21	4.698171	0.01298701
ILMN_3250412	96.54626	21	3.061346	0.5090909
ILMN_1702383	181.3071	27	3.435507	0
ILMN_1750859	94.86411	16	2.648137	0.6597403
ILMN_2330112	604.5324	15	23.27951	0
ILMN_1786532	494.3312	32	15.40215	0
ILMN_1758543	761.324	22	47.93671	0
ILMN_1698733	106.1939	17	3.884336	0.05324675
ILMN_2349696	100.9757	26	2.514955	0.2142857
ILMN_1762802	95.65562	18	1.797599	0.5896104
ILMN_1808903	94.0162	22	3.880277	0.738961
ILMN_1749071	104.4232	12	2.933104	0.08961039
ILMN_1714759	1046.733	17	44.63454	0
ILMN_1718813	104.1417	13	3.048191	0.0961039
ILMN_1795756	101.784	18	3.079107	0.1792208
ILMN_1748844	101.9387	23	3.343512	0.174026
ILMN_1810054	90.40448	22	1.965166	0.9454545
ILMN_1708486	110.5294	22	3.933369	0.01428571
ILMN_1770290	832.8502	22	24.59846	0
ILMN_1782439	92.99957	25	2.349274	0.8246753
ILMN_1657750	98.37139	32	2.114486	0.3688312
ILMN_1797132	94.4034	26	2.898122	0.7012987
ILMN_1663975	103.1036	18	3.886079	0.1311688
ILMN_1754752	95.51976	21	2.951083	0.5974026
ILMN_3250893	162.5251	18	7.456601	0
ILMN_1662328	275.2006	17	11.81609	0
ILMN_1655720	100.594	19	3.572179	0.2350649
ILMN_1685095	467.2094	21	16.36972	0
ILMN_1682501	117.428	26	3.683885	0.002597403
ILMN_1677840	104.3354	20	3.427006	0.08961039
ILMN_1669206	954.861	19	26.00776	0
ILMN_2078334	216.943	17	8.626758	0
ILMN_1772651	434.7747	18	22.18406	0
ILMN_2207393	117.7988	15	3.688937	0.002597403
ILMN_1772677	208.4672	22	6.458367	0
ILMN_1735959	103.6337	24	2.714361	0.1064935
ILMN_1794324	103.4013	19	2.231487	0.1207792
ILMN_2136177	258.6545	20	6.62603	0
ILMN_1802450	96.78288	19	2.608422	0.4922078
ILMN_2083833	122.4915	24	2.650465	0.001298701
ILMN_1656134	536.1531	17	30.65789	0
ILMN_1715886	303.4137	24	7.821289	0
ILMN_1686477	96.94408	15	4.594486	0.4818182
ILMN_2174612	278.2034	13	11.09153	0
ILMN_1736068	151.917	18	3.53907	0
ILMN_1811758	98.22641	21	2.671324	0.3831169
ILMN_3246547	99.05862	30	2.319683	0.3168831
ILMN_3243471	986.3937	22	32.84392	0
ILMN_1669674	170.6417	31	4.730023	0
ILMN_1812967	142.9844	24	6.000901	0
ILMN_1777314	158.1753	30	4.387785	0
ILMN_1758487	192.0547	15	9.426849	0
ILMN_2252408	561.1398	22	18.1445	0
ILMN_1813581	96.94368	25	2.385732	0.4818182
ILMN_1741577	102.5493	18	2.867931	0.1402597
ILMN_3187324	95.783	26	2.446171	0.5818182
ILMN_3232701	94.11862	18	2.854744	0.7298701
ILMN_3232894	100.555	18	3.809381	0.238961
ILMN_1761637	91.83332	21	3.321887	0.8896104
ILMN_1807525	101.9214	14	4.788253	0.174026
ILMN_1773113	96.9399	22	2.638852	0.4831169
ILMN_1725910	102.5481	22	3.38648	0.1415584
ILMN_1809456	100.5886	20	3.890287	0.2350649
ILMN_2411791	91.01356	17	3.662082	0.9246753
ILMN_1684754	104.8711	27	2.858003	0.08051948
ILMN_2400407	96.86891	28	2.364857	0.4857143
ILMN_1661852	96.64997	16	4.420773	0.5038961
ILMN_1718896	93.25663	20	2.148649	0.8103896
ILMN_1717599	96.44542	21	1.808699	0.5155844
ILMN_1783204	108.0442	22	3.706434	0.02857143
ILMN_1709471	93.13149	14	3.045415	0.8168831
ILMN_1771148	97.35427	18	3.017557	0.4506494
ILMN_1710289	94.54346	22	3.624282	0.6909091
ILMN_1727909	97.70697	18	3.163505	0.4272727
ILMN_1699317	99.82947	17	4.46018	0.2727273
ILMN_1692398	105.6642	24	3.787172	0.05584415
ILMN_1690223	86.89964	22	1.930203	0.9974026
ILMN_1717541	91.13042	13	2.760379	0.9194805
ILMN_1681086	95.56226	25	2.51687	0.5935065
ILMN_1775103	98.58076	24	3.309144	0.3493507
ILMN_1686513	95.45344	25	2.683548	0.6038961
ILMN_1795021	98.18942	19	2.801192	0.3883117
ILMN_1704210	100.7217	22	2.508946	0.2311688
ILMN_1710394	113.7492	13	5.512233	0.007792208
ILMN_2390504	97.42228	12	2.613544	0.4441558
ILMN_1702044	103.52	25	2.446799	0.1168831
ILMN_1753498	531.6859	13	17.96917	0
ILMN_2352326	159.3781	15	5.926898	0
ILMN_1711888	102.1242	19	3.406858	0.1584416
ILMN_1761260	92.73135	18	2.05745	0.8467532
ILMN_1732210	96.96478	19	1.607432	0.4805195
ILMN_2290007	114.3639	25	2.926691	0.006493506
ILMN_2399328	184.4523	24	4.987257	0
ILMN_1742432	216.7852	17	8.73248	0
ILMN_1711514	95.30953	24	2.101917	0.6168831
ILMN_2180848	100.4254	23	2.919186	0.2441558
ILMN_1791873	105.9865	10	2.54351	0.05324675
ILMN_1776993	268.3412	18	9.46366	0
ILMN_2129715	108.4571	18	2.543946	0.02337662
ILMN_1776154	122.3208	22	3.295972	0.001298701
ILMN_1703683	172.7562	16	8.624223	0
