Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_si308_b.AVG_Signal	KHYG1_si308_b.Avg_NBEADS	KHYG1_si308_b.BEAD_STDERR	KHYG1_si308_b.Detection Pval
ILMN_3247569	100.8543	25	3.668518	0.2207792
ILMN_3304136	101.0489	19	3.96762	0.2103896
ILMN_3305447	129.463	18	3.781229	0
ILMN_1775835	92.71091	22	3.211998	0.8493506
ILMN_3224952	10217.42	22	346.7047	0
ILMN_1661488	139.1947	23	4.359848	0
ILMN_3239659	102.6095	21	3.64916	0.1402597
ILMN_3224830	97.5278	20	2.769511	0.4376623
ILMN_3239721	97.49667	20	3.2287	0.438961
ILMN_3242786	104.2237	13	5.25532	0.08961039
ILMN_1659169	100.6325	26	1.73384	0.2350649
ILMN_3300353	101.7356	26	2.719401	0.1805195
ILMN_3223871	97.30572	23	3.221025	0.4558442
ILMN_3229594	104.0058	20	3.137659	0.09740259
ILMN_3306215	1925.145	22	65.61543	0
ILMN_3297885	93.65794	23	2.270459	0.7649351
ILMN_3239293	94.3728	23	1.955241	0.7038961
ILMN_3227250	116.4206	26	4.100692	0.002597403
ILMN_3300505	98.40828	19	3.731148	0.3636364
ILMN_3299505	101.8859	27	2.432585	0.1753247
ILMN_3224815	108.9234	17	4.741012	0.02077922
ILMN_3306294	96.18086	17	2.588562	0.5467532
ILMN_3227086	113.5609	24	3.721769	0.007792208
ILMN_3230483	97.49543	21	2.390846	0.438961
ILMN_3220861	102.6175	20	3.650106	0.1402597
ILMN_3229665	101.5123	24	4.336418	0.1883117
ILMN_3301528	113.2445	16	4.373675	0.007792208
ILMN_3234629	98.84721	28	2.372283	0.3350649
ILMN_3230102	100.8991	18	2.525533	0.2181818
ILMN_1908012	105.0362	20	5.16597	0.07402597
ILMN_3299074	114.534	12	3.715291	0.005194805
ILMN_3225886	95.78994	31	2.0866	0.5792208
ILMN_3220769	718.7003	22	29.67395	0
ILMN_3299583	114.989	23	2.141199	0.005194805
ILMN_1793367	93.70135	34	2.286664	0.7636364
ILMN_1868265	101.0461	19	2.745461	0.2116883
ILMN_3305942	101.4955	21	2.826684	0.1909091
ILMN_3303361	96.42793	17	3.428958	0.5168831
ILMN_1666918	100.2346	17	3.928408	0.2532468
ILMN_3234812	93.43356	19	3.015304	0.7935065
ILMN_3305988	89.33307	20	2.470891	0.9753247
ILMN_3304111	679.1186	25	27.03297	0
ILMN_3226514	118.7451	20	3.976039	0.001298701
ILMN_1710220	190.2131	20	8.61632	0
ILMN_3228430	94.48714	30	2.3763	0.6935065
ILMN_3300717	95.07533	24	2.528517	0.6324675
ILMN_3226727	92.83108	22	2.4359	0.8376623
ILMN_3302508	99.70805	18	2.967949	0.2818182
ILMN_3227994	320.3969	19	12.49215	0
ILMN_3225058	98.07391	28	1.818335	0.3974026
ILMN_3302300	96.00586	26	2.845222	0.5584416
ILMN_3225704	113.9902	16	6.010039	0.007792208
ILMN_3224860	261.2739	16	10.02798	0
ILMN_3301440	2641.865	21	95.04846	0
ILMN_3221928	105.9968	20	4.051239	0.05324675
ILMN_3298462	95.01183	21	3.644942	0.6402597
ILMN_3300646	98.7051	17	2.411842	0.3428572
ILMN_3303993	91.99479	18	2.974582	0.8818182
ILMN_1658586	91.98604	17	2.739116	0.8818182
ILMN_1684065	102.1431	26	3.333744	0.1571429
ILMN_3238511	113.9303	23	2.549982	0.007792208
ILMN_1659631	97.19955	25	3.464594	0.4610389
ILMN_1674747	102.7938	22	3.958405	0.138961
ILMN_1778641	104.0507	9	7.235355	0.0961039
ILMN_3225784	2851.373	27	110.187	0
ILMN_3302456	2378.09	23	147.5147	0
ILMN_1773725	100.203	14	3.763095	0.2571429
ILMN_3225795	93.12778	24	2.483209	0.8168831
ILMN_3234230	92.15629	16	3.004131	0.8805195
ILMN_1692104	96.70161	18	1.901085	0.4974026
ILMN_3301590	102.5673	19	3.298966	0.1402597
ILMN_3228753	94.46004	22	2.227999	0.6974026
ILMN_3305361	98.45892	16	2.891416	0.361039
ILMN_3221261	95.29856	19	2.399649	0.6181818
ILMN_3227005	100.9472	23	2.320521	0.2155844
ILMN_3299326	99.86194	26	2.969739	0.2701299
ILMN_1866040	96.8513	13	3.575305	0.4857143
ILMN_1736563	103.2654	18	3.988885	0.1246753
ILMN_1724052	98.20188	14	2.607115	0.387013
ILMN_3224290	516.2761	41	20.52717	0
ILMN_3301168	167.0521	24	4.002419	0
ILMN_3301677	103.0383	21	2.421337	0.1311688
ILMN_3225673	178.4184	25	5.082179	0
ILMN_1698512	121.6095	17	4.634387	0.001298701
ILMN_3227407	94.79654	26	2.045398	0.6649351
ILMN_3226769	480.5564	21	16.3056	0
ILMN_1738339	102.1245	21	4.695992	0.1584416
ILMN_1666522	105.1478	30	2.683717	0.06623377
ILMN_3225991	96.16466	21	2.414567	0.5467532
ILMN_3249425	100.1953	23	4.329678	0.2571429
ILMN_3223204	100.8284	29	2.344428	0.2207792
ILMN_1655403	95.49503	21	2.810899	0.6
ILMN_3225176	94.77655	21	3.345751	0.6662338
ILMN_3228977	94.75972	27	2.226452	0.6714286
ILMN_3297379	100.9706	19	2.975787	0.2142857
ILMN_3225525	96.33178	28	2.424633	0.5311688
ILMN_1910120	104.9077	31	1.673511	0.08051948
ILMN_1778657	93.12693	20	2.410733	0.8168831
ILMN_3304850	99.22859	25	2.764771	0.3103896
ILMN_3226838	94.10547	24	2.238257	0.7311688
ILMN_1809303	89.34905	22	1.864364	0.974026
ILMN_3298554	103.9645	22	2.554943	0.0987013
ILMN_3305735	88.38406	12	4.178012	0.987013
ILMN_3229424	98.60425	28	2.323747	0.3493507
ILMN_3306801	94.90272	18	1.990724	0.6558442
ILMN_3300301	97.63809	24	2.863255	0.4311688
ILMN_3306482	599.482	19	31.49768	0
ILMN_3221072	96.14449	23	2.238932	0.5493507
ILMN_1688611	94.31432	10	4.030622	0.7142857
ILMN_1747715	102.1219	16	3.129819	0.1584416
ILMN_3226924	94.64011	23	3.620222	0.6792208
ILMN_3303528	99.04563	32	2.376353	0.3168831
ILMN_1889884	95.22494	18	2.831918	0.6246753
ILMN_3227542	93.36418	20	2.628029	0.8012987
ILMN_1725556	91.65897	19	2.37139	0.8948052
ILMN_1672874	94.27014	21	2.109564	0.7181818
ILMN_3226109	108.2634	21	2.682831	0.02597403
ILMN_3302715	109.2796	23	3.666107	0.01818182
ILMN_3302615	95.92942	32	2.788546	0.5701299
ILMN_1725186	95.21467	24	2.449698	0.6246753
ILMN_3305768	99.03188	21	2.627812	0.3220779
ILMN_3234963	100.7824	15	3.640484	0.225974
ILMN_3225066	97.41407	15	3.177547	0.4441558
ILMN_3305012	103.3486	18	2.688929	0.1233766
ILMN_3229008	98.70165	19	3.380397	0.3428572
ILMN_3305619	92.72074	18	2.474152	0.8493506
ILMN_3301372	277.9457	25	11.67079	0
ILMN_3303101	115.0815	23	2.128427	0.003896104
ILMN_3226495	109.8866	30	2.803701	0.01688312
ILMN_3225309	119.6271	23	3.536687	0.001298701
ILMN_3228832	100.6077	28	2.503181	0.2350649
ILMN_3298313	91.57561	20	2.386304	0.8974026
ILMN_3306028	108.0607	19	3.711006	0.02857143
ILMN_1835780	99.90725	22	2.856229	0.2675325
ILMN_3297503	102.5175	12	4.471626	0.1415584
ILMN_3296979	6248.368	25	219.7067	0
ILMN_1860662	104.5633	28	3.363547	0.08701298
ILMN_1680929	98.62901	31	1.893564	0.3454545
ILMN_3299531	97.92844	22	2.645323	0.412987
ILMN_3226467	96.82197	27	1.988521	0.4883117
ILMN_3303072	98.08366	23	3.512058	0.3974026
ILMN_3304396	130.6541	28	4.333682	0
ILMN_1829131	104.6685	16	3.961131	0.08441558
ILMN_3301103	104.0972	21	3.620862	0.0961039
ILMN_3306064	102.9934	20	2.566581	0.1324675
ILMN_3305597	97.09163	18	2.597732	0.4688312
ILMN_3231621	138.209	26	3.662361	0
ILMN_3228269	101.7208	24	2.532097	0.1805195
ILMN_3299929	110.3168	16	4.98388	0.01428571
ILMN_1869390	98.59728	11	5.127078	0.3493507
ILMN_1897987	96.67779	26	3.072067	0.5012987
ILMN_1896111	96.50303	19	3.928285	0.5103896
ILMN_1803979	108.3361	17	3.966752	0.02467532
ILMN_3305949	6622.486	14	263.1114	0
ILMN_1838319	98.90312	22	2.386684	0.3298701
ILMN_3223966	129.1382	22	5.446022	0
ILMN_3298993	127.9825	22	4.810182	0
ILMN_3300471	2418.878	18	130.0878	0
ILMN_1704014	210.9767	21	11.74101	0
ILMN_3235737	107.7678	26	3.803155	0.03246753
ILMN_1665285	101.5095	19	4.63043	0.1883117
ILMN_1745276	97.37473	28	2.342836	0.448052
ILMN_3227026	100.7	20	3.943406	0.2311688
ILMN_3299447	116.1203	15	4.617111	0.002597403
ILMN_1688790	93.44051	19	2.634763	0.7909091
ILMN_1728999	106.6313	23	4.23462	0.04935065
ILMN_1899628	94.74332	26	3.161533	0.6727273
ILMN_3229954	91.24245	18	3.000357	0.9077922
ILMN_3297912	96.24803	26	3.030137	0.5428572
ILMN_3241234	623.0289	36	21.052	0
ILMN_3222462	96.24333	22	2.385961	0.5428572
ILMN_3222402	118.773	18	5.493218	0.001298701
ILMN_3305772	103.8501	28	3.197008	0.0987013
ILMN_3235013	663.486	20	25.25262	0
ILMN_3302476	95.24646	24	2.382847	0.6220779
ILMN_3221499	107.8036	20	3.960324	0.03246753
ILMN_3235074	91.16027	20	2.116518	0.9168831
ILMN_1707685	92.82827	19	2.452538	0.8376623
ILMN_3237656	2123.25	25	83.91496	0
ILMN_1662130	1776.258	20	66.93382	0
ILMN_3239514	96.34209	22	2.337617	0.5298702
ILMN_3238006	608.7238	27	17.10384	0
ILMN_3238048	1028.841	23	27.29331	0
ILMN_3238150	103.1762	26	2.378833	0.125974
ILMN_1865078	107.1229	28	2.67344	0.04025974
ILMN_1655404	88.36322	23	2.89775	0.987013
ILMN_1703840	98.80607	19	3.439782	0.3376623
ILMN_1663884	94.94695	16	3.601649	0.651948
ILMN_1729060	102.9568	23	3.930532	0.1337662
ILMN_1657443	94.75175	17	2.037801	0.6727273
ILMN_3220532	91.87998	21	2.226565	0.8857143
ILMN_3302522	93.60252	29	2.468069	0.774026
ILMN_1692481	103.7762	15	1.931432	0.1
ILMN_1882764	131.9744	20	4.253288	0
ILMN_1700229	97.17647	23	1.312447	0.4623377
ILMN_3242833	93.33625	21	3.24064	0.8025974
ILMN_3224236	98.46347	24	2.707307	0.361039
ILMN_3300802	102.4193	15	6.147668	0.1454545
ILMN_3243296	101.4622	27	3.278394	0.1935065
ILMN_3248051	92.89058	27	2.19659	0.8324676
ILMN_3234116	473.2169	29	18.30659	0
ILMN_3243943	101.7201	19	2.569155	0.1818182
ILMN_3248412	94.51181	20	1.331133	0.6922078
ILMN_3244130	111.811	21	5.095823	0.01038961
ILMN_3246832	104.7568	14	4.795483	0.08311688
ILMN_3246970	106.2706	15	4.377551	0.05324675
ILMN_3241391	91.80914	29	1.698632	0.8896104
ILMN_3241690	101.1962	22	3.505947	0.2012987
ILMN_1661714	92.73577	18	1.778724	0.8454546
ILMN_1812198	93.68135	18	2.516256	0.7636364
ILMN_1710410	96.89745	19	2.335858	0.4857143
ILMN_3233753	95.95512	17	3.014746	0.5649351
ILMN_3228688	196.2478	28	5.94552	0
ILMN_1656139	93.24908	23	3.065068	0.8103896
ILMN_1704302	92.08008	10	3.657303	0.8805195
ILMN_1773002	103.0881	22	3.580546	0.1311688
ILMN_1715802	91.05074	26	2.291398	0.9233766
ILMN_1765734	95.67422	15	3.921666	0.5883117
ILMN_1712038	103.4028	25	3.777606	0.1207792
ILMN_1696480	94.54527	32	1.839816	0.6909091
ILMN_3235683	93.96724	22	2.290269	0.7467533
ILMN_3246580	100.7265	19	3.832934	0.2298701
ILMN_1697024	358.4914	27	9.778894	0
ILMN_1763002	99.50546	23	3.873936	0.2961039
ILMN_1801864	549.7864	18	15.93097	0
ILMN_1695288	92.39913	10	3.156288	0.8688312
ILMN_3302233	98.28022	28	3.250591	0.3805195
ILMN_3224846	99.77802	23	3.092519	0.2779221
ILMN_3304941	94.93855	25	2.228561	0.651948
ILMN_3228057	101.8397	22	2.979837	0.1779221
ILMN_3301572	99.4291	22	1.616559	0.3
ILMN_3236982	94.67573	21	2.743038	0.6792208
ILMN_1675746	97.17097	12	2.253049	0.4623377
ILMN_3243278	97.79653	14	4.215489	0.4246753
ILMN_1799189	107.0588	29	3.156369	0.04155844
ILMN_3224939	93.61988	25	2.351136	0.7727273
ILMN_3299702	95.76765	21	3.420222	0.5818182
ILMN_1651610	96.52763	17	3.97923	0.5103896
ILMN_1689327	5691.923	25	264.3872	0
ILMN_3223197	105.8216	20	3.902297	0.05454545
ILMN_3297679	123.1208	19	5.59566	0.001298701
ILMN_1750601	114.3358	12	5.278893	0.006493506
ILMN_3297965	94.34707	27	2.759792	0.7051948
ILMN_3229781	92.96905	17	2.965013	0.8285714
ILMN_3236004	104.6539	16	3.900195	0.08441558
ILMN_1910660	93.79786	15	2.136611	0.7584416
ILMN_3220952	93.50559	18	2.948799	0.787013
ILMN_3230521	91.30099	22	2.795926	0.9025974
ILMN_3305933	100.3409	21	2.738749	0.2441558
ILMN_1909473	99.47131	23	2.369787	0.2974026
ILMN_1731134	105.0373	17	1.955238	0.07402597
ILMN_1827283	158.1513	28	4.142869	0
ILMN_1769220	96.05612	18	2.965738	0.5571429
ILMN_1697788	104.619	15	4.109187	0.08571429
ILMN_1748767	2714.79	19	147.4888	0
ILMN_3247132	103.1378	18	3.799946	0.1298701
ILMN_1747771	810.8073	26	27.16406	0
ILMN_1679450	362.0997	22	20.23613	0
ILMN_3241462	11047.09	22	379.5244	0
ILMN_3246319	95.24219	25	2.438888	0.6233766
ILMN_1653807	97.63331	28	1.997911	0.4311688
ILMN_3246457	98.04554	30	2.626635	0.4
ILMN_1711685	93.82244	11	4.223261	0.7558442
ILMN_1857968	95.08444	19	3.225964	0.6324675
ILMN_1789187	102.8488	13	2.75782	0.1363636
ILMN_3244358	93.30228	23	2.793433	0.8064935
ILMN_1663129	110.1782	22	4.026109	0.01558442
ILMN_1719344	178.5224	12	5.212142	0
ILMN_3248685	103.9324	25	4.22606	0.0987013
ILMN_1720695	96.75973	13	3.749406	0.4935065
ILMN_3221821	92.9558	20	2.898474	0.8298701
ILMN_3298355	98.18244	27	3.044062	0.3883117
ILMN_1910645	121.1947	16	3.372482	0.001298701
ILMN_3229515	99.53156	20	3.290118	0.2922078
ILMN_3225712	100.3924	19	3.549578	0.2441558
ILMN_3299642	97.91928	19	2.646994	0.412987
ILMN_1806683	98.92213	31	2.188542	0.3285714
ILMN_1833415	116.9291	21	4.441409	0.002597403
ILMN_3301343	100.7983	28	3.316139	0.2246753
ILMN_3230180	94.14425	20	2.786038	0.725974
ILMN_3306852	92.72614	17	4.108919	0.8467532
ILMN_3224825	96.73167	17	2.83353	0.4948052
ILMN_1707386	97.92302	23	2.449836	0.412987
ILMN_1662667	104.4297	22	2.944139	0.08961039
ILMN_3238486	93.92236	26	2.604969	0.7506493
ILMN_1903086	100.7273	15	4.727154	0.2298701
ILMN_1670625	93.95016	22	2.426908	0.7493507
ILMN_1658697	101.5532	17	3.814428	0.1844156
ILMN_3301715	94.76449	24	2.872419	0.6714286
ILMN_3225134	108.1327	12	4.733449	0.02857143
ILMN_3304421	95.98672	25	2.570901	0.561039
ILMN_3223854	101.2038	23	3.181811	0.2012987
ILMN_3229128	101.3244	27	3.040467	0.1987013
ILMN_3232796	92.57609	24	2.503688	0.8597403
ILMN_3302499	365.2755	19	15.40494	0
ILMN_3225908	92.52204	25	1.809372	0.861039
ILMN_3224999	93.16129	16	2.685719	0.8155844
ILMN_3301585	209.175	18	12.57799	0
ILMN_1680774	109.3312	20	2.844381	0.01818182
ILMN_1654313	141.8423	19	3.753799	0
ILMN_1659752	124.7114	31	2.778421	0
ILMN_1732278	114.4692	20	3.882521	0.006493506
ILMN_1888644	99.78778	27	3.236411	0.2753247
ILMN_1874814	96.21432	23	2.26169	0.5428572
ILMN_1716693	104.3702	15	2.302625	0.08961039
ILMN_1777499	88.94814	15	2.773104	0.9831169
ILMN_1661021	102.1977	20	2.900247	0.1558442
ILMN_1712230	98.81834	20	2.659454	0.3363636
ILMN_3297115	107.031	22	4.106659	0.04155844
ILMN_3304149	95.82926	12	6.246997	0.5766234
ILMN_1862043	94.74209	27	3.077029	0.6753247
ILMN_1808591	2088.455	32	56.10143	0
ILMN_1872318	92.50827	22	2.451884	0.8636364
ILMN_1839962	173.2449	25	5.742867	0
ILMN_3249394	106.5659	15	4.065946	0.05064935
ILMN_3224992	102.2249	19	4.28666	0.1558442
ILMN_3301576	97.15694	18	3.188865	0.4636364
ILMN_3235439	95.21856	27	3.626068	0.6246753
ILMN_1738671	94.9164	23	1.833062	0.6558442
ILMN_1680437	4867.689	20	162.2393	0
ILMN_1716298	104.7577	22	4.228839	0.08311688
ILMN_1734348	92.61372	17	2.583909	0.8597403
ILMN_3225648	104.782	21	3.178916	0.08311688
ILMN_3225649	106.9292	22	3.155399	0.04545455
ILMN_3227210	93.00677	20	2.617989	0.8246753
ILMN_1676050	100.0099	27	2.359647	0.261039
ILMN_1656123	97.66618	21	3.409725	0.4272727
ILMN_1654430	96.28259	18	3.730183	0.5376623
ILMN_1900154	103.0426	15	3.630896	0.1311688
ILMN_1800103	115.4868	21	3.729747	0.002597403
ILMN_1653185	106.2019	28	3.443462	0.05324675
ILMN_1877620	104.7426	21	3.645442	0.08311688
ILMN_3234950	92.15701	20	2.853769	0.8805195
ILMN_3245287	109.3592	16	5.3298	0.01818182
ILMN_1850130	97.39604	22	3.208848	0.4454545
ILMN_3231601	95.39934	16	1.87008	0.6103896
ILMN_3300226	97.09341	20	3.305666	0.4675325
ILMN_3301698	102.0016	17	4.279982	0.1714286
ILMN_1663988	94.19308	24	2.413207	0.7207792
ILMN_3229446	129.4728	22	4.957162	0
ILMN_3297779	95.24525	22	2.217615	0.6220779
ILMN_1785756	782.6102	20	31.6801	0
ILMN_1872037	99.49073	32	2.987853	0.2961039
ILMN_1656662	3843.049	31	153.6786	0
ILMN_1759691	94.42931	19	3.064629	0.7
ILMN_3246170	96.97688	20	2.745466	0.4779221
ILMN_1671721	101.1165	21	2.894223	0.2077922
ILMN_1810956	97.53587	21	2.938728	0.4376623
ILMN_3304120	99.76281	30	2.23155	0.2792208
ILMN_3242481	97.19908	20	3.108946	0.4610389
ILMN_1801680	103.8108	25	2.569857	0.0987013
ILMN_1652209	99.75824	18	1.736026	0.2792208
ILMN_1881341	100.6218	12	3.480201	0.2350649
ILMN_1661645	104.8055	24	3.363028	0.08311688
ILMN_3225699	95.81627	23	3.253162	0.5766234
ILMN_3241245	97.26338	26	1.670279	0.4571429
ILMN_1656938	95.4463	17	3.202988	0.6064935
ILMN_3240475	95.57439	33	2.376675	0.5922078
ILMN_1880222	102.1087	21	3.061273	0.1597403
ILMN_1706065	100.1695	16	3.240642	0.2571429
ILMN_3304092	103.5979	22	3.819557	0.1064935
ILMN_3245569	100.4739	24	3.037363	0.2441558
ILMN_3227321	3730.417	25	122.4268	0
ILMN_3300051	152.1149	22	6.025413	0
ILMN_1771103	103.9261	14	3.684921	0.0987013
ILMN_3239433	94.45801	23	2.21908	0.6987013
ILMN_3243953	101.0059	22	3.728133	0.2142857
ILMN_3230286	135.9539	13	5.866743	0
ILMN_3229113	95.61523	17	2.297835	0.5896104
ILMN_3305727	87.38932	16	2.779271	0.9961039
ILMN_1661174	2629.909	22	119.4591	0
ILMN_1854957	96.26487	15	2.808655	0.5402597
ILMN_3228508	110.9171	14	3.287649	0.01298701
ILMN_3301155	98.73808	35	2.009765	0.3428572
ILMN_1882519	102.1588	24	3.659436	0.1571429
ILMN_1844813	103.1565	17	2.751201	0.1285714
ILMN_1791534	98.65684	23	3.475613	0.3454545
ILMN_1857522	96.72407	23	2.917652	0.4961039
ILMN_3245914	99.34358	15	1.970938	0.3064935
ILMN_3301785	109.122	23	4.390902	0.01818182
ILMN_1883492	106.4281	16	5.120921	0.05064935
ILMN_3235642	336.8289	29	14.77305	0
ILMN_1703102	310.6739	18	12.5436	0
ILMN_3235143	118.8945	21	3.331979	0.001298701
ILMN_3297605	98.63426	21	3.751295	0.3454545
ILMN_3230024	89.4409	21	2.225487	0.9714286
ILMN_3233239	148.2961	32	4.869964	0
ILMN_3231300	96.60162	21	3.158676	0.5064935
ILMN_3225521	93.30698	30	2.439984	0.8051948
ILMN_1671276	97.03552	17	2.758156	0.4753247
ILMN_1800800	93.5228	27	2.481426	0.7831169
ILMN_1871172	101.1963	27	2.765005	0.2012987
ILMN_1847363	101.4353	16	2.769027	0.1961039
ILMN_1663059	94.32891	24	1.880352	0.7103896
ILMN_3305839	103.8415	20	4.584477	0.0987013
ILMN_1791827	271.1956	26	10.61748	0
ILMN_3247028	100.075	22	2.597002	0.2571429
ILMN_1655623	100.5648	26	2.691073	0.2376623
ILMN_1873278	96.0061	11	4.08824	0.5584416
ILMN_1777537	99.9547	23	2.31959	0.2636364
ILMN_3237057	95.45251	24	2.903436	0.6038961
ILMN_3237161	105.3613	30	2.174524	0.06233766
ILMN_3227427	96.15852	26	2.255464	0.5467532
ILMN_3304028	94.17825	24	2.622313	0.7207792
ILMN_1753980	176.979	19	9.260021	0
ILMN_1792268	101.1412	35	1.980134	0.2077922
ILMN_3298400	116.7575	31	2.338098	0.002597403
ILMN_3237231	102.3086	12	4.033543	0.1506494
ILMN_3303295	123.0643	14	9.21737	0.001298701
ILMN_3226694	99.18697	24	2.260336	0.312987
ILMN_1814011	4528.223	22	113.4846	0
ILMN_1810945	103.363	19	5.99493	0.1220779
ILMN_1660323	96.58735	16	3.512302	0.5064935
ILMN_1660277	106.7535	29	2.603706	0.04805195
ILMN_1700025	945.0154	24	59.41087	0
ILMN_1665115	94.85783	19	2.703429	0.6597403
ILMN_3302196	93.37901	20	3.364702	0.8
ILMN_3225445	103.4895	18	3.127932	0.1181818
ILMN_1662942	99.23875	20	2.843723	0.3103896
ILMN_1788540	100.3916	17	4.605683	0.2441558
ILMN_1773346	98.08205	16	3.653124	0.3974026
ILMN_1765454	103.623	24	3.247221	0.1064935
ILMN_3235044	94.73475	18	3.001761	0.6766234
ILMN_1859744	104.6427	18	4.451221	0.08441558
ILMN_1653182	111.202	15	3.415606	0.01298701
ILMN_3225617	116.2534	14	4.404853	0.002597403
ILMN_1878728	101.7529	21	3.381706	0.1792208
ILMN_1670001	98.67662	23	3.026884	0.3441558
ILMN_1869776	100.5352	25	2.415504	0.2415584
ILMN_3240326	101.44	30	2.720875	0.1948052
ILMN_1671196	100.6329	19	2.787474	0.2350649
ILMN_1769218	96.54449	18	3.667105	0.5090909
ILMN_1668861	372.2719	17	20.3079	0
ILMN_1893764	116.8337	12	4.709041	0.002597403
ILMN_3228171	97.28403	24	2.392284	0.4571429
ILMN_1752883	102.8393	21	3.699627	0.1376623
ILMN_3248309	93.99773	19	1.862213	0.7402598
ILMN_1897213	88.0517	14	2.72093	0.9883117
ILMN_3299604	100.0319	19	2.969316	0.2597403
ILMN_3248759	95.96029	13	3.109932	0.5649351
ILMN_1656257	95.20568	24	2.717456	0.6246753
ILMN_1669103	108.1741	17	2.842891	0.02857143
ILMN_1652236	97.3242	17	3.726481	0.4532467
ILMN_1876539	97.8327	11	2.246335	0.4207792
ILMN_1708092	97.45579	21	3.381063	0.4415585
ILMN_3229033	256.5717	21	9.368625	0
ILMN_3305871	108.7317	22	3.481645	0.02337662
ILMN_1658028	114.2282	16	3.450694	0.007792208
ILMN_1724977	97.39439	16	3.439886	0.4454545
ILMN_3248171	97.03869	25	2.331795	0.4753247
ILMN_1784690	124.2266	7	9.755426	0
ILMN_1715185	95.20337	23	2.934247	0.6246753
ILMN_1687199	96.97398	25	3.256016	0.4779221
ILMN_1661904	99.05077	22	3.390128	0.3168831
ILMN_1700516	90.47313	15	5.012659	0.9441559
ILMN_1782384	99.50577	25	3.025323	0.2961039
ILMN_3237314	95.5104	23	3.042934	0.6
ILMN_3246054	98.3796	15	4.395183	0.3675325
ILMN_1775334	105.8876	23	3.491016	0.05324675
ILMN_3241212	121.1596	16	3.777279	0.001298701
ILMN_1883024	95.19354	6	2.871375	0.625974
ILMN_1675482	134.619	18	6.028146	0
ILMN_3301457	99.57278	20	2.27081	0.2909091
ILMN_3248013	91.1849	20	2.735473	0.912987
ILMN_3243055	130.8793	20	3.793021	0
ILMN_3240952	89.89276	22	2.240699	0.9623377
ILMN_3233804	92.09219	24	2.066901	0.8805195
ILMN_3224787	91.01931	23	2.446084	0.9246753
ILMN_3301551	97.20252	21	4.275606	0.4610389
ILMN_3235345	100.8358	29	2.929809	0.2207792
ILMN_3247499	116.0317	10	6.713649	0.002597403
ILMN_3237574	90.24368	16	3.649236	0.9545454
ILMN_3241145	100.1353	29	2.771135	0.2571429
ILMN_3306922	96.67242	27	2.766217	0.5012987
ILMN_1724017	121.9268	13	5.621019	0.001298701
ILMN_3247316	102.267	22	2.650138	0.1532468
ILMN_3240226	159.7044	21	5.427046	0
ILMN_1796923	179.3104	21	5.903729	0
ILMN_1754332	187.2661	19	8.128918	0
ILMN_1689294	116.1381	24	2.946573	0.002597403
ILMN_1748563	103.7234	22	2.975948	0.1025974
ILMN_1737561	101.4455	18	3.107295	0.1948052
ILMN_1756393	96.88473	15	3.488555	0.4857143
ILMN_1657673	118.91	19	4.280773	0.001298701
ILMN_1769752	119.1093	11	3.006527	0.001298701
ILMN_3299162	107.0211	24	3.45447	0.04155844
ILMN_3223843	111.8596	13	4.374908	0.01038961
ILMN_1661052	100.1198	13	5.781148	0.2571429
ILMN_2219618	1085.666	25	53.34467	0
ILMN_1709936	206.4494	21	7.090812	0
ILMN_1794927	120.8681	18	6.826844	0.001298701
ILMN_3235718	110.6144	26	2.979796	0.01428571
ILMN_1720266	144.1787	25	5.093675	0
ILMN_1734445	78.19759	6	1.784117	1
ILMN_2133360	14249.38	17	486.5581	0
ILMN_1691053	792.4631	22	26.09212	0
ILMN_1671651	103.2872	19	3.119982	0.1246753
ILMN_1791642	111.2064	25	3.449177	0.01298701
ILMN_1815218	101.343	24	4.137217	0.1987013
ILMN_1670539	102.1016	21	3.993223	0.161039
ILMN_1780299	94.11633	28	1.811171	0.7298701
ILMN_3246900	100.6897	26	2.723262	0.2311688
ILMN_1696670	109.7364	21	3.293798	0.01688312
ILMN_3235312	120.3875	27	4.180735	0.001298701
ILMN_3224758	258.0623	21	6.959406	0
ILMN_3304898	1457.656	26	48.41519	0
ILMN_3242362	118.3698	26	4.214136	0.001298701
ILMN_2187058	108.0014	18	3.524642	0.02857143
ILMN_3249088	123.9422	8	7.643137	0.001298701
ILMN_1777684	94.79409	20	2.915836	0.6649351
ILMN_1757038	95.30447	10	1.729468	0.6168831
ILMN_1797181	343.0161	21	13.95371	0
ILMN_1790943	90.28629	19	2.375327	0.9532468
ILMN_1723232	122.2322	26	3.284784	0.001298701
ILMN_1651268	107.7419	23	3.153487	0.03246753
ILMN_3236584	94.15192	30	2.326995	0.725974
ILMN_2052135	97.82636	28	2.797539	0.4233766
ILMN_1766125	413.924	26	13.16017	0
ILMN_1691480	140.11	25	4.766528	0
ILMN_2216265	109.1421	23	3.554141	0.01818182
ILMN_1705953	114.4847	26	4.024761	0.006493506
ILMN_1820389	91.79316	14	3.354185	0.8896104
ILMN_1751016	97.23904	15	2.8014	0.4571429
ILMN_1720452	90.06065	19	2.756513	0.9584416
ILMN_1669380	91.87589	27	2.002091	0.8857143
ILMN_1718387	94.46922	23	2.296282	0.6961039
