Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_ctrl_a.AVG_Signal	KHYG1_ctrl_a.Avg_NBEADS	KHYG1_ctrl_a.BEAD_STDERR	KHYG1_ctrl_a.Detection Pval
ILMN_3298549	94.95795	24	2.930679	0.5311688
ILMN_1797704	90.47144	18	2.215305	0.8909091
ILMN_1883255	94.27577	20	3.014323	0.5961039
ILMN_3227563	596.4578	19	22.41182	0
ILMN_3226899	141.0964	28	4.88519	0
ILMN_3300810	133.0335	27	3.032359	0
ILMN_1693665	100.0063	25	2.490492	0.1727273
ILMN_3240621	88.40102	13	2.187054	0.9623377
ILMN_1744252	98.36552	20	5.011672	0.2584416
ILMN_1676239	96.00373	30	2.986199	0.4441558
ILMN_1735891	94.38995	20	2.676008	0.5844156
ILMN_1651811	97.03687	16	3.93707	0.3597403
ILMN_3240818	97.33667	30	2.120118	0.3363636
ILMN_3240398	113.5694	30	4.682583	0.005194805
ILMN_3240871	95.49917	23	2.334769	0.4922078
ILMN_3223541	99.30266	17	3.400503	0.2064935
ILMN_3300098	102.1714	19	2.789948	0.1
ILMN_3241396	100.7426	10	3.892724	0.1441558
ILMN_3240989	94.16969	21	2.399226	0.6077922
ILMN_3228294	1220.653	20	63.42078	0
ILMN_3241123	90.27344	19	2.075952	0.8948052
ILMN_3299716	97.70494	32	2.346853	0.3051948
ILMN_3298560	101.785	26	4.177331	0.112987
ILMN_3225944	98.46823	24	3.030491	0.2480519
ILMN_3301319	103.921	19	2.804142	0.05974026
ILMN_3306725	108.1152	20	2.287525	0.03116883
ILMN_3225843	225.5839	19	13.97414	0
ILMN_3301324	5971.581	24	155.1093	0
ILMN_1874778	95.99812	22	2.146741	0.4454545
ILMN_3224982	94.66806	18	3.655369	0.5571429
ILMN_3221807	110.9304	21	4.465184	0.01038961
ILMN_3298334	143.2422	14	6.072351	0
ILMN_3225162	101.0931	21	2.341501	0.1285714
ILMN_3301746	91.2236	23	1.715318	0.8441558
ILMN_1699253	1202.455	19	61.92232	0
ILMN_3240921	96.11407	24	2.218319	0.438961
ILMN_3301468	10530.35	24	350.2744	0
ILMN_3224888	102.5751	17	5.047147	0.08961039
ILMN_3225684	88.32191	30	2.272315	0.9649351
ILMN_3298047	98.04882	25	2.445079	0.2779221
ILMN_3227992	142.3797	20	4.858203	0
ILMN_1911500	98.15976	26	3.38726	0.2727273
ILMN_3234823	91.78575	23	3.305316	0.8064935
ILMN_3241707	93.65865	23	2.138103	0.6558442
ILMN_3298215	2060.159	23	55.99986	0
ILMN_3227604	347.4563	22	18.99524	0
ILMN_3304203	422.1152	21	17.2726	0
ILMN_3241838	100.7497	21	3.123994	0.1441558
ILMN_3230260	102.3592	12	3.052211	0.0961039
ILMN_3227772	122.5576	26	3.652087	0
ILMN_3301334	107.1784	27	3.130984	0.03246753
ILMN_1664909	91.70171	24	1.294093	0.8103896
ILMN_3241196	92.56638	31	2.383692	0.7493507
ILMN_1750215	99.54865	16	2.990588	0.1948052
ILMN_3304413	93.31378	19	3.317947	0.6844156
ILMN_3227805	91.39069	18	2.72269	0.8311688
ILMN_3236877	362.7344	19	20.02628	0
ILMN_3304691	212.2806	26	9.835102	0
ILMN_3248722	97.02514	22	2.695363	0.3597403
ILMN_3240062	94.94532	28	2.528467	0.5324675
ILMN_1757281	97.84851	18	4.136342	0.2961039
ILMN_3244137	93.19292	21	2.898423	0.6961039
ILMN_3244200	101.7141	13	3.289668	0.1155844
ILMN_1742679	96.00723	25	2.651292	0.4441558
ILMN_3221569	100.11	27	2.075863	0.1727273
ILMN_3239946	196.9868	28	6.410557	0
ILMN_1896441	102.8508	28	2.537508	0.08051948
ILMN_3244433	93.93929	20	2.707537	0.6298701
ILMN_3244548	93.85452	21	2.127607	0.6337662
ILMN_3242226	95.61524	27	2.186144	0.4844156
ILMN_3228007	97.9494	27	2.086968	0.2857143
ILMN_3244666	92.15921	16	3.172842	0.7831169
ILMN_3228037	104.3666	27	3.21799	0.05584415
ILMN_3300555	92.67876	32	2.397075	0.7402598
ILMN_3229824	92.09225	24	2.556678	0.787013
ILMN_3227582	95.649	16	3.320372	0.4818182
ILMN_1767024	96.60432	21	2.548233	0.4012987
ILMN_3244750	91.21807	29	2.374846	0.8441558
ILMN_1662472	96.00671	17	3.691579	0.4441558
ILMN_3224555	104.3102	21	4.443277	0.05584415
ILMN_3233032	101.23	22	3.325154	0.1272727
ILMN_1679719	100.8717	22	3.213661	0.1363636
ILMN_1718992	91.43143	21	2.407995	0.825974
ILMN_3225386	97.38474	19	2.308817	0.3272727
ILMN_3301971	96.28511	27	2.011889	0.4194805
ILMN_3225938	8412.651	20	434.2553	0
ILMN_3297130	190.3632	18	7.230422	0
ILMN_3298294	119.566	21	3.399569	0
ILMN_3299365	885.2925	26	31.35023	0
ILMN_3229606	159.1264	24	5.5124	0
ILMN_1709313	93.16224	13	3.120325	0.6974026
ILMN_3301669	91.61723	30	2.445689	0.8155844
ILMN_3222295	99.03241	20	3.455247	0.2220779
ILMN_3302753	97.29502	22	3.160983	0.3376623
ILMN_3297872	119.1963	16	6.197981	0.001298701
ILMN_3227515	100.412	12	4.351758	0.1597403
ILMN_3299375	109.0246	13	2.677119	0.01558442
ILMN_3304887	590.3615	15	32.54865	0
ILMN_3227811	866.7551	24	47.02921	0
ILMN_3302560	100.8843	31	2.889119	0.1363636
ILMN_3302425	98.49372	22	3.926057	0.2467532
ILMN_3244001	102.8945	17	4.804741	0.07922078
ILMN_3222631	112.2909	18	3.419848	0.006493506
ILMN_3302054	104.8797	12	3.165458	0.05064935
ILMN_3297675	103.3924	22	2.732846	0.06883117
ILMN_3228094	103.0647	22	3.405133	0.07662338
ILMN_3244192	12790.22	29	334.9568	0
ILMN_1697527	91.40654	22	3.382802	0.8298701
ILMN_1651351	91.70347	24	2.055771	0.8103896
ILMN_1663245	101.4863	22	3.953887	0.1207792
ILMN_3237016	91.63496	14	1.881627	0.8142857
ILMN_1699967	92.44732	29	2.579184	0.7623377
ILMN_1719694	180.9749	31	5.463564	0
ILMN_3221473	96.568	22	2.873729	0.4012987
ILMN_3229447	95.36505	19	2.169575	0.5051948
ILMN_3306071	89.30628	19	3.43165	0.9402598
ILMN_3245245	93.89541	16	4.082491	0.6324675
ILMN_3237025	92.59718	14	3.57873	0.7454545
ILMN_3245327	97.75476	22	2.822814	0.3025974
ILMN_3235457	94.40948	20	2.013094	0.5831169
ILMN_3245433	98.98261	32	3.392135	0.2233766
ILMN_1809347	4156.566	22	192.2754	0
ILMN_3306691	96.33673	25	2.789046	0.4181818
ILMN_1667768	97.12241	14	3.947	0.3532467
ILMN_3243307	94.02218	17	4.673373	0.6207792
ILMN_3225304	113.8219	21	3.443506	0.003896104
ILMN_3298637	94.45181	18	2.795615	0.5805195
ILMN_1838949	96.92615	18	2.818073	0.3688312
ILMN_1814153	116.4914	29	3.233391	0.001298701
ILMN_1692893	115.2402	23	2.725944	0.001298701
ILMN_1856986	94.75856	20	2.473478	0.5506493
ILMN_3302003	98.70432	18	3.789067	0.2402597
ILMN_3225422	101.5259	27	2.549457	0.1207792
ILMN_3225053	95.92693	22	2.89814	0.4558442
ILMN_3225358	241.1064	22	9.301294	0
ILMN_3297510	556.6338	29	18.86578	0
ILMN_3301060	95.65781	24	2.690111	0.4818182
ILMN_3224488	95.45378	25	2.125625	0.4974026
ILMN_3229570	454.4611	23	13.82792	0
ILMN_3304049	567.3516	23	27.05239	0
ILMN_3243492	100.6587	22	3.008145	0.1480519
ILMN_3298829	419.4104	23	14.77961	0
ILMN_3301300	101.0772	29	3.269621	0.1285714
ILMN_3224722	102.8564	26	3.10358	0.08051948
ILMN_3245578	129.0473	20	5.141101	0
ILMN_3222998	115.55	23	3.629878	0.001298701
ILMN_3231178	96.121	19	3.137482	0.438961
ILMN_3247956	98.50768	23	2.698711	0.2467532
ILMN_3239507	96.05048	17	2.560807	0.4428571
ILMN_3223953	129.5023	11	8.779107	0
ILMN_3300516	97.01357	19	2.817892	0.361039
ILMN_3297754	90.21037	23	1.745176	0.9
ILMN_3302701	91.25073	20	2.452275	0.8441558
ILMN_3226095	92.61933	30	2.94799	0.7454545
ILMN_3235842	92.79145	30	1.74193	0.7285714
ILMN_3230310	97.30158	18	3.33625	0.3376623
ILMN_3305365	95.30779	19	2.577242	0.5116883
ILMN_1780308	106.2303	18	4.363465	0.03766234
ILMN_3302156	97.91518	25	2.734749	0.2883117
ILMN_3306019	254.8533	30	8.296967	0
ILMN_3232966	86.5172	24	2.48992	0.9909091
ILMN_3306154	91.23661	22	2.613256	0.8441558
ILMN_3228335	95.99072	19	3.408614	0.4467532
ILMN_3242293	102.5293	14	2.570453	0.09090909
ILMN_3228248	96.35909	10	2.287534	0.4155844
ILMN_3298148	96.08901	21	2.229895	0.4402598
ILMN_1912160	103.1699	21	3.334245	0.07402597
ILMN_1716353	94.53191	25	1.9103	0.5766234
ILMN_1807136	146.4008	13	7.800998	0
ILMN_3226385	99.50961	19	3.507348	0.1987013
ILMN_3300202	96.05002	27	3.315554	0.4428571
ILMN_3221287	96.90858	19	4.083272	0.3701299
ILMN_1663696	99.6663	16	1.994361	0.1883117
ILMN_3297141	101.5797	18	3.894381	0.1207792
ILMN_3248935	96.2117	26	2.899387	0.4298701
ILMN_3300198	119.9686	25	3.305685	0
ILMN_3224108	105.3853	21	4.909274	0.04675325
ILMN_3249001	125.0684	22	5.378139	0
ILMN_3228320	87.21471	11	1.932582	0.9831169
ILMN_3226453	94.97111	24	1.719734	0.5298702
ILMN_3297398	147.254	21	6.922407	0
ILMN_3244011	95.28922	24	2.411171	0.512987
ILMN_1819991	97.04831	18	3.254326	0.3597403
ILMN_1752832	95.85663	16	3.06626	0.4584416
ILMN_2180519	4666.186	19	245.4872	0
ILMN_3226392	1101.997	21	57.28072	0
ILMN_3249715	104.6072	27	3.127264	0.05194805
ILMN_3306457	104.6898	24	2.734496	0.05194805
ILMN_3245000	8028.688	26	229.6029	0
ILMN_3246174	94.40597	21	3.20169	0.5831169
ILMN_3246219	118.1029	18	2.285285	0.001298701
ILMN_3226737	94.95264	24	1.873883	0.5311688
ILMN_3297311	109.5157	27	3.250849	0.01428571
ILMN_3229227	105.9704	21	2.64367	0.04155844
ILMN_1655151	98.84231	22	3.837922	0.2350649
ILMN_3239480	97.35371	26	2.478644	0.3311688
ILMN_3228746	108.1232	20	4.6506	0.03116883
ILMN_3296958	88.9469	26	2.358796	0.9480519
ILMN_3226814	1039.488	20	29.76425	0
ILMN_1743673	100.0539	22	2.471961	0.1727273
ILMN_3300891	129.8396	30	2.664286	0
ILMN_3224384	100.7094	31	1.866198	0.1454545
ILMN_3240800	99.35133	17	3.328434	0.2012987
ILMN_3225620	95.481	25	2.419861	0.4922078
ILMN_3304821	94.54814	18	1.980849	0.5753247
ILMN_3224856	140.7826	27	4.168055	0
ILMN_3221751	90.42284	18	1.671714	0.8935065
ILMN_3226810	275.9496	23	12.65465	0
ILMN_3226618	113.2218	24	2.845101	0.005194805
ILMN_3248213	93.55538	30	1.997952	0.6636364
ILMN_3301763	94.83131	19	1.812431	0.5454546
ILMN_3227768	108.0085	16	2.953646	0.03116883
ILMN_1844779	96.985	23	2.311882	0.3636364
ILMN_3225449	231.987	28	7.742049	0
ILMN_3239629	3651.62	11	106.1142	0
ILMN_3248803	132.457	20	6.862099	0
ILMN_3301878	101.4402	23	2.933763	0.1220779
ILMN_3298163	115.7392	15	4.176536	0.001298701
ILMN_3305025	136.4773	21	3.388915	0
ILMN_3226613	1005.032	30	41.81423	0
ILMN_3304451	93.71591	13	3.896709	0.651948
ILMN_3302139	401.3003	18	14.19982	0
ILMN_1691106	124.6944	22	4.404185	0
ILMN_3244466	88.83634	19	2.008753	0.9493507
ILMN_3244617	98.34813	26	2.285768	0.2584416
ILMN_3244654	94.09884	33	2.388097	0.6168831
ILMN_3244717	94.49471	14	2.662184	0.5792208
ILMN_3226216	94.27167	19	3.253702	0.5961039
ILMN_3244749	107.9145	20	3.258289	0.03116883
ILMN_3305475	998.4771	28	33.86555	0
ILMN_1911706	97.73614	22	2.977021	0.3025974
ILMN_3226251	94.27941	24	2.829418	0.5948052
ILMN_3234073	92.86992	28	2.398553	0.7220779
ILMN_3244977	93.18287	23	2.91009	0.6961039
ILMN_3245028	92.35444	23	2.174762	0.774026
ILMN_1791297	108.554	25	3.671491	0.02467532
ILMN_3249449	97.65298	33	2.634666	0.3077922
ILMN_3227977	95.34845	17	2.91778	0.5090909
ILMN_3304584	104.7254	32	3.328708	0.05194805
ILMN_3225211	2145.952	23	55.27367	0
ILMN_1663065	95.9879	28	2.354105	0.4467532
ILMN_1657274	90.10065	17	3.195366	0.9116883
ILMN_1795744	90.92581	24	2.026531	0.8636364
ILMN_1667207	99.20737	18	3.846877	0.2116883
ILMN_1767178	91.45352	21	3.212403	0.8246753
ILMN_1663598	95.64064	16	3.216504	0.4818182
ILMN_3222377	90.13525	19	2.466543	0.9103896
ILMN_1814241	94.96984	34	2.34144	0.5298702
ILMN_1679910	96.75519	28	1.729967	0.3805195
ILMN_3235118	158.6341	20	6.222333	0
ILMN_1786606	111.9972	19	4.820513	0.009090909
ILMN_1825242	92.93549	31	2.311546	0.7181818
ILMN_3228595	1030.238	26	29.46095	0
ILMN_3297898	1525.668	22	44.32202	0
ILMN_3306854	95.37164	24	2.833701	0.5038961
ILMN_3228414	103.4619	25	3.994997	0.06753246
ILMN_3302484	278.0027	20	12.13165	0
ILMN_3225894	219.8564	14	11.18154	0
ILMN_1839750	159.3797	22	4.597415	0
ILMN_1686060	95.48138	29	2.417743	0.4922078
ILMN_3229057	94.32338	30	2.124586	0.5896104
ILMN_3305273	255.9411	25	12.77418	0
ILMN_3299682	124.7224	25	3.723133	0
ILMN_1791605	94.46471	25	2.614069	0.5792208
ILMN_3227732	6283.688	27	166.2001	0
ILMN_1855975	93.90956	19	2.541757	0.6311688
ILMN_3302937	113.2	22	3.19562	0.005194805
ILMN_3226301	203.286	26	6.768579	0
ILMN_3302905	7154.457	31	221.9693	0
ILMN_3298800	96.48093	22	2.118704	0.4064935
ILMN_3226276	105.1653	19	3.005964	0.04675325
ILMN_3304012	100.2106	24	2.807357	0.1727273
ILMN_3305876	93.471	20	3.089116	0.6675324
ILMN_3305575	99.78559	15	3.959054	0.1805195
ILMN_3226841	99.2946	18	3.10246	0.2077922
ILMN_3299917	102.0252	18	2.433197	0.1051948
ILMN_3232696	1784.852	23	74.7561	0
ILMN_1750299	94.51218	10	4.009212	0.5779221
ILMN_1697378	96.40723	12	4.548449	0.4116883
ILMN_3229818	102.3074	19	3.279381	0.0961039
ILMN_3306444	103.7201	29	2.573107	0.06233766
ILMN_3301662	89.63553	19	2.082193	0.9298701
ILMN_3298129	100.2277	24	3.086071	0.1727273
ILMN_3305417	96.6263	26	2.589954	0.3974026
ILMN_1713146	113.1992	15	6.14317	0.005194805
ILMN_3228852	103.2114	24	3.456179	0.07402597
ILMN_3305378	100.4999	24	2.051015	0.1571429
ILMN_3297577	1415.477	25	70.99934	0
ILMN_1746917	229.04	16	7.075983	0
ILMN_3303673	142.4538	7	7.625902	0
ILMN_3222425	114.7108	17	4.358115	0.001298701
ILMN_3297472	96.04156	20	2.891784	0.4428571
ILMN_3301097	95.93417	30	2.757702	0.4545455
ILMN_3305751	110.9927	18	2.90114	0.01038961
ILMN_3227304	102.4699	26	4.299491	0.09090909
ILMN_3235539	108.0421	24	3.703287	0.03116883
ILMN_3301958	95.20801	23	2.916895	0.5207792
ILMN_3225978	107.9307	16	2.994928	0.03116883
ILMN_3301852	94.03492	24	2.098143	0.6207792
ILMN_3226056	94.22463	20	2.501291	0.6
ILMN_3301016	98.38528	29	2.016061	0.2571429
ILMN_3300140	94.97163	22	2.079366	0.5298702
ILMN_3305354	101.2304	21	3.012845	0.1272727
ILMN_1672427	98.40895	16	3.529018	0.2545455
ILMN_3306573	96.79332	19	3.226977	0.3753247
ILMN_3301740	169.0714	20	7.708463	0
ILMN_3221760	95.73344	27	2.46079	0.474026
ILMN_3247569	98.08138	22	3.850318	0.2766234
ILMN_3304136	98.20927	20	3.083034	0.2714286
ILMN_3305447	129.2258	24	3.976074	0
ILMN_1775835	89.81821	11	2.843328	0.9246753
ILMN_3224952	10900.05	22	385.4209	0
ILMN_1661488	131.9427	21	3.751081	0
ILMN_3239659	97.18319	23	2.712805	0.3454545
ILMN_3224830	95.1529	29	2.222585	0.5246753
ILMN_3239721	102.0955	20	4.115789	0.1025974
ILMN_3242786	96.24275	29	2.469067	0.4285714
ILMN_1659169	91.01031	20	2.772419	0.8571429
ILMN_3300353	91.47941	28	2.628037	0.8207792
ILMN_3223871	93.05613	19	3.147978	0.7090909
ILMN_3229594	104.7564	16	3.105848	0.05194805
ILMN_3306215	1447.589	25	59.50166	0
ILMN_3297885	94.4771	17	3.043581	0.5792208
ILMN_3239293	97.3591	24	2.145218	0.3298701
ILMN_3227250	113.4392	28	3.234721	0.005194805
ILMN_3300505	103.8221	19	2.847095	0.06233766
ILMN_3299505	91.75843	34	1.749379	0.8064935
ILMN_3224815	96.6609	16	4.095515	0.3922078
ILMN_3306294	95.55179	20	3.181864	0.4896104
ILMN_3227086	109.5146	27	2.931821	0.01428571
ILMN_3230483	98.44881	30	3.031575	0.2506494
ILMN_3220861	99.68896	22	3.389599	0.187013
ILMN_3229665	99.51191	13	4.423772	0.1987013
ILMN_3301528	107.9925	29	3.242335	0.03116883
ILMN_3234629	91.56451	19	3.47484	0.8194805
ILMN_3230102	103.2349	23	3.516091	0.07402597
ILMN_1908012	95.50652	18	2.124892	0.4922078
ILMN_3299074	104.3616	25	2.760803	0.05584415
ILMN_3225886	97.00304	20	3.40183	0.3623376
ILMN_3220769	668.6498	22	30.42573	0
ILMN_3299583	126.1636	36	2.990544	0
ILMN_1793367	95.22988	20	1.917447	0.5207792
ILMN_1868265	89.64668	25	2.747414	0.9298701
ILMN_3305942	97.80236	21	3.027865	0.3
ILMN_3303361	97.30645	23	2.129457	0.3376623
ILMN_1666918	93.27639	29	2.197803	0.687013
ILMN_3234812	94.91459	14	1.863357	0.5337662
ILMN_3305988	95.11704	23	2.920312	0.5246753
ILMN_3304111	972.9238	28	31.26148	0
ILMN_3226514	119.5563	23	3.364067	0
ILMN_1710220	183.1611	22	9.131947	0
ILMN_3228430	96.59255	23	3.701289	0.4012987
ILMN_3300717	89.24483	19	1.847075	0.9415584
ILMN_3226727	95.23309	14	4.055425	0.5207792
ILMN_3302508	100.9063	15	2.642304	0.1363636
ILMN_3227994	308.0152	19	15.80526	0
ILMN_3225058	91.91122	25	2.375658	0.8025974
ILMN_3302300	99.08781	31	2.449318	0.2194805
ILMN_3225704	101.3353	17	3.982614	0.1233766
ILMN_3224860	236.8002	22	8.518283	0
ILMN_3301440	2651.048	22	85.03303	0
ILMN_3221928	111.733	22	3.85661	0.01038961
ILMN_3298462	93.77375	27	3.523713	0.6506494
ILMN_3300646	101.0825	24	2.578424	0.1285714
ILMN_3303993	96.96381	18	2.725258	0.3662338
ILMN_1658586	95.34104	29	2.603418	0.5090909
ILMN_1684065	97.67736	18	3.542596	0.3051948
ILMN_3238511	108.7547	19	3.467391	0.02207792
ILMN_1659631	97.32057	27	2.84761	0.3376623
ILMN_1674747	97.34171	13	4.92514	0.3337662
ILMN_1778641	108.5628	19	4.203592	0.02467532
ILMN_3225784	2498.939	28	88.98237	0
ILMN_3302456	2117.601	20	111.082	0
ILMN_1773725	100.1869	21	3.321904	0.1727273
ILMN_3225795	92.34539	18	2.394037	0.7753247
ILMN_3234230	100.5734	27	2.621402	0.151948
ILMN_1692104	99.94286	31	3.244485	0.1766234
ILMN_3301590	97.61018	27	3.216755	0.3116883
ILMN_3228753	105.1408	22	5.040569	0.04805195
ILMN_3305361	96.66096	27	2.525947	0.3922078
ILMN_3221261	95.54883	19	3.711246	0.4896104
ILMN_3227005	96.36563	22	2.632404	0.4155844
ILMN_3299326	92.85684	15	2.967	0.7233766
ILMN_1866040	90.36901	16	1.62497	0.8935065
ILMN_1736563	104.5842	19	2.340089	0.05324675
ILMN_1724052	95.34509	15	2.191739	0.5090909
ILMN_3224290	407.1068	20	18.46184	0
ILMN_3301168	158.123	19	7.637842	0
ILMN_3301677	103.3011	29	3.354664	0.07142857
ILMN_3225673	210.8437	38	7.018727	0
ILMN_1698512	123.8102	25	3.220944	0
ILMN_3227407	92.63879	25	2.313823	0.7428572
ILMN_3226769	415.101	14	28.17647	0
ILMN_1738339	89.27385	26	2.47413	0.9402598
ILMN_1666522	108.0399	29	4.047521	0.03116883
ILMN_3225991	93.13654	20	2.569951	0.7025974
ILMN_3249425	92.74341	26	2.143763	0.7350649
ILMN_3223204	104.3945	27	2.262155	0.05584415
ILMN_1655403	99.38383	17	4.502412	0.2
ILMN_3225176	89.76548	21	1.766536	0.925974
ILMN_3228977	93.50601	25	2.102021	0.6649351
ILMN_3297379	98.63203	26	2.868559	0.2441558
ILMN_3225525	96.47155	19	2.711764	0.4064935
ILMN_1910120	101.1048	26	3.142788	0.1285714
ILMN_1778657	88.71342	20	2.082765	0.951948
ILMN_3304850	99.36991	15	4.452143	0.2
ILMN_3226838	97.00827	23	3.616685	0.361039
ILMN_1809303	96.60133	27	2.664065	0.4012987
ILMN_3298554	103.4772	20	2.597593	0.06623377
ILMN_3305735	100.1534	16	3.946971	0.1727273
ILMN_3229424	93.45197	32	2.038248	0.6688312
ILMN_3306801	98.88731	23	2.934484	0.2285714
ILMN_3300301	96.43622	27	3.101213	0.4103896
ILMN_3306482	499.7172	26	25.25405	0
ILMN_3221072	92.04639	27	2.223961	0.7935065
ILMN_1688611	97.48321	18	2.59493	0.3207792
ILMN_1747715	99.66383	22	2.98485	0.1883117
ILMN_3226924	96.73942	23	2.00822	0.3805195
ILMN_3303528	92.01011	28	2.037882	0.7961039
ILMN_1889884	106.0407	13	6.296788	0.04155844
ILMN_3227542	91.69393	12	2.859519	0.8103896
ILMN_1725556	100.9733	22	3.545283	0.1350649
ILMN_1672874	94.00604	17	2.447472	0.6220779
ILMN_3226109	112.9418	26	3.422901	0.005194805
ILMN_3302715	105.9542	19	2.619643	0.04155844
ILMN_3302615	96.484	26	2.909538	0.4064935
ILMN_1725186	90.26364	16	2.101517	0.8961039
ILMN_3305768	93.7584	25	2.961783	0.6506494
ILMN_3234963	106.3069	29	2.655842	0.03766234
ILMN_3225066	96.72783	34	2.26264	0.3805195
ILMN_3305012	98.09109	24	3.913426	0.2753247
ILMN_3229008	92.78326	20	1.886957	0.7298701
ILMN_3305619	92.32919	21	2.189319	0.7766234
ILMN_3301372	232.7382	22	19.82755	0
ILMN_3303101	103.9818	26	2.124593	0.05974026
ILMN_3226495	112.4657	25	4.036171	0.006493506
ILMN_3225309	128.4086	20	4.707628	0
ILMN_3228832	93.05669	18	2.505896	0.7090909
ILMN_3298313	89.66884	32	2.146318	0.9285714
ILMN_3306028	115.8951	23	3.592475	0.001298701
ILMN_1835780	103.569	32	4.017438	0.06493507
ILMN_3297503	102.1313	29	3.777486	0.1012987
ILMN_3296979	5704.368	19	211.4279	0
ILMN_1860662	90.79566	15	3.457684	0.8688312
ILMN_1680929	95.93609	17	2.700656	0.4545455
ILMN_3299531	93.57151	22	1.864092	0.6610389
ILMN_3226467	100.0468	23	2.584724	0.1727273
ILMN_3303072	101.3646	20	3.021524	0.1233766
ILMN_3304396	128.45	10	4.783671	0
ILMN_1829131	98.52288	12	2.130785	0.2467532
ILMN_3301103	101.2992	22	3.301534	0.125974
ILMN_3306064	97.50938	14	2.166827	0.3181818
ILMN_3305597	98.10757	27	2.662616	0.274026
ILMN_3231621	137.3647	22	2.989395	0
ILMN_3228269	96.30466	19	3.236258	0.4181818
ILMN_3299929	104.2129	16	3.35482	0.05584415
ILMN_1869390	100.2144	20	2.473586	0.1727273
ILMN_1897987	98.45482	19	2.546291	0.2506494
ILMN_1896111	93.80665	22	2.401143	0.6441559
ILMN_1803979	94.50531	19	4.199976	0.5779221
ILMN_3305949	6227.498	18	309.7664	0
ILMN_1838319	103.6342	15	5.26883	0.06233766
ILMN_3223966	118.4361	16	5.850648	0.001298701
ILMN_3298993	123.5703	29	3.180632	0
ILMN_3300471	2388.026	18	84.36847	0
ILMN_1704014	201.5275	24	7.897598	0
ILMN_3235737	94.61108	18	2.379714	0.5662338
ILMN_1665285	93.38116	19	2.642287	0.6753247
ILMN_1745276	105.7756	16	4.064022	0.04155844
ILMN_3227026	99.09494	15	1.963449	0.2181818
ILMN_3299447	104.3535	24	2.325956	0.05584415
ILMN_1688790	98.20311	21	5.518267	0.2714286
ILMN_1728999	101.6589	20	2.30378	0.1168831
ILMN_1899628	97.09291	18	2.347254	0.3584416
ILMN_3229954	97.34978	16	3.105638	0.3311688
ILMN_3297912	93.73292	23	2.240504	0.6506494
ILMN_3241234	439.1225	20	18.42811	0
ILMN_3222462	92.4009	19	2.871438	0.7662337
ILMN_3222402	100.5649	14	3.079643	0.1532468
ILMN_3305772	102.5574	14	3.500405	0.08961039
ILMN_3235013	703.186	14	42.47184	0
ILMN_3302476	89.28883	24	1.571406	0.9402598
ILMN_3221499	103.0886	22	3.714068	0.07532468
ILMN_3235074	98.37125	23	2.691567	0.2584416
ILMN_1707685	90.4742	19	2.863855	0.8909091
ILMN_3237656	2752.84	19	126.6312	0
ILMN_1662130	1715.47	17	53.66371	0
ILMN_3239514	99.53709	21	2.518835	0.1961039
ILMN_3238006	603.9479	21	29.70305	0
ILMN_3238048	947.8356	27	39.18111	0
ILMN_3238150	96.66197	18	3.160024	0.3922078
ILMN_1865078	99.00776	19	2.328463	0.2233766
ILMN_1655404	95.93899	22	2.526657	0.4545455
ILMN_1703840	98.11423	22	2.908798	0.274026
ILMN_1663884	91.46997	20	2.134971	0.8220779
ILMN_1729060	98.35059	30	1.821487	0.2584416
ILMN_1657443	101.0176	34	2.82592	0.1311688
ILMN_3220532	89.59853	21	3.236051	0.9324675
ILMN_3302522	94.18646	18	2.833622	0.6038961
ILMN_1692481	95.29453	18	2.31544	0.5116883
ILMN_1882764	129.1453	21	4.555748	0
ILMN_1700229	99.41587	25	2.782825	0.2
ILMN_3242833	91.70609	22	2.769681	0.8103896
ILMN_3224236	97.85182	19	2.04226	0.2961039
ILMN_3300802	105.0517	12	5.934848	0.04805195
ILMN_3243296	98.45627	16	3.682615	0.2506494
ILMN_3248051	98.91373	27	2.757162	0.2285714
ILMN_3234116	492.4884	28	25.17678	0
ILMN_3243943	97.6404	22	1.60558	0.3090909
ILMN_3248412	90.72767	22	2.585654	0.8753247
ILMN_3244130	93.70955	15	3.659422	0.651948
ILMN_3246832	102.603	14	3.702654	0.08961039
ILMN_3246970	103.145	23	3.464186	0.07402597
ILMN_3241391	92.52729	29	2.511117	0.7545455
ILMN_3241690	91.59827	26	2.314788	0.8168831
ILMN_1661714	98.43832	19	3.514466	0.2506494
ILMN_1812198	89.48022	24	1.986609	0.938961
ILMN_1710410	98.53887	17	2.974433	0.2454545
ILMN_3233753	92.26801	23	2.472596	0.7779221
ILMN_3228688	165.569	25	7.140933	0
ILMN_1656139	92.27127	15	2.674067	0.7779221
ILMN_1704302	91.17584	18	2.318019	0.848052
ILMN_1773002	98.41978	17	3.910131	0.2545455
ILMN_1715802	93.43288	19	1.619395	0.6701299
ILMN_1765734	93.90278	20	3.067517	0.6311688
ILMN_1712038	95.84011	33	2.510855	0.4597403
ILMN_1696480	97.77464	28	2.656774	0.3012987
ILMN_3235683	99.91746	17	2.014452	0.1779221
ILMN_3246580	94.68887	30	2.990256	0.5545455
