Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_ctrl_a.AVG_Signal	KHYG1_ctrl_a.Avg_NBEADS	KHYG1_ctrl_a.BEAD_STDERR	KHYG1_ctrl_a.Detection Pval
ILMN_1811450	96.87768	22	2.369047	0.3701299
ILMN_2295387	101.9072	27	2.819339	0.1103896
ILMN_1663518	101.0628	20	3.610566	0.1285714
ILMN_2205470	189.039	22	4.57016	0
ILMN_1765002	103.1251	19	3.847591	0.07402597
ILMN_2145914	91.33314	25	2.03331	0.8376623
ILMN_1764959	94.31816	23	2.839514	0.5909091
ILMN_2184884	86.27766	23	2.786809	0.9935065
ILMN_2174658	91.77953	20	2.783646	0.8064935
ILMN_1670076	102.6854	28	3.123141	0.08441558
ILMN_1652000	113.8641	20	4.068377	0.002597403
ILMN_1658160	135.6562	28	3.307789	0
ILMN_3244110	160.3186	23	6.160014	0
ILMN_1755677	214.7937	27	7.105584	0
ILMN_2185675	130.8441	25	2.842754	0
ILMN_3284331	96.39515	16	3.767339	0.4116883
ILMN_3207821	98.89746	21	2.62789	0.2285714
ILMN_3242248	93.78963	24	2.808753	0.6493506
ILMN_1713402	114.4036	26	3.428052	0.001298701
ILMN_3231686	91.56781	17	3.194152	0.8194805
ILMN_3231638	119.0237	12	6.183357	0.001298701
ILMN_3182275	94.87405	15	2.359457	0.5389611
ILMN_3245907	102.8853	23	3.281158	0.07922078
ILMN_1802971	107.1642	17	2.268954	0.03246753
ILMN_3238106	117.0947	14	3.638026	0.001298701
ILMN_1688031	86.62406	18	2.879401	0.987013
ILMN_1803647	314.9198	29	10.37025	0
ILMN_1751326	93.7234	15	2.067859	0.651948
ILMN_3245769	104.8884	18	3.423214	0.05064935
ILMN_1758599	91.27319	23	2.395635	0.8428571
ILMN_1762843	98.23952	15	4.113639	0.2701299
ILMN_2093072	98.36855	15	1.928869	0.2584416
ILMN_1789558	88.82568	12	2.876749	0.9493507
ILMN_2057981	105.605	20	4.324521	0.04155844
ILMN_2354269	109.6674	25	3.84682	0.01428571
ILMN_1686043	100.0206	24	2.476366	0.1727273
ILMN_3238845	556.2511	21	24.7845	0
ILMN_1670923	99.76259	29	2.938538	0.1805195
ILMN_3240534	100.0266	20	4.014647	0.1727273
ILMN_3248511	96.96271	31	2.308455	0.3662338
ILMN_1659856	97.1388	21	2.306661	0.3532467
ILMN_2180773	96.64631	29	1.824136	0.3935065
ILMN_1677122	154.238	28	3.428442	0
ILMN_1669566	101.3351	27	2.657578	0.1233766
ILMN_1764704	95.18337	22	2.433657	0.5207792
ILMN_1674608	93.57881	33	2.337086	0.6584415
ILMN_3239580	94.00746	21	3.056085	0.6220779
ILMN_1749868	107.0611	25	2.669494	0.03246753
ILMN_1653376	94.43814	15	2.441107	0.5818182
ILMN_3241099	122.646	27	3.682591	0
ILMN_1773780	352.6945	28	10.00185	0
ILMN_1691946	167.9464	25	7.452321	0
ILMN_1712577	123.1351	20	3.743931	0
ILMN_2127722	107.5385	22	3.096122	0.03116883
ILMN_1652797	94.29197	20	2.531431	0.5935065
ILMN_3237177	916.6072	23	44.34833	0
ILMN_1762615	345.9604	22	12.03368	0
ILMN_3194638	93.65984	28	2.719319	0.6558442
ILMN_3271098	93.29858	27	3.277395	0.6844156
ILMN_1769092	102.435	15	3.704536	0.09090909
ILMN_2394438	11452.77	18	297.2614	0
ILMN_1763603	94.62666	22	1.780378	0.5649351
ILMN_2287276	141.4309	16	6.763663	0
ILMN_1770576	101.6965	25	3.856286	0.1155844
ILMN_3189777	101.1495	30	3.481916	0.1285714
ILMN_3232080	91.79031	22	2.439105	0.8051948
ILMN_3233135	216.3328	26	9.420273	0
ILMN_1804993	107.8506	21	3.963627	0.03116883
ILMN_3247182	396.6697	23	12.84089	0
ILMN_1778876	96.90767	25	3.738326	0.3701299
ILMN_3245418	94.09985	31	2.436636	0.6168831
ILMN_1762696	89.20596	17	1.632319	0.9415584
ILMN_1735502	98.49931	17	3.203984	0.2467532
ILMN_3242758	98.18079	24	3.143266	0.2714286
ILMN_3234932	91.62188	18	1.129665	0.8155844
ILMN_3244033	96.1417	24	2.038043	0.4376623
ILMN_1696699	98.68799	25	3.272411	0.2415584
ILMN_3240888	96.5885	24	2.711152	0.4012987
ILMN_1709367	101.365	19	3.483278	0.1233766
ILMN_3236452	113.8141	22	3.710807	0.003896104
ILMN_1739559	97.56512	24	3.696248	0.3142857
ILMN_1725594	144.3894	22	5.131839	0
ILMN_1698038	99.1793	18	4.04041	0.212987
ILMN_3240559	103.3573	17	5.100483	0.06883117
ILMN_1795026	118.5544	26	3.612552	0.001298701
ILMN_1702056	89.0595	30	2.045864	0.9467533
ILMN_2346769	95.38799	22	2.060494	0.5038961
ILMN_3241250	97.0993	24	2.755049	0.3571429
ILMN_1751492	158.5989	32	6.173065	0
ILMN_1691431	94.36807	18	2.620298	0.5844156
ILMN_1661593	220.4483	26	8.780112	0
ILMN_1682823	93.77882	21	2.794905	0.6493506
ILMN_1700597	95.73512	21	3.590647	0.474026
ILMN_1789407	141.4958	18	6.558396	0
ILMN_2129388	157.064	17	3.442843	0
ILMN_1651504	144.6776	24	4.072556	0
ILMN_1655626	99.9838	19	2.134343	0.174026
ILMN_1654630	100.2305	8	3.172188	0.1727273
ILMN_1730601	89.87438	22	1.890547	0.9220779
ILMN_1730523	291.4444	21	13.82025	0
ILMN_1733799	144.9965	33	5.279398	0
ILMN_2068522	94.2739	15	3.303802	0.5961039
ILMN_1702199	86.91908	23	2.218272	0.9857143
ILMN_1691876	104.3366	17	5.332208	0.05584415
ILMN_2172318	92.4081	25	2.402137	0.7649351
ILMN_1714271	91.54045	18	3.291224	0.8207792
ILMN_1764364	94.54377	28	3.170867	0.5766234
ILMN_2318885	94.33813	21	1.433081	0.5896104
ILMN_1658710	98.39164	18	2.868759	0.2558441
ILMN_1800705	94.54688	24	2.499207	0.5753247
ILMN_2415474	87.84863	18	2.947595	0.9779221
ILMN_1712065	96.41049	25	2.671693	0.4116883
ILMN_1812091	93.84788	21	2.188512	0.635065
ILMN_1811373	428.7691	10	27.20904	0
ILMN_1703009	92.86507	16	3.611848	0.7220779
ILMN_1712684	125.6023	17	4.906116	0
ILMN_1757634	99.3744	21	2.888239	0.2
ILMN_1683165	90.70029	22	2.928128	0.8766234
ILMN_2191313	97.16907	15	3.56619	0.3467532
ILMN_1733736	102.4455	26	2.456496	0.09090909
ILMN_1703860	93.81837	17	3.05868	0.6402597
ILMN_1732699	94.68302	27	1.92538	0.5571429
ILMN_1777990	98.37845	19	3.215872	0.2584416
ILMN_1727249	97.61941	21	3.305715	0.3103896
ILMN_1672753	95.83591	16	3.804885	0.4597403
ILMN_1670189	97.1665	21	3.381343	0.3480519
ILMN_1691201	92.81819	25	2.359732	0.7246753
ILMN_3238452	101.5682	17	3.087291	0.1207792
ILMN_1766660	102.7236	19	1.616501	0.08441558
ILMN_1707694	107.0497	12	5.189816	0.03246753
ILMN_1674787	107.0228	13	4.554117	0.03246753
ILMN_1748809	93.99014	22	2.75319	0.6233766
ILMN_3249487	98.30755	28	2.824961	0.2584416
ILMN_3244487	91.3235	22	2.692225	0.8376623
ILMN_1683119	102.2044	16	3.974176	0.0987013
ILMN_2198802	91.78131	21	2.624341	0.8064935
ILMN_3241149	92.09494	23	2.110294	0.787013
ILMN_1776905	95.19305	19	1.960817	0.5207792
ILMN_1783969	97.46236	27	2.749162	0.3233766
ILMN_1659536	176.5241	18	6.496935	0
ILMN_2140799	188.0971	19	7.633389	0
ILMN_3183838	95.15819	15	2.725172	0.5246753
ILMN_3248127	99.1158	34	1.889568	0.2181818
ILMN_3249073	101.919	18	3.410062	0.1103896
ILMN_1661022	95.28736	18	2.762967	0.5155844
ILMN_1679130	104.7595	26	3.103774	0.05194805
ILMN_2231436	93.61671	21	3.603389	0.6571429
ILMN_3236080	101.6654	21	3.771846	0.1155844
ILMN_2066849	99.35522	22	4.456883	0.2012987
ILMN_3248078	106.9512	29	3.576686	0.03376623
ILMN_1749083	108.7196	21	4.272808	0.02207792
ILMN_3187535	112.6127	18	3.316848	0.005194805
ILMN_3237241	586.6753	14	27.71485	0
ILMN_1724309	100.2204	22	3.115554	0.1727273
ILMN_1761594	271.6593	16	17.14726	0
ILMN_1808584	200.6476	20	8.621166	0
ILMN_1752249	518.4763	24	19.58799	0
ILMN_1665686	100.7317	16	3.040204	0.1441558
ILMN_1785528	198.4233	19	6.494122	0
ILMN_1739199	123.8902	18	6.059153	0
ILMN_1768861	95.20058	17	2.540029	0.5207792
ILMN_1713406	457.6458	14	18.95509	0
ILMN_1723657	107.8949	19	4.806442	0.03116883
ILMN_1655952	885.2214	19	30.787	0
ILMN_1808356	824.4243	29	22.47511	0
ILMN_1685767	88.27818	22	2.437996	0.9662338
ILMN_2355486	89.24398	19	2.593632	0.9415584
ILMN_1777261	160.507	22	5.898733	0
ILMN_2368773	154.8663	26	5.132654	0
ILMN_1720433	88.31978	20	2.243384	0.9649351
ILMN_1791217	166.7418	17	9.25967	0
ILMN_2161285	94.75043	21	2.540439	0.5519481
ILMN_2161286	317.0305	21	17.20475	0
ILMN_3308168	97.47876	21	2.084791	0.3220779
ILMN_1670352	96.40939	26	2.697274	0.4116883
ILMN_1706015	94.42759	24	1.545643	0.5831169
ILMN_1754921	94.43933	21	3.407887	0.5818182
ILMN_1695856	100.2982	19	4.520982	0.1701299
ILMN_1716730	185.7831	26	7.166072	0
ILMN_1691760	357.8355	19	18.12259	0
ILMN_1797116	108.0636	20	2.230388	0.03116883
ILMN_1740466	136.6763	18	4.7042	0
ILMN_1808011	89.78879	18	1.994797	0.925974
ILMN_1713266	816.8252	13	60.4928	0
ILMN_2207726	103.7623	22	2.335866	0.06233766
ILMN_1779861	89.90636	28	2.186465	0.9207792
ILMN_2168903	99.14423	18	3.684338	0.2168831
ILMN_1778940	93.98825	20	2.847819	0.6233766
ILMN_2071473	94.80299	26	2.300836	0.548052
ILMN_1758171	97.10829	17	4.49282	0.3558442
ILMN_3237062	102.519	15	3.768161	0.09090909
ILMN_1802376	94.05973	20	2.979991	0.6207792
ILMN_1669555	153.4032	29	6.303918	0
ILMN_1681553	108.0991	17	4.814195	0.03116883
ILMN_1653742	104.8586	18	3.676166	0.05064935
ILMN_3309589	97.79494	20	3.175953	0.3012987
ILMN_3242997	91.03191	12	2.506986	0.8571429
ILMN_1794038	104.9744	31	2.621522	0.04935065
ILMN_2122374	1186.794	19	56.62909	0
ILMN_1809400	648.5355	25	39.89451	0
ILMN_1725130	2128.069	22	73.89474	0
ILMN_2153466	94.57224	32	1.937663	0.5701299
ILMN_1658452	122.1878	24	3.011198	0
ILMN_2053490	108.9895	19	2.492148	0.01558442
ILMN_1704571	155.2541	26	2.965215	0
ILMN_1744508	571.2537	17	27.90823	0
ILMN_2139827	135.2382	19	6.197263	0
ILMN_1697998	222.6959	25	10.01342	0
ILMN_3264466	112.9191	28	3.486255	0.005194805
ILMN_2171481	88.04091	23	1.855914	0.9688312
ILMN_3307688	96.06251	31	2.361713	0.4428571
ILMN_1672264	90.05072	27	2.011115	0.912987
ILMN_1814924	105.1997	24	2.818321	0.04675325
ILMN_1806386	91.13099	16	2.122563	0.851948
ILMN_2379920	97.39663	23	2.483798	0.3246753
ILMN_2278984	96.36944	20	1.478102	0.4142857
ILMN_1673899	99.18543	27	2.698429	0.2116883
ILMN_3236491	101.6981	23	3.863855	0.1155844
ILMN_1770623	490.1661	22	13.67472	0
ILMN_1787681	94.85339	28	3.159466	0.5415584
ILMN_1707553	100.7273	18	3.762683	0.1441558
ILMN_1707689	101.4755	22	4.288831	0.1207792
ILMN_1778844	109.6633	20	5.272138	0.01428571
ILMN_1758943	97.76881	26	2.638067	0.3012987
ILMN_2092589	94.04292	23	2.912217	0.6207792
ILMN_3272603	530.686	20	26.11379	0
ILMN_3196019	170.4378	30	5.277004	0
ILMN_2057573	4127.753	20	216.1304	0
ILMN_1745764	98.02015	18	2.595304	0.2818182
ILMN_1755721	117.4613	18	4.899146	0.001298701
ILMN_1689552	246.2691	12	14.23662	0
ILMN_1774259	115.6612	21	4.222107	0.001298701
ILMN_1728972	93.49667	23	2.781913	0.6649351
ILMN_1680037	98.612	20	3.242203	0.2441558
ILMN_1726597	144.4569	18	4.774179	0
ILMN_3242330	106.0746	11	4.418678	0.04025974
ILMN_1756654	95.19608	27	2.550653	0.5207792
ILMN_3307791	195.5831	14	6.451983	0
ILMN_1682577	96.68324	12	2.356788	0.3883117
ILMN_1669044	95.94219	23	1.875749	0.4532467
ILMN_1757440	90.73712	21	2.856097	0.8753247
ILMN_1718446	96.06639	26	2.604955	0.4428571
ILMN_2180252	93.52497	32	1.749883	0.6636364
ILMN_1699978	106.2068	25	3.063656	0.03766234
ILMN_1667437	96.48953	15	3.613734	0.4064935
ILMN_2343273	107.0592	16	6.013489	0.03246753
ILMN_1723300	107.745	21	3.862466	0.03116883
ILMN_1792014	110.0568	19	2.719453	0.01428571
ILMN_1709472	101.5778	25	2.129756	0.1207792
ILMN_3243991	96.98808	26	3.289669	0.3636364
ILMN_1705659	98.62513	23	3.331539	0.2441558
ILMN_1798547	89.31112	19	2.374971	0.9402598
ILMN_1732717	98.0521	17	3.04073	0.2779221
ILMN_3232949	100.622	24	3.013641	0.151948
ILMN_3186401	98.05247	29	2.742355	0.2779221
ILMN_3232501	98.72763	22	3.379761	0.2402597
ILMN_1659464	94.80164	23	2.573338	0.548052
ILMN_1788806	91.99837	20	2.777339	0.7961039
ILMN_3238797	197.484	25	7.773345	0
ILMN_3243986	208.5767	13	11.59225	0
ILMN_1719870	264.5139	32	6.435846	0
ILMN_3235790	114.5129	18	3.493597	0.001298701
ILMN_2123559	404.541	15	22.34065	0
ILMN_2123557	111.4015	25	3.944201	0.01038961
ILMN_1701940	124.8862	19	4.033305	0
ILMN_3237074	96.54458	14	1.705075	0.4025974
ILMN_3248190	92.02805	23	2.923578	0.7948052
ILMN_1709379	95.96738	16	2.818963	0.4493507
ILMN_2150446	93.49918	28	3.06336	0.6649351
ILMN_1788638	97.16657	24	2.086752	0.3480519
ILMN_3181927	89.28336	14	3.365409	0.9402598
ILMN_3258385	95.96251	16	2.599316	0.4493507
ILMN_3246786	100.7774	25	2.729536	0.1441558
ILMN_3194147	100.3445	24	2.58252	0.1675325
ILMN_3270493	94.6384	31	2.402612	0.5623376
ILMN_1772728	90.46754	24	2.459201	0.8909091
ILMN_3237067	114.6618	15	4.709982	0.001298701
ILMN_3273268	122.0361	17	4.514338	0
ILMN_3196798	91.83009	17	2.568355	0.8051948
ILMN_2133713	105.152	27	3.579082	0.04675325
ILMN_2130514	144.8908	19	5.353495	0
ILMN_1801304	107.9254	15	3.102299	0.03116883
ILMN_1749960	90.13441	19	1.680466	0.9116883
ILMN_1749474	93.76344	24	2.865814	0.6506494
ILMN_1660819	100.9182	19	2.289453	0.1363636
ILMN_1661387	94.78468	23	3.541193	0.5493507
ILMN_1704134	96.50734	29	3.100532	0.4051948
ILMN_1780808	91.62165	22	2.164774	0.8155844
ILMN_1659862	129.3418	11	5.605117	0
ILMN_1720557	92.8372	25	2.274193	0.7246753
ILMN_1706664	100.1349	18	5.756803	0.1727273
ILMN_1681757	90.63257	23	1.579615	0.8805195
ILMN_1699623	89.80627	33	2.310772	0.925974
ILMN_1759679	99.91543	20	3.206516	0.1779221
ILMN_1812302	93.67993	23	2.441111	0.6545454
ILMN_1727309	591.6025	17	35.10879	0
ILMN_1772973	97.94652	16	3.979161	0.287013
ILMN_1752995	91.85246	26	2.372362	0.8038961
ILMN_2239774	97.53552	20	4.04484	0.3168831
ILMN_1670158	99.14164	30	2.084029	0.2168831
ILMN_1782863	91.53563	21	3.120133	0.8207792
ILMN_1673356	100.8533	9	2.479189	0.138961
ILMN_1781943	273.7597	11	12.06672	0
ILMN_1658301	92.98949	19	2.745003	0.7142857
ILMN_1683231	110.4631	16	4.773837	0.01168831
ILMN_2122848	92.3772	29	2.588809	0.7714286
ILMN_1751328	93.15662	24	2.766711	0.7
ILMN_2219199	98.59751	24	4.163696	0.2441558
ILMN_1670807	107.076	24	5.269497	0.03246753
ILMN_1780298	187.9817	16	7.924859	0
ILMN_3249739	114.1689	25	2.790049	0.001298701
ILMN_2400250	175.6652	18	9.088863	0
ILMN_3250592	201.4667	16	6.677641	0
ILMN_1769532	96.55849	21	2.339498	0.4025974
ILMN_1655051	169.8423	26	4.174868	0
ILMN_1658861	120.8828	22	2.737538	0
ILMN_3186004	103.0967	19	1.943944	0.07402597
ILMN_3262462	104.2685	18	2.674888	0.05584415
ILMN_1753482	116.678	26	2.952541	0.001298701
ILMN_3236135	124.4676	21	4.488527	0
ILMN_3256471	93.41971	19	2.849012	0.6714286
ILMN_1754841	100.5982	14	4.293391	0.151948
ILMN_1712859	92.67053	22	2.264772	0.7402598
ILMN_1652677	95.08364	16	3.081045	0.5272727
ILMN_1710075	95.73683	16	2.401226	0.474026
ILMN_2285817	96.48038	21	3.331359	0.4064935
ILMN_1804117	219.8982	25	11.0694	0
ILMN_1807448	130.8929	12	6.432809	0
ILMN_1696684	93.60818	17	4.399583	0.6571429
ILMN_1748555	99.03962	17	2.061985	0.2220779
ILMN_1751044	98.98739	24	3.761294	0.2233766
ILMN_1658938	90.09473	18	2.456214	0.912987
ILMN_3240907	99.62424	15	5.098122	0.1896104
ILMN_3244051	89.21484	24	2.292659	0.9415584
ILMN_3240649	96.29874	21	2.407809	0.4181818
ILMN_3244382	103.0998	15	3.029776	0.07402597
ILMN_3244631	99.83533	25	4.094572	0.1779221
ILMN_3244244	100.9878	19	1.980119	0.1311688
ILMN_3244720	94.84063	19	2.776421	0.5428572
ILMN_1748539	94.13329	20	3.121472	0.6168831
ILMN_1664907	98.97803	23	3.120075	0.2233766
ILMN_1793320	99.79546	11	5.524661	0.1792208
ILMN_1660797	99.49181	21	2.703131	0.1987013
ILMN_1805993	91.53069	23	2.196569	0.8207792
ILMN_1723953	97.08823	23	1.76857	0.3584416
ILMN_3240754	124.4106	19	4.483696	0
ILMN_3241066	93.77097	23	3.097652	0.6506494
ILMN_1725834	113.6591	20	3.668158	0.005194805
ILMN_1778220	93.22508	20	2.368473	0.6896104
ILMN_1699455	93.86086	21	3.389969	0.6324675
ILMN_1697056	104.8224	20	3.51013	0.05194805
ILMN_3238173	90.58311	9	1.275393	0.8844156
ILMN_1717884	91.92073	16	3.277667	0.8012987
ILMN_3244808	96.14808	26	2.45924	0.4376623
ILMN_1777322	198.0658	33	4.486406	0
ILMN_1783097	91.78792	23	2.594526	0.8051948
ILMN_1784465	99.37558	19	2.904698	0.2
ILMN_1748976	96.292	21	3.687833	0.4181818
ILMN_1685856	93.60727	18	3.109791	0.6571429
ILMN_3235997	89.74831	23	2.346241	0.925974
ILMN_1693071	94.60539	16	3.212676	0.5662338
ILMN_1761981	1515.197	20	99.03662	0
ILMN_2367428	464.5934	19	27.33709	0
ILMN_1779813	1414.602	27	54.23495	0
ILMN_1735453	483.3669	24	24.73787	0
ILMN_2242984	101.2199	24	2.954066	0.1272727
ILMN_1763997	92.82272	26	2.283364	0.7246753
ILMN_2313330	96.44582	21	3.596062	0.4090909
ILMN_1771870	116.5437	17	2.929824	0.001298701
ILMN_1670453	97.90692	19	4.327763	0.2896104
ILMN_1778039	96.54748	19	3.693068	0.4025974
ILMN_2153936	104.1667	18	5.353773	0.05584415
ILMN_2153939	88.84812	20	2.157501	0.9480519
ILMN_2098705	106.4326	31	4.482065	0.03766234
ILMN_1775240	95.0097	29	2.687836	0.5272727
ILMN_1799224	94.89897	23	2.899119	0.5350649
ILMN_1769758	95.10963	16	3.164387	0.5246753
ILMN_1682747	101.3181	25	2.083317	0.1246753
ILMN_1726756	141.3558	30	4.436833	0
ILMN_1698252	113.9961	26	3.633902	0.001298701
ILMN_1683112	114.902	19	3.299077	0.001298701
ILMN_2235137	342.0225	22	14.33068	0
ILMN_1657634	102.1851	14	1.845882	0.1
ILMN_1712122	127.3552	17	3.369361	0
ILMN_2043452	380.1897	24	14.41977	0
ILMN_1682724	97.55669	17	3.208785	0.3155844
ILMN_1758728	713.5635	16	28.89442	0
ILMN_1655642	500.3762	27	15.7098	0
ILMN_2188909	97.76388	31	2.466823	0.3012987
ILMN_1754045	302.8932	21	18.82323	0
ILMN_1811995	92.36172	19	3.579608	0.7727273
ILMN_1773126	96.00883	20	3.409069	0.4441558
ILMN_2232854	92.42652	23	2.095492	0.7636364
ILMN_2143250	225.3006	13	13.14918	0
ILMN_1694596	91.9109	19	3.124942	0.8025974
ILMN_2202915	93.40033	21	2.273824	0.674026
ILMN_2271584	104.0317	20	3.153378	0.05974026
ILMN_1712040	102.9404	6	6.698073	0.07922078
ILMN_1813982	101.932	22	3.874847	0.1103896
ILMN_1678353	97.3635	23	2.649006	0.3298701
ILMN_2062687	101.887	21	3.032721	0.1116883
ILMN_1793732	255.4667	18	10.03904	0
ILMN_1778255	264.8242	25	8.833223	0
ILMN_2055930	97.14317	19	3.863239	0.3532467
ILMN_1765696	10308.08	17	375.707	0
ILMN_1808132	115.9743	16	3.341793	0.001298701
ILMN_2319077	159.0876	21	5.783945	0
ILMN_1781824	342.1016	16	18.5574	0
ILMN_1784871	1413.923	14	51.71445	0
ILMN_2407464	442.3349	21	12.87839	0
ILMN_1691861	117.204	25	2.168393	0.001298701
ILMN_1664098	151.0461	24	3.218704	0
ILMN_1751362	168.6548	31	5.991415	0
ILMN_2053567	148.5685	24	5.062293	0
ILMN_2129859	167.2568	19	5.780873	0
ILMN_1750160	232.3439	19	9.264332	0
ILMN_1733377	344.9103	27	12.92212	0
ILMN_1754795	107.4745	15	4.091804	0.03116883
ILMN_3247578	94.11863	23	3.609228	0.6168831
ILMN_2128931	95.42738	24	3.845143	0.4987013
ILMN_1780591	106.7201	18	3.887006	0.03376623
ILMN_1761551	118.6311	18	4.261309	0.001298701
ILMN_1720162	89.68391	15	1.872796	0.9285714
ILMN_1806914	97.94797	20	3.398741	0.287013
ILMN_1664614	6418.687	5	197.1639	0
ILMN_2290251	104.0307	26	2.946666	0.05974026
ILMN_1730882	97.389	13	3.434301	0.3272727
ILMN_1719205	2909.342	24	75.5467	0
ILMN_1799471	95.14281	25	3.650357	0.5246753
ILMN_2353143	98.76014	23	3.290415	0.2376623
ILMN_1691249	98.6919	25	2.178195	0.2415584
ILMN_1710815	95.32343	21	2.808416	0.5103896
ILMN_1700541	89.80754	25	2.401595	0.925974
ILMN_1672536	100.9892	20	2.992782	0.1311688
ILMN_1686952	93.05061	26	2.065554	0.7090909
ILMN_1722713	97.31245	28	2.844392	0.3376623
ILMN_1721769	93.63671	35	2.059686	0.6571429
ILMN_2390919	89.089	31	2.003726	0.9454545
ILMN_1774602	96.94897	22	2.927047	0.3675325
ILMN_2223941	249.3312	23	8.294794	0
ILMN_1664176	206.8228	16	11.82546	0
ILMN_1735743	94.3385	17	3.558063	0.5896104
ILMN_1783182	95.9497	16	3.410376	0.4493507
ILMN_1670899	99.00931	15	2.996774	0.2233766
ILMN_1719755	98.60702	24	2.180586	0.2441558
ILMN_1728799	88.68602	20	2.89086	0.951948
ILMN_1804005	97.23038	19	1.986626	0.3415585
ILMN_3245236	166.8426	21	7.910239	0
ILMN_1752559	100.3134	20	3.447074	0.1701299
ILMN_1658232	105.4698	11	3.868084	0.04545455
ILMN_1794260	878.3018	28	33.15232	0
ILMN_3237966	216.9902	24	7.656267	0
ILMN_1693438	214.0417	18	7.180518	0
ILMN_1791253	103.078	18	2.578476	0.07662338
ILMN_1767441	100.5558	12	3.705009	0.1532468
ILMN_1663379	172.5899	17	7.894162	0
ILMN_1697561	99.24602	15	3.473796	0.2103896
ILMN_1715901	104.3059	16	3.389715	0.05584415
ILMN_3307782	352.6116	20	10.8476	0
ILMN_1670920	102.3387	13	1.807021	0.0961039
ILMN_1671215	124.8814	16	6.522777	0
ILMN_1688639	95.82667	18	3.446745	0.4623377
ILMN_1754489	177.2082	17	7.759052	0
ILMN_1717252	108.8124	20	3.426513	0.02077922
ILMN_2199362	94.17268	22	2.924377	0.6077922
ILMN_1794187	123.7071	21	6.045241	0
ILMN_2071405	96.79187	24	2.634988	0.3766234
ILMN_1671393	93.59706	14	2.940049	0.6571429
ILMN_1735051	91.78156	30	2.080359	0.8064935
ILMN_1673370	99.99902	33	1.820011	0.1727273
ILMN_2378100	159.2116	20	4.267216	0
ILMN_1799389	146.6342	19	5.892983	0
ILMN_2352216	184.2623	24	8.048054	0
ILMN_1705035	95.66904	25	2.015739	0.4792208
ILMN_1682037	96.37703	23	2.184276	0.4142857
ILMN_1716952	89.40178	38	2.124571	0.938961
ILMN_2089616	101.9288	27	2.600868	0.1103896
ILMN_1733164	120.6106	25	3.490448	0
ILMN_2285112	376.1389	16	20.62763	0
ILMN_1765711	105.6042	16	5.260351	0.04155844
ILMN_1678404	104.2718	25	2.459643	0.05584415
ILMN_1713682	192.8029	28	7.463236	0
ILMN_1755281	117.3124	22	4.650458	0.001298701
ILMN_1715823	109.1367	23	2.727654	0.01428571
ILMN_1789274	95.77816	23	2.839177	0.4701299
ILMN_1714428	93.87738	23	1.964404	0.6324675
ILMN_1743898	89.83126	25	2.692805	0.9246753
ILMN_2368535	97.10149	22	3.134866	0.3571429
ILMN_1664779	87.96497	26	2.05947	0.9753247
ILMN_1729430	195.9962	28	5.767056	0
ILMN_1689380	103.7057	13	4.782101	0.06233766
ILMN_1803211	116.1285	15	5.434273	0.001298701
ILMN_2358647	153.8517	23	4.788228	0
ILMN_1745887	398.6167	24	14.79202	0
ILMN_1701869	135.5841	10	3.542647	0
ILMN_2252178	91.78136	27	2.217818	0.8064935
ILMN_1786469	212.4043	19	11.59123	0
ILMN_2166706	100.4832	19	4.323211	0.1571429
ILMN_1786304	96.54777	32	1.730031	0.4025974
ILMN_1686466	94.45322	25	2.273065	0.5805195
ILMN_2383893	89.18288	17	1.840366	0.9415584
ILMN_2367479	97.4811	19	3.890509	0.3207792
ILMN_2367477	102.9168	17	2.523978	0.07922078
ILMN_1721360	92.83292	23	2.79043	0.7246753
ILMN_1812776	231.3116	17	9.462981	0
ILMN_2045911	230.921	16	9.561806	0
ILMN_1749641	111.2843	22	3.451778	0.01038961
ILMN_2273261	98.32836	15	6.564413	0.2584416
ILMN_1729175	118.852	27	2.273696	0.001298701
ILMN_1672415	104.8185	19	3.968121	0.05194805
ILMN_1700232	129.6172	16	4.608656	0
ILMN_2168992	128.3205	14	4.697393	0
ILMN_1771139	173.383	17	5.500115	0
ILMN_1652280	105.5251	19	4.322994	0.04155844
ILMN_1760830	98.82007	28	3.521147	0.2350649
ILMN_1703955	242.0761	23	7.975893	0
ILMN_1664826	301.7303	24	10.27526	0
ILMN_1765060	210.2441	30	5.654136	0
ILMN_1756358	91.32999	24	2.211546	0.8376623
ILMN_1686697	98.12136	24	2.656402	0.2727273
ILMN_2362293	115.4315	22	4.099191	0.001298701
ILMN_1754811	218.91	19	11.58039	0
ILMN_1814890	89.74841	21	2.155627	0.925974
ILMN_1757355	108.4603	17	4.496086	0.02597403
ILMN_1656691	197.1615	20	7.668051	0
ILMN_1755811	136.2934	27	4.656898	0
ILMN_1762155	87.2714	17	3.081019	0.9831169
ILMN_1880834	136.5033	28	3.022745	0
ILMN_1756874	131.0414	25	4.142784	0
ILMN_1670087	111.1366	19	3.483822	0.01038961
ILMN_2344907	106.3038	21	3.380771	0.03766234
ILMN_1732182	105.3845	22	3.585106	0.04675325
ILMN_2325625	98.18372	23	3.102	0.2714286
ILMN_1651597	94.60751	27	2.58432	0.5662338
