Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_ctrl_b.AVG_Signal	KHYG1_ctrl_b.Avg_NBEADS	KHYG1_ctrl_b.BEAD_STDERR	KHYG1_ctrl_b.Detection Pval
ILMN_1762531	95.34391	15	4.566253	0.5675325
ILMN_1785404	90.14233	21	2.38089	0.9207792
ILMN_1761945	96.24541	20	2.467844	0.4727273
ILMN_1686961	108.6755	29	2.65247	0.02337662
ILMN_1729369	92.76691	18	2.408168	0.7844156
ILMN_2398261	94.58015	23	2.856126	0.6402597
ILMN_1796229	91.37984	16	2.306002	0.8753247
ILMN_2411116	124.8599	23	2.457281	0
ILMN_1657436	202.6179	20	8.794081	0
ILMN_1682270	90.38831	24	3.286962	0.9155844
ILMN_1651966	113.7832	29	3.653605	0.007792208
ILMN_1723123	89.46018	21	1.877964	0.951948
ILMN_2410713	94.74787	30	2.32843	0.6207792
ILMN_2241412	90.38845	19	1.795971	0.9155844
ILMN_1730355	83.40137	19	2.600256	1
ILMN_1795865	111.8185	22	2.212042	0.009090909
ILMN_2348367	97.83456	20	2.175711	0.3298701
ILMN_1703188	95.64891	21	3.166592	0.5311688
ILMN_2315044	89.25527	23	1.529872	0.9545454
ILMN_1737683	89.75848	30	1.742033	0.9376624
ILMN_3271630	118.7083	24	3.119198	0.001298701
ILMN_3182171	128.0222	13	3.023363	0
ILMN_1672872	97.84615	23	3.472986	0.325974
ILMN_2366192	97.74728	27	2.468881	0.3311688
ILMN_2326197	97.13092	16	3.483536	0.3857143
ILMN_1731222	98.36095	16	3.490118	0.2896104
ILMN_1803597	134.3553	21	4.833031	0
ILMN_1682828	97.1175	26	2.178583	0.3896104
ILMN_1693009	109.8853	27	3.879593	0.01818182
ILMN_1795158	261.432	20	11.80171	0
ILMN_2272519	105.7968	15	3.061741	0.04415584
ILMN_2368318	355.3737	18	13.15987	0
ILMN_1719392	1115.724	23	50.90571	0
ILMN_3236432	102.3658	18	4.190087	0.1142857
ILMN_1699206	95.16434	16	3.197218	0.5805195
ILMN_1766123	106.0131	19	5.817805	0.04155844
ILMN_1805842	94.92552	21	2.730743	0.6090909
ILMN_2355831	140.7192	23	4.984722	0
ILMN_1668411	109.7319	22	3.00787	0.01818182
ILMN_2265783	94.02599	25	2.477818	0.6896104
ILMN_1678643	92.86704	24	1.458117	0.7779221
ILMN_1703558	194.8585	16	7.198018	0
ILMN_1669023	96.63377	25	3.59949	0.4324675
ILMN_1651776	353.2274	22	11.20186	0
ILMN_1761322	91.61803	23	2.555969	0.8597403
ILMN_1727135	105.0582	25	3.020606	0.05064935
ILMN_1716247	99.21421	23	2.771437	0.2415584
ILMN_1657797	965.8552	29	26.29831	0
ILMN_2411139	222.8709	28	6.305613	0
ILMN_1778064	111.7959	23	3.271393	0.009090909
ILMN_1800889	132.8815	25	4.469689	0
ILMN_1707612	94.10456	22	2.59611	0.6818182
ILMN_1801927	91.58037	25	2.50318	0.8636364
ILMN_1676307	96.5097	32	2.447161	0.4454545
ILMN_1778152	156.384	28	5.422395	0
ILMN_2389114	133.2917	22	4.388561	0
ILMN_3249343	105.2102	23	3.682704	0.04805195
ILMN_1657039	102.7227	35	2.276098	0.1077922
ILMN_1738578	90.71915	24	1.996515	0.9025974
ILMN_1730906	104.0182	19	3.50422	0.07012987
ILMN_2391150	101.8403	20	2.956712	0.125974
ILMN_1784407	90.25275	28	2.242902	0.9194805
ILMN_2190942	98.17296	20	3.995284	0.3025974
ILMN_1768743	247.1157	16	16.63943	0
ILMN_1662880	102.0459	22	3.057043	0.1220779
ILMN_1658351	1232.497	31	35.72879	0
ILMN_1764557	102.1207	10	4.816043	0.1207792
ILMN_2338593	94.87879	25	3.875343	0.6116883
ILMN_1781803	139.0548	27	4.001519	0
ILMN_1746465	93.36732	19	2.525871	0.7402598
ILMN_1659905	93.04861	18	3.051078	0.7714286
ILMN_1787345	1716.741	21	53.01716	0
ILMN_2150294	703.4416	25	30.15748	0
ILMN_1665243	109.5142	15	4.91069	0.01818182
ILMN_1804863	120.1585	22	2.545607	0
ILMN_1702237	116.5972	30	2.815954	0.005194805
ILMN_1683969	275.9046	28	9.161218	0
ILMN_2333367	194.0092	15	6.07167	0
ILMN_1683658	560.4575	20	26.02451	0
ILMN_2303955	104.9262	16	2.831429	0.05454545
ILMN_3239766	108.4568	21	2.784724	0.02467532
ILMN_1674337	442.729	18	22.48465	0
ILMN_1678080	118.084	17	4.006995	0.001298701
ILMN_1807563	123.3397	21	3.351272	0
ILMN_1654691	176.2939	26	5.994123	0
ILMN_2104784	504.9574	25	19.02163	0
ILMN_1782045	543.1717	25	20.89775	0
ILMN_1778444	1097.319	21	41.4117	0
ILMN_1815444	94.36063	26	3.343133	0.6662338
ILMN_1717737	96.76109	27	2.785728	0.4103896
ILMN_1685084	93.16521	14	3.597154	0.7558442
ILMN_1733947	101.9211	26	3.062286	0.1246753
ILMN_1666121	94.65932	25	2.093697	0.6285715
ILMN_2145143	96.11393	24	2.835314	0.4896104
ILMN_2089977	93.19694	19	3.76189	0.7558442
ILMN_1781585	89.50186	21	2.457276	0.9493507
ILMN_1791052	122.0351	21	2.83216	0
ILMN_2368617	111.6946	23	4.245769	0.009090909
ILMN_1753597	106.6975	21	2.747259	0.03636364
ILMN_1720928	94.06579	12	2.986207	0.6844156
ILMN_3238555	97.8958	22	2.92414	0.3246753
ILMN_2112673	95.35645	20	1.999311	0.5662338
ILMN_1814998	3591.453	18	139.8365	0
ILMN_2157932	94.90335	22	2.538622	0.6116883
ILMN_1776822	99.38617	23	3.586991	0.2311688
ILMN_1709722	100.582	27	2.200468	0.1753247
ILMN_2357386	4111.404	14	169.2112	0
ILMN_1784156	94.02554	21	2.951108	0.6896104
ILMN_1730325	101.9068	27	2.438579	0.1246753
ILMN_1663667	378.9851	27	6.936525	0
ILMN_1670008	105.9829	19	2.959484	0.04155844
ILMN_1683390	108.8008	18	2.419792	0.02207792
ILMN_1814952	106.5339	20	4.257984	0.03636364
ILMN_1655525	98.30808	19	2.354259	0.2961039
ILMN_2134130	91.6068	21	3.028633	0.861039
ILMN_1743715	96.80304	20	1.992998	0.4103896
ILMN_2233229	92.417	27	2.214282	0.8064935
ILMN_1665738	207.037	23	9.64278	0
ILMN_1737170	150.8903	18	5.961024	0
ILMN_1652881	96.31536	17	2.934937	0.4597403
ILMN_1660982	92.37597	22	2.376217	0.8077922
ILMN_1756621	100.2963	23	3.176906	0.1896104
ILMN_1729323	97.49271	14	4.782476	0.3545454
ILMN_1745217	224.4366	16	10.06114	0
ILMN_3182000	101.2524	14	3.529288	0.1454545
ILMN_3259594	93.13377	16	1.955278	0.7584416
ILMN_1785277	98.47673	11	1.817802	0.287013
ILMN_2186877	116.3102	26	3.013806	0.005194805
ILMN_1712211	104.3585	19	3.235001	0.06753246
ILMN_2098297	93.34751	22	2.336337	0.7415584
ILMN_1800911	105.5509	25	3.29929	0.04675325
ILMN_1705743	122.0469	16	6.284851	0
ILMN_1703430	296.8414	20	10.6505	0
ILMN_3273209	91.81168	19	2.83426	0.8506494
ILMN_3232161	94.8065	27	1.705699	0.6181818
ILMN_3185453	108.3005	20	2.92864	0.02467532
ILMN_3233739	95.90832	16	3.169321	0.5116883
ILMN_3232289	98.0949	16	5.543859	0.3051948
ILMN_1794490	95.65128	12	4.740808	0.5311688
ILMN_1793012	103.9094	13	1.68215	0.07402597
ILMN_2173294	93.90952	22	2.491564	0.7012987
ILMN_1737604	236.7073	31	6.433009	0
ILMN_1694269	106.7421	19	2.596986	0.03636364
ILMN_1689831	99.45313	22	2.728102	0.2311688
ILMN_1695562	101.7897	25	2.598567	0.1272727
ILMN_1679003	96.34361	27	2.504745	0.4597403
ILMN_1798947	95.24933	28	2.079371	0.5753247
ILMN_3187206	101.7201	27	2.625805	0.1311688
ILMN_1775444	97.91299	22	2.783913	0.3233766
ILMN_1726952	100.3693	14	4.330087	0.1883117
ILMN_1775664	92.26148	24	2.533634	0.8194805
ILMN_1697115	99.82613	21	2.494548	0.2103896
ILMN_1680494	103.7652	17	2.471169	0.07792208
ILMN_2072622	90.7882	17	2.549881	0.8987013
ILMN_1718061	101.6536	23	1.957632	0.1350649
ILMN_2347748	190.0419	19	9.534908	0
ILMN_3270588	94.77493	18	2.959464	0.6181818
ILMN_1678674	98.54429	23	2.772205	0.2818182
ILMN_1664124	96.66448	27	2.458573	0.4285714
ILMN_2120072	138.5302	24	4.186107	0
ILMN_2162135	94.45331	24	2.35319	0.6532468
ILMN_1748290	106.5734	35	3.25185	0.03636364
ILMN_1814967	94.74227	24	2.114993	0.6207792
ILMN_3185552	95.14752	20	2.817525	0.5844156
ILMN_3262015	98.86895	14	2.818119	0.2636364
ILMN_3307196	106.8353	25	2.497989	0.03636364
ILMN_1811608	94.05099	13	2.285554	0.6883117
ILMN_1763745	100.7019	23	2.403813	0.1714286
ILMN_1743483	99.43735	24	2.845145	0.2311688
ILMN_1697491	94.36504	18	2.81412	0.6662338
ILMN_1699275	93.48261	28	1.98536	0.7324675
ILMN_1664701	89.90996	33	2.488039	0.9337662
ILMN_3307201	96.47092	30	3.242088	0.448052
ILMN_2114894	92.40019	10	4.586684	0.8064935
ILMN_3264472	94.6692	26	2.459176	0.6285715
ILMN_1709725	97.90272	28	2.083958	0.3233766
ILMN_1745554	95.75141	30	2.300323	0.5207792
ILMN_1762506	108.5207	14	5.176578	0.02467532
ILMN_2120507	100.9677	24	2.432146	0.161039
ILMN_1797406	95.48401	24	1.807449	0.5506493
ILMN_1765773	111.4608	25	2.826567	0.01168831
ILMN_2053377	95.16651	26	1.790822	0.5792208
ILMN_3236816	98.91617	27	3.035367	0.261039
ILMN_2184575	99.96291	21	3.019745	0.2051948
ILMN_1754114	164.0072	26	4.267351	0
ILMN_1814622	121.3006	27	3.363168	0
ILMN_2179915	95.6433	20	4.802703	0.5324675
ILMN_1719386	103.2786	19	5.082461	0.09350649
ILMN_1716907	118.6482	30	3.6803	0.001298701
ILMN_1689046	92.31212	20	3.423218	0.8142857
ILMN_1658427	96.45553	26	2.16837	0.448052
ILMN_1757978	93.37286	26	2.398813	0.738961
ILMN_1656615	94.55162	30	2.786494	0.6415585
ILMN_1775188	93.65257	19	2.570675	0.7207792
ILMN_1666753	99.90994	12	3.404151	0.2064935
ILMN_1737402	99.44413	18	5.402267	0.2311688
ILMN_1727226	98.16573	19	3.021578	0.3025974
ILMN_1811181	112.3326	21	2.679466	0.009090909
ILMN_1771144	93.77386	23	3.44874	0.7116883
ILMN_1723210	87.43871	19	3.377943	0.9857143
ILMN_1702757	98.97289	29	1.895688	0.2558441
ILMN_1778144	111.3951	44	2.687314	0.01168831
ILMN_3180895	102.6579	16	4.473089	0.1090909
ILMN_3257361	96.83506	7	5.575877	0.4090909
ILMN_1667087	104.4347	19	3.505889	0.06753246
ILMN_1805147	104.7713	37	2.751254	0.05714286
ILMN_1706558	178.1886	16	10.25239	0
ILMN_1778318	107.0847	21	3.965528	0.02987013
ILMN_1790197	99.56194	18	1.681156	0.225974
ILMN_1692464	488.5097	23	22.01102	0
ILMN_1779702	99.28238	22	3.059652	0.2350649
ILMN_1763663	284.5747	27	10.27172	0
ILMN_1668752	110.6918	19	3.862944	0.01428571
ILMN_1711928	114.8103	21	3.570474	0.007792208
ILMN_1652701	100.744	21	2.967746	0.1701299
ILMN_2180885	91.79745	24	2.123147	0.851948
ILMN_1770102	103.839	29	4.037849	0.07532468
ILMN_1655196	100.6173	26	3.238797	0.174026
ILMN_1672800	93.85986	16	3.060894	0.7064935
ILMN_1778510	102.1219	8	7.276852	0.1207792
ILMN_1815366	101.1708	22	3.434136	0.1454545
ILMN_1677038	95.95744	26	2.305225	0.5077922
ILMN_1765636	96.53249	34	2.372266	0.4454545
ILMN_2387471	98.52222	17	1.959904	0.2831169
ILMN_1665289	110.7743	15	3.557928	0.01428571
ILMN_1672982	92.92191	15	3.386142	0.7766234
ILMN_1728115	98.75646	15	3.283595	0.2688312
ILMN_1685465	97.16435	16	3.398405	0.3805195
ILMN_1705207	102.3221	22	4.875462	0.1155844
ILMN_1700098	105.2433	21	3.263291	0.04805195
ILMN_1656149	105.8981	17	3.155158	0.04155844
ILMN_3247023	96.56914	30	2.152751	0.438961
ILMN_1702866	89.89467	26	1.737095	0.9350649
ILMN_1707286	102.1707	26	2.935877	0.1207792
ILMN_3183048	91.49824	13	2.9728	0.8714285
ILMN_3259509	97.84447	23	2.976927	0.325974
ILMN_2150802	172.9022	29	4.584448	0
ILMN_1696243	109.9147	23	4.953414	0.01688312
ILMN_1670317	97.49324	22	2.827877	0.3532467
ILMN_1806305	97.43107	24	3.339491	0.3571429
ILMN_1684155	153.1861	25	4.179676	0
ILMN_1706699	91.72909	23	2.317685	0.8558441
ILMN_1716546	99.62412	19	4.368306	0.2207792
ILMN_1809817	96.00528	20	3.925514	0.5025974
ILMN_3274036	97.63624	25	3.126225	0.3428572
ILMN_2144162	105.5446	22	3.755997	0.04675325
ILMN_1711060	97.71455	21	2.336984	0.3350649
ILMN_1751587	101.2277	22	3.447523	0.1454545
ILMN_1791658	83.92124	12	3.408434	1
ILMN_1804175	100.8509	19	3.722456	0.1662338
ILMN_1656250	103.5455	19	2.292354	0.08311688
ILMN_1661004	94.22967	17	2.427262	0.674026
ILMN_3260180	438.8009	23	9.935017	0
ILMN_1655498	129.514	23	3.615011	0
ILMN_1789807	103.3093	30	2.807363	0.09350649
ILMN_1710829	100.4779	22	2.125668	0.1818182
ILMN_1700068	95.17236	39	2.320232	0.5792208
ILMN_1665260	97.34734	27	2.560769	0.3623376
ILMN_1716729	99.08683	28	3.127612	0.2519481
ILMN_3307180	96.75924	28	2.510864	0.4103896
ILMN_1732860	107.8679	25	2.550102	0.02727273
ILMN_3270637	99.22448	12	5.01288	0.2402597
ILMN_1797409	92.44617	27	1.948043	0.8051948
ILMN_1720004	99.8075	17	2.128066	0.2103896
ILMN_1815114	95.94035	13	3.848155	0.5103896
ILMN_1726048	100.8783	24	2.920758	0.1636364
ILMN_1760430	99.77687	16	2.816155	0.212987
ILMN_1705466	94.71805	19	2.843635	0.6246753
ILMN_1724966	103.5651	22	2.264294	0.08311688
ILMN_1726041	95.93398	18	3.24367	0.5103896
ILMN_1686712	97.64989	20	3.093207	0.3428572
ILMN_1745684	91.14656	30	1.848044	0.8818182
ILMN_3184067	100.5699	22	3.638572	0.1753247
ILMN_3263341	90.81545	18	2.133106	0.8987013
ILMN_1745695	100.7537	21	4.294459	0.1701299
ILMN_3268232	102.1837	24	2.63517	0.1194805
ILMN_3191764	92.42893	24	3.375822	0.8051948
ILMN_1711772	101.3614	23	3.395583	0.138961
ILMN_1788833	102.5736	14	3.502195	0.1116883
ILMN_1668152	97.24825	22	2.744275	0.3766234
ILMN_1799872	91.74819	17	3.336819	0.8545455
ILMN_1673270	100.9349	17	3.900356	0.1623377
ILMN_1719209	96.84692	20	3.233981	0.4090909
ILMN_3189585	200.4014	34	5.142705	0
ILMN_3266054	110.5694	17	5.014237	0.01558442
ILMN_1654108	94.57152	19	3.009017	0.6402597
ILMN_1787100	94.24315	14	3.704393	0.674026
ILMN_2113728	98.63351	27	3.166498	0.2766234
ILMN_1812549	91.47735	24	3.551702	0.8714285
ILMN_1655136	99.31828	23	2.533319	0.2350649
ILMN_1743256	104.0297	12	3.985377	0.07012987
ILMN_1791162	97.14982	17	3.601821	0.3857143
ILMN_1723834	100.3738	16	1.83286	0.187013
ILMN_3191756	94.13295	17	1.813546	0.6805195
ILMN_3268228	95.59668	21	2.032218	0.5376623
ILMN_1756918	90.1826	20	1.905465	0.9207792
ILMN_1671331	92.54299	22	1.768312	0.7987013
ILMN_1780637	91.20371	18	2.722906	0.8792208
ILMN_1768646	98.31944	19	2.828492	0.2935065
ILMN_1794510	128.8253	27	4.586863	0
ILMN_1657603	94.16802	27	3.300688	0.6792208
ILMN_1722609	96.30291	18	1.616114	0.4610389
ILMN_1751897	90.01603	21	1.590675	0.9285714
ILMN_3266833	94.1677	29	2.419024	0.6792208
ILMN_1660007	100.5343	29	2.828577	0.1792208
ILMN_1792191	100.4613	30	2.869441	0.1831169
ILMN_1736479	107.4791	23	3.093927	0.02857143
ILMN_2109536	98.89304	16	2.844791	0.2623377
ILMN_1766316	101.7293	27	2.948717	0.1311688
ILMN_1728889	89.60343	18	2.187611	0.9454545
ILMN_2135456	105.3176	24	4.094039	0.04675325
ILMN_1652243	99.04712	17	2.713177	0.2519481
ILMN_3191647	96.55762	22	2.285339	0.4428571
ILMN_1776826	101.5623	23	3.106795	0.1350649
ILMN_1716991	97.2998	17	2.062806	0.3688312
ILMN_1762018	103.5723	25	3.316907	0.08181818
ILMN_1784879	101.0114	20	3.070358	0.1584416
ILMN_1664563	91.45953	26	2.255154	0.8714285
ILMN_1692874	97.81586	27	3.092808	0.3311688
ILMN_1755635	95.48731	28	2.733419	0.5506493
ILMN_1838357	100.0115	19	2.404338	0.2038961
ILMN_1717029	100.5994	18	3.436211	0.1753247
ILMN_3242977	132.2698	30	4.046914	0
ILMN_1746472	93.10932	23	2.488226	0.7636364
ILMN_1773383	97.67453	16	2.252328	0.338961
ILMN_1671366	92.36276	23	2.90419	0.8090909
ILMN_1674795	103.5211	26	3.055787	0.08311688
ILMN_1737878	113.0281	25	2.500854	0.007792208
ILMN_1798911	95.16766	26	2.809881	0.5792208
ILMN_1675437	96.97931	21	2.315563	0.4
ILMN_3307149	95.23139	15	2.396907	0.5779221
ILMN_1676435	103.2461	14	2.801957	0.09350649
ILMN_1691212	91.25043	20	2.401797	0.8779221
ILMN_1653615	95.15717	22	2.016906	0.5818182
ILMN_3243324	96.94738	24	2.41076	0.4025974
ILMN_1678705	96.73773	31	1.661288	0.4116883
ILMN_1763891	94.93567	24	2.725475	0.6051948
ILMN_1806862	83.68773	3	8.563849	1
ILMN_3187458	92.92133	19	2.054527	0.7766234
ILMN_3258523	95.98444	18	2.454987	0.5051948
ILMN_3269655	1338.932	27	52.81602	0
ILMN_1800246	93.24193	26	2.498047	0.7532467
ILMN_1668671	93.45726	15	3.809352	0.7337663
ILMN_1738738	96.39606	32	2.541435	0.451948
ILMN_1778408	95.20265	15	3.401221	0.5792208
ILMN_1726856	99.58667	19	2.659624	0.2233766
ILMN_1788008	99.15166	23	2.118334	0.2493507
ILMN_1730351	206.3423	27	6.533226	0
ILMN_1685640	101.2722	21	3.154875	0.1454545
ILMN_2163187	100.1872	23	3.707879	0.1935065
ILMN_3307940	109.2102	14	6.308313	0.01948052
ILMN_1757380	98.07561	15	2.754771	0.3064935
ILMN_1777040	133.5181	11	2.188036	0
ILMN_1768434	98.49361	15	3.676188	0.2844156
ILMN_1781225	183.9899	18	6.888764	0
ILMN_1805011	98.28065	26	2.714633	0.2974026
ILMN_1673642	96.22021	23	3.06609	0.4766234
ILMN_2085339	101.2492	24	3.275437	0.1454545
ILMN_1768919	98.17437	22	2.419776	0.3025974
ILMN_1697634	93.51653	16	1.747785	0.7311688
ILMN_1691966	99.4109	19	2.420567	0.2311688
ILMN_1675792	88.28957	24	2.647826	0.974026
ILMN_1696029	101.4312	12	4.168177	0.1376623
ILMN_1691194	95.3273	20	2.457392	0.5701299
ILMN_1672818	93.25117	18	2.773389	0.7532467
ILMN_3249820	95.49421	16	2.579719	0.5506493
ILMN_1718770	105.9875	24	3.309508	0.04155844
ILMN_1668736	102.6424	24	4.761155	0.1090909
ILMN_3181480	743.7213	22	29.61872	0
ILMN_3257941	95.5375	19	2.644706	0.5441558
ILMN_1735905	97.38348	28	2.592031	0.361039
ILMN_1696193	98.59811	20	1.925984	0.2779221
ILMN_1659333	98.17226	21	4.086359	0.3025974
ILMN_1690843	93.82893	20	2.429753	0.7090909
ILMN_2162496	163.4971	16	8.245485	0
ILMN_1708686	94.70297	26	2.33152	0.6246753
ILMN_1910334	97.86885	20	2.405663	0.3246753
ILMN_1722825	100.947	29	3.124218	0.161039
ILMN_3241684	93.64516	25	2.810578	0.7207792
ILMN_1651259	124.8984	25	4.148368	0
ILMN_1717265	92.01781	17	2.1497	0.8389611
ILMN_1727099	99.53352	20	2.809611	0.2285714
ILMN_1809167	98.44647	21	3.346918	0.287013
ILMN_1723320	101.6684	21	2.905608	0.1350649
ILMN_1771618	141.5285	23	4.027305	0
ILMN_1769571	102.6627	12	4.336635	0.1090909
ILMN_3237826	91.77705	27	2.418733	0.8532467
ILMN_1674116	93.40899	18	3.892499	0.7350649
ILMN_1654458	93.4916	21	2.873382	0.7324675
ILMN_3269324	103.4672	14	3.835014	0.08571429
ILMN_1786064	99.85455	14	3.372697	0.2077922
ILMN_3184599	100.2027	24	2.377638	0.1922078
ILMN_3232128	92.15872	23	1.804778	0.825974
ILMN_2122153	97.79638	23	2.395964	0.3311688
ILMN_1656266	95.35567	35	1.958699	0.5662338
ILMN_1739404	104.1721	14	3.616452	0.07012987
ILMN_1670886	99.74781	17	3.179561	0.212987
ILMN_2189859	204.8294	26	6.122452	0
ILMN_3263520	93.59856	13	3.083701	0.7246753
ILMN_1771320	127.9762	22	3.024812	0
ILMN_3306959	98.214	27	3.539925	0.3012987
ILMN_1782381	91.08072	34	2.67881	0.887013
ILMN_1772626	103.4287	18	3.799611	0.08701298
ILMN_1700307	108.2887	31	2.828712	0.02467532
ILMN_1668657	106.9875	27	2.435684	0.03376623
ILMN_2378404	101.1725	17	3.374813	0.1454545
ILMN_1692595	91.09367	15	2.178152	0.8844156
ILMN_1694168	98.49133	24	2.457295	0.2857143
ILMN_1769704	97.64718	18	2.465903	0.3428572
ILMN_1803559	104.2034	15	3.119924	0.07012987
ILMN_1662744	95.83264	24	2.733109	0.5194805
ILMN_1790412	116.8056	23	3.599062	0.005194805
ILMN_1666633	113.5374	23	2.646113	0.007792208
ILMN_1771696	114.6143	13	6.784582	0.007792208
ILMN_1772185	89.71619	18	2.060178	0.9402598
ILMN_1731832	101.0245	22	2.57233	0.1584416
ILMN_1653369	104.8383	26	2.665737	0.05584415
ILMN_1750288	91.81375	23	2.341432	0.8506494
ILMN_1750051	210.5258	17	5.093045	0
ILMN_3231471	105.0665	20	5.128132	0.05064935
ILMN_3230623	92.47705	25	2.463843	0.8038961
ILMN_2162454	96.56792	23	1.914561	0.4402598
ILMN_1701624	94.70464	15	1.486522	0.6246753
ILMN_1740620	109.4742	23	2.943955	0.01818182
ILMN_1687850	100.4053	14	3.518373	0.1844156
ILMN_1713650	91.84299	18	2.227454	0.848052
ILMN_1803357	99.28181	25	2.39107	0.2350649
ILMN_1800914	104.9362	31	2.732901	0.05454545
ILMN_2194980	96.78015	21	2.395945	0.4103896
ILMN_1664364	99.57348	24	2.494582	0.2233766
ILMN_1707318	97.62017	22	3.894289	0.3428572
ILMN_2284930	104.6403	15	6.41304	0.05844156
ILMN_1670805	98.65953	29	2.737692	0.2766234
ILMN_1709738	97.92964	26	2.314607	0.3233766
ILMN_1787540	97.15622	22	2.708138	0.3844156
ILMN_1713676	98.78339	23	2.406066	0.2688312
ILMN_1746695	107.2039	25	2.587862	0.02987013
ILMN_1736217	90.82975	18	3.119169	0.8987013
ILMN_3249524	99.66762	21	3.274575	0.2194805
ILMN_3307134	100.0353	25	1.822244	0.2038961
ILMN_1764029	93.16868	14	3.030282	0.7558442
ILMN_1689807	95.26918	25	2.580814	0.5727273
ILMN_2129102	94.00829	14	2.917514	0.6935065
ILMN_1690532	103.436	21	5.257421	0.08701298
ILMN_2041222	99.06152	23	2.875075	0.2519481
ILMN_1722537	103.0164	18	4.046824	0.0987013
ILMN_3268731	99.01497	13	3.818236	0.2558441
ILMN_3258024	94.37067	24	3.442482	0.6649351
ILMN_3181565	98.42132	27	2.288707	0.2896104
ILMN_1809892	114.4532	18	6.009486	0.007792208
ILMN_1740818	94.67924	20	2.320514	0.6285715
ILMN_1778202	483.6983	24	17.59974	0
ILMN_1745860	107.5299	17	4.919218	0.02857143
ILMN_1709006	93.5668	24	3.073337	0.7272727
ILMN_3262321	97.47366	20	2.729431	0.3545454
ILMN_1722632	95.87746	25	3.195142	0.5142857
ILMN_1694458	106.4914	25	3.191631	0.03636364
ILMN_1813427	96.01572	23	2.279336	0.5025974
ILMN_1701286	101.7886	33	2.794201	0.1285714
ILMN_1655489	90.64386	11	3.822286	0.9038961
ILMN_1759649	95.8463	25	2.189273	0.5181818
ILMN_1783743	99.99422	18	2.958023	0.2038961
ILMN_1794611	98.68671	24	2.07134	0.2753247
ILMN_3253126	94.9959	19	3.444898	0.6025974
ILMN_3243223	95.54932	29	2.053032	0.5441558
ILMN_1795300	101.1315	20	2.191284	0.1493506
ILMN_1702812	94.95775	27	2.48528	0.6051948
ILMN_3307069	95.83984	23	2.109028	0.5181818
ILMN_1652178	94.30322	15	3.199703	0.6701299
ILMN_1713983	99.39373	12	1.684217	0.2311688
ILMN_1663052	100.5716	28	2.244408	0.1753247
ILMN_2150049	90.28815	18	2.187657	0.9181818
ILMN_1749266	99.97004	34	2.01365	0.2051948
ILMN_3244650	105.3976	14	5.246541	0.04675325
ILMN_1789531	95.62104	30	2.238757	0.5363637
ILMN_2167961	92.13976	18	2.688531	0.825974
ILMN_1747084	90.30395	24	2.229152	0.9181818
ILMN_1748952	97.70647	19	3.41652	0.3363636
ILMN_1703579	108.5032	19	4.349918	0.02467532
ILMN_2140455	98.07163	22	2.608288	0.3064935
ILMN_1697691	94.4706	15	3.187237	0.651948
ILMN_3307113	109.7863	26	2.828776	0.01818182
ILMN_1727065	101.9553	24	2.822587	0.1220779
ILMN_1674060	97.32294	17	2.781725	0.3662338
ILMN_1705921	94.64919	22	2.651829	0.6298701
ILMN_1676077	98.55674	19	3.139891	0.2818182
ILMN_3272299	96.95723	27	3.456804	0.4
ILMN_3238221	116.9188	31	3.640387	0.005194805
ILMN_1770269	99.32803	19	3.71911	0.2324675
ILMN_1657378	100.6223	14	6.543375	0.1727273
ILMN_1732000	103.7253	25	4.07707	0.07792208
ILMN_2067334	91.29578	24	2.986017	0.8779221
ILMN_1732143	95.79639	22	3.44233	0.5194805
ILMN_1674044	96.51647	24	2.763753	0.4454545
ILMN_1783840	91.89973	19	3.638379	0.8467532
ILMN_3192548	96.74432	19	3.53417	0.4116883
ILMN_2123450	97.81023	21	3.528356	0.3311688
ILMN_1696554	93.94105	23	2.517264	0.6961039
ILMN_1769540	98.67128	29	3.489665	0.2753247
ILMN_3241505	93.1854	23	2.568587	0.7558442
ILMN_1794233	98.9645	12	1.932744	0.2558441
ILMN_3235148	4453.114	23	110.9992	0
ILMN_1717726	98.66046	31	2.62354	0.2766234
ILMN_2123683	90.91196	32	2.744393	0.8935065
ILMN_2177823	93.41695	11	3.712751	0.7350649
ILMN_1676321	91.2858	15	2.212233	0.8779221
ILMN_3269339	99.12339	22	3.17288	0.2493507
ILMN_3186578	97.98172	24	3.850355	0.3168831
ILMN_1659980	99.02977	27	3.003841	0.2545455
ILMN_1698060	96.57552	19	2.647141	0.438961
ILMN_1663010	98.1749	24	2.720798	0.3025974
ILMN_1662091	105.2507	19	3.513712	0.04805195
ILMN_1729824	95.49834	16	2.368824	0.548052
ILMN_1746292	99.77796	30	2.611851	0.212987
ILMN_1731556	93.47485	15	4.031392	0.7324675
ILMN_1656779	95.40945	22	3.634565	0.5623376
ILMN_1718657	107.3969	20	2.824033	0.02857143
ILMN_1688020	102.0149	20	2.903952	0.1220779
ILMN_1741157	89.408	22	2.387923	0.9532468
ILMN_1702613	94.77676	20	2.375147	0.6181818
ILMN_1763975	107.736	23	4.325511	0.02727273
ILMN_1709900	96.08279	25	2.131528	0.4922078
ILMN_1688721	94.59616	22	2.023519	0.6376624
