Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_ctrl_b.AVG_Signal	KHYG1_ctrl_b.Avg_NBEADS	KHYG1_ctrl_b.BEAD_STDERR	KHYG1_ctrl_b.Detection Pval
ILMN_3261382	94.59088	12	2.510548	0.6376624
ILMN_3182768	99.56245	22	2.687535	0.225974
ILMN_3272741	98.55054	24	4.303751	0.2818182
ILMN_3177333	102.8648	23	3.4818	0.1051948
ILMN_3230723	99.77438	19	2.342742	0.212987
ILMN_3246590	100.7337	16	4.532363	0.1701299
ILMN_3269944	94.29617	24	2.329361	0.6714286
ILMN_3255028	100.6836	20	3.410064	0.1714286
ILMN_3234406	90.28413	27	2.40687	0.9181818
ILMN_3182885	104.5818	18	2.891223	0.06103896
ILMN_3188417	110.3271	30	3.209596	0.01558442
ILMN_3259164	104.2619	29	2.935092	0.07012987
ILMN_3191201	90.46161	39	1.613083	0.912987
ILMN_3267670	163.6278	29	5.806957	0
ILMN_3252597	101.5084	23	2.061778	0.1350649
ILMN_3246360	16477.99	20	617.6639	0
ILMN_3252339	107.978	17	3.428204	0.02727273
ILMN_3268993	103.8972	16	4.320901	0.07402597
ILMN_3244693	108.1398	29	2.317134	0.02467532
ILMN_3195815	200.166	24	10.56878	0
ILMN_3265797	1419.535	28	49.62174	0
ILMN_3192836	369.8536	12	17.95834	0
ILMN_3269537	1825.436	23	101.8612	0
ILMN_3265401	98.27193	26	1.704773	0.2987013
ILMN_3264100	99.34794	26	2.852377	0.2311688
ILMN_3262542	92.29363	8	4.235022	0.8168831
ILMN_3263295	97.27471	22	2.928763	0.3727273
ILMN_3267638	99.98761	25	3.073658	0.2038961
ILMN_3271312	92.49046	21	2.410018	0.8038961
ILMN_3180456	88.99784	28	2.200227	0.9597403
ILMN_3264813	104.2778	21	4.211512	0.07012987
ILMN_3251944	227.523	18	8.466545	0
ILMN_3185094	97.97503	29	2.689293	0.3168831
ILMN_3263375	121.0523	20	4.280858	0
ILMN_3254978	94.57523	24	2.962467	0.6402597
ILMN_3188772	95.60107	20	2.760059	0.5363637
ILMN_3263469	100.2604	28	2.99867	0.1909091
ILMN_3181296	160.1957	36	3.601601	0
ILMN_3178890	335.719	30	10.64229	0
ILMN_3272476	211.1528	27	8.87419	0
ILMN_3265343	202.4581	28	5.257191	0
ILMN_3177564	94.06773	17	3.075593	0.6844156
ILMN_3254022	94.39637	23	2.585847	0.6597403
ILMN_3234813	93.63493	29	2.301849	0.7220779
ILMN_3259610	99.05866	18	2.385983	0.2519481
ILMN_3272689	100.3747	20	3.242571	0.187013
ILMN_3186439	96.70909	21	2.879797	0.4181818
ILMN_3267739	95.74238	17	2.057452	0.5220779
ILMN_3269520	103.2197	28	3.099299	0.0948052
ILMN_3180780	90.5339	26	2.505264	0.9103896
ILMN_3236530	115.0144	14	5.011782	0.006493506
ILMN_3273257	94.55202	18	3.208134	0.6415585
ILMN_3177104	100.6503	25	3.244864	0.1714286
ILMN_3175797	101.1106	15	3.425765	0.151948
ILMN_3272434	95.15742	22	2.70472	0.5818182
ILMN_3175815	103.6855	22	3.591915	0.08051948
ILMN_3252273	93.3561	12	4.282912	0.7415584
ILMN_3268246	121.015	21	4.360264	0
ILMN_3192801	92.58784	27	2.279996	0.7948052
ILMN_3271831	97.46876	22	2.261215	0.3545454
ILMN_3187939	90.1862	24	1.809257	0.9207792
ILMN_3242551	421.0815	19	25.22937	0
ILMN_3189889	89.75434	21	2.924255	0.938961
ILMN_3193266	102.1529	14	4.013445	0.1207792
ILMN_3269956	97.55822	12	3.555257	0.3454545
ILMN_3238962	97.8324	16	3.222167	0.3298701
ILMN_3243419	226.2896	20	10.79272	0
ILMN_3230351	94.67904	21	2.368648	0.6285715
ILMN_3231609	93.22581	26	2.842978	0.7545455
ILMN_3182102	95.48911	28	2.605472	0.5506493
ILMN_3181244	95.55492	25	2.669826	0.5441558
ILMN_3181379	95.39431	20	2.964823	0.5623376
ILMN_3183760	96.7132	14	3.802297	0.4181818
ILMN_3176894	92.6998	18	2.838132	0.7896104
ILMN_3187357	211.9209	31	8.20713	0
ILMN_3256540	103.9374	25	2.812713	0.07272727
ILMN_3254152	105.9588	19	3.232232	0.04155844
ILMN_3177691	201.6937	35	4.346217	0
ILMN_3262573	107.5984	15	5.305223	0.02727273
ILMN_3188054	89.85664	32	1.913746	0.9363636
ILMN_3264828	107.713	23	2.790939	0.02727273
ILMN_3188360	95.44527	20	2.124013	0.5571429
ILMN_3188517	94.30283	22	1.881716	0.6714286
ILMN_3256926	154.5536	21	7.925654	0
ILMN_3184334	94.55	18	2.9513	0.6415585
ILMN_3273047	155.3083	28	5.313626	0
ILMN_3266027	94.71981	21	3.907368	0.6246753
ILMN_3186458	94.82224	14	3.770372	0.6155844
ILMN_3271244	495.1043	18	19.68689	0
ILMN_3273340	107.6894	16	3.543067	0.02727273
ILMN_3181489	96.49657	20	2.827642	0.4454545
ILMN_3188094	97.81342	29	2.746842	0.3311688
ILMN_3266745	97.67869	21	5.019038	0.338961
ILMN_3272243	97.02654	28	2.383149	0.3961039
ILMN_3189151	97.23084	32	2.2553	0.3779221
ILMN_3256723	94.26614	20	3.035109	0.674026
ILMN_3252383	141.3813	29	3.633081	0
ILMN_3188023	102.3013	15	3.605809	0.1181818
ILMN_3256958	98.56279	26	2.934776	0.2818182
ILMN_3238312	93.8167	17	4.504529	0.7103896
ILMN_3187378	100.299	20	2.816532	0.1896104
ILMN_3252349	95.33837	22	2.189513	0.5688311
ILMN_3184109	96.95821	28	3.244934	0.4
ILMN_3261449	101.2685	30	3.10287	0.1454545
ILMN_3266265	99.02551	22	2.376189	0.2545455
ILMN_3238353	128.8803	25	5.07344	0
ILMN_3264713	93.56647	32	2.249727	0.7272727
ILMN_3188245	97.50033	19	3.855817	0.3519481
ILMN_3188151	103.0135	25	3.234515	0.1
ILMN_3272576	97.72138	26	2.906636	0.3337662
ILMN_3189286	100.7048	16	3.430893	0.1714286
ILMN_3191166	100.1538	23	3.364618	0.1948052
ILMN_3267631	97.78751	30	2.038265	0.3311688
ILMN_3256712	95.84858	23	2.317412	0.5181818
ILMN_3238471	96.27332	17	3.079923	0.4688312
ILMN_3241675	100.7533	35	2.420121	0.1701299
ILMN_3265742	221.4242	20	9.088128	0
ILMN_3183517	109.0136	17	5.300153	0.02207792
ILMN_3255087	103.1022	25	2.529729	0.0948052
ILMN_3187571	94.76914	29	1.799218	0.6181818
ILMN_3191913	94.27099	26	2.782051	0.674026
ILMN_3268380	91.45821	19	2.31664	0.8714285
ILMN_3253606	99.89809	18	3.575366	0.2077922
ILMN_3192430	95.39537	20	2.229669	0.5623376
ILMN_3232447	97.88318	20	3.82391	0.3246753
ILMN_3186158	97.15877	20	3.285478	0.3805195
ILMN_3190707	99.82627	29	2.782354	0.2103896
ILMN_3230388	100.7364	30	2.355363	0.1701299
ILMN_3178273	117.4828	23	2.781563	0.002597403
ILMN_3258781	96.64362	28	2.206058	0.4311688
ILMN_3268492	96.81282	26	2.020859	0.4103896
ILMN_3246479	101.824	24	2.166775	0.125974
ILMN_3268675	97.03664	23	2.210435	0.3948052
ILMN_3192203	100.2208	18	3.653651	0.1922078
ILMN_3231108	99.72969	18	3.637705	0.212987
ILMN_3259723	95.10016	33	2.155742	0.5922078
ILMN_3268590	98.78277	23	3.662972	0.2688312
ILMN_3183170	100.9765	20	2.427213	0.161039
ILMN_3257335	103.24	34	2.744941	0.09350649
ILMN_3241091	322.6165	24	8.271546	0
ILMN_3255029	98.72124	26	2.278447	0.2701299
ILMN_3187238	91.56844	19	3.046852	0.8636364
ILMN_3195253	2785.535	20	127.8529	0
ILMN_3266411	209.5688	19	11.03536	0
ILMN_3272838	101.9635	30	2.093736	0.1220779
ILMN_3271398	96.72215	23	2.471022	0.4168831
ILMN_3274119	101.2342	16	3.701984	0.1454545
ILMN_3177991	93.76865	29	2.462195	0.7116883
ILMN_3269131	98.70398	16	3.886333	0.274026
ILMN_3261611	94.00764	26	2.160712	0.6935065
ILMN_3185147	99.36409	26	3.196219	0.2311688
ILMN_3177167	95.74761	26	3.417858	0.5207792
ILMN_3253627	107.5247	9	5.864981	0.02857143
ILMN_3255965	110.1293	14	3.597446	0.01688312
ILMN_3183139	106.5526	19	3.267406	0.03636364
ILMN_3176090	2293.23	24	66.39976	0
ILMN_3182317	98.03511	19	3.254797	0.3116883
ILMN_3270823	95.17691	18	2.679237	0.5792208
ILMN_3235987	100.2783	26	2.898868	0.1896104
ILMN_3258321	786.6307	20	21.18099	0
ILMN_3192156	96.24924	9	5.487784	0.4714286
ILMN_3268813	108.6909	25	3.201749	0.02337662
ILMN_3254992	106.3279	26	3.649829	0.03896104
ILMN_3257856	94.0183	14	3.616019	0.6909091
ILMN_3177280	95.72733	22	3.276346	0.525974
ILMN_3267609	93.62025	24	2.253344	0.7220779
ILMN_3261101	95.1621	30	2.362543	0.5818182
ILMN_3190666	92.23558	27	2.146832	0.8220779
ILMN_3181910	104.9286	16	2.96257	0.05454545
ILMN_3266517	97.92404	23	1.96869	0.3233766
ILMN_3185593	93.71467	15	4.184669	0.7181818
ILMN_3254462	93.75546	12	1.965011	0.7142857
ILMN_3266005	93.33796	28	2.548529	0.7415584
ILMN_3267142	97.42982	23	2.975443	0.3571429
ILMN_3267345	97.27655	23	2.448109	0.3727273
ILMN_3191502	90.48621	30	2.232515	0.912987
ILMN_3262376	102.8351	22	2.225387	0.1051948
ILMN_3217332	97.61866	26	2.671587	0.3428572
ILMN_3199916	11170.26	29	241.7389	0
ILMN_3201192	100.0667	16	2.96592	0.2025974
ILMN_3294119	103.3955	27	2.902837	0.08961039
ILMN_3238904	100.6869	35	2.122539	0.1714286
ILMN_3293007	89.92963	20	2.852947	0.9337662
ILMN_3216496	95.58869	22	3.231209	0.5415584
ILMN_3283463	105.9116	26	3.4357	0.04155844
ILMN_3206951	97.18894	30	2.081951	0.3805195
ILMN_3212616	97.64364	17	3.666793	0.3428572
ILMN_3296436	96.48939	21	3.594504	0.4454545
ILMN_3207366	94.90293	23	2.236676	0.6116883
ILMN_3285446	95.40404	17	2.382631	0.5623376
ILMN_3248399	94.49632	29	2.135514	0.6467533
ILMN_3275595	100.3728	16	2.022513	0.187013
ILMN_3204874	104.6704	14	2.848344	0.05714286
ILMN_3284823	89.75367	23	1.96749	0.938961
ILMN_3200060	94.16083	21	3.511265	0.6792208
ILMN_3275026	94.99419	34	1.964458	0.6025974
ILMN_3211199	129.7182	16	5.656014	0
ILMN_3293210	95.24935	17	4.04392	0.5753247
ILMN_3216699	96.41819	11	3.634001	0.4506494
ILMN_3290446	95.32212	35	2.320397	0.5701299
ILMN_3286444	99.33254	20	3.432874	0.2324675
ILMN_3286470	95.70679	37	2.121182	0.5285714
ILMN_3286265	99.97557	21	4.228675	0.2051948
ILMN_3291320	99.96619	33	2.476798	0.2051948
ILMN_3290323	104.7364	30	2.384298	0.05714286
ILMN_3199483	96.4548	28	2.334219	0.448052
ILMN_3280238	90.95744	26	2.658952	0.8909091
ILMN_3288242	101.1244	10	2.02268	0.1506494
ILMN_3274344	107.4023	12	5.897784	0.02857143
ILMN_3201960	89.47375	24	2.04303	0.9506493
ILMN_3213104	94.45356	17	4.070086	0.6532468
ILMN_3280359	95.03587	26	3.785175	0.5987013
ILMN_3204720	88.35648	22	1.418011	0.9727273
ILMN_3292970	134.3923	29	3.786252	0
ILMN_3293346	92.24533	24	2.815538	0.8220779
ILMN_3199736	104.9476	21	3.710962	0.05454545
ILMN_3276203	124.3032	23	3.804901	0
ILMN_3200450	89.22266	19	2.08941	0.9545454
ILMN_3276713	98.16856	18	3.897101	0.3025974
ILMN_3200234	102.0387	14	5.453608	0.1220779
ILMN_3296943	130.8596	22	6.036858	0
ILMN_3216365	266.019	36	5.854876	0
ILMN_3217960	92.35735	24	2.505903	0.8116883
ILMN_3294484	93.44815	18	3.172788	0.7337663
ILMN_3288280	100.7194	25	2.925694	0.1714286
ILMN_3198679	93.55045	31	1.862106	0.7285714
ILMN_3287871	102.6631	21	5.370174	0.1090909
ILMN_3201334	91.33101	26	1.972119	0.8779221
ILMN_3279585	88.98909	21	2.316663	0.9597403
ILMN_3203729	100.1462	31	2.725619	0.1974026
ILMN_3202062	89.24056	15	2.001088	0.9545454
ILMN_3278538	98.81798	16	4.898966	0.2688312
ILMN_3285332	103.6593	25	2.566765	0.08051948
ILMN_3200261	94.20194	21	2.284914	0.6766234
ILMN_3203609	93.32913	27	2.746209	0.7415584
ILMN_3291578	101.9091	23	2.561129	0.1246753
ILMN_3210304	106.0627	23	3.583452	0.04025974
ILMN_3286809	90.70496	24	2.007156	0.9025974
ILMN_3213406	93.40011	26	2.947086	0.7350649
ILMN_3293284	96.50844	26	2.827917	0.4454545
ILMN_3211833	102.7048	23	3.924993	0.1077922
ILMN_3294126	132.4973	25	4.626858	0
ILMN_3285762	98.19179	28	2.561883	0.3012987
ILMN_3217354	103.3663	13	4.486469	0.09220779
ILMN_3294405	100.3629	22	2.576935	0.1883117
ILMN_3211746	146.3766	13	7.886693	0
ILMN_3288245	93.8314	29	1.846015	0.7090909
ILMN_3204305	99.53242	32	2.885342	0.2285714
ILMN_3205258	96.70473	20	3.127131	0.4194805
ILMN_3205217	95.88181	21	2.628286	0.5142857
ILMN_3281719	91.55275	27	1.887069	0.8675325
ILMN_3203059	96.28776	18	2.533779	0.4649351
ILMN_3200203	97.02071	18	3.07043	0.3961039
ILMN_3280860	96.16148	16	3.758558	0.4818182
ILMN_3235188	157.2133	24	6.056067	0
ILMN_3282740	91.68838	18	2.811043	0.8571429
ILMN_3244698	94.00518	24	1.425259	0.6935065
ILMN_3202673	5441.047	16	110.7146	0
ILMN_3214477	92.99807	18	2.955035	0.774026
ILMN_3276909	94.56045	25	2.903935	0.6402597
ILMN_3230973	98.80341	34	1.851817	0.2688312
ILMN_3214532	2365.764	39	91.69732	0
ILMN_3283775	1740.451	22	69.05322	0
ILMN_3282726	110.2706	21	3.553345	0.01688312
ILMN_3206217	92.11143	32	2.27529	0.8285714
ILMN_3209220	101.6051	25	3.631854	0.1350649
ILMN_3247582	94.02216	22	2.600951	0.6909091
ILMN_3287483	100.9577	37	2.004476	0.161039
ILMN_3210986	95.71809	21	2.534076	0.5272727
ILMN_3203724	100.5222	23	4.042492	0.1805195
ILMN_3283782	90.50156	25	2.72965	0.912987
ILMN_3232057	97.8424	15	1.424358	0.325974
ILMN_3202942	100.3289	13	3.482234	0.1883117
ILMN_3231183	95.3451	24	2.844753	0.5675325
ILMN_3287144	89.68534	19	2.762606	0.9441559
ILMN_3203550	94.15555	17	3.728723	0.6805195
ILMN_3295503	94.93914	18	3.257196	0.6051948
ILMN_3275729	97.07208	17	1.992475	0.3922078
ILMN_3202301	97.37779	21	2.06741	0.361039
ILMN_3293258	98.12288	17	3.318079	0.3038961
ILMN_3199772	99.78746	26	3.713984	0.2116883
ILMN_3286845	97.13769	25	3.120664	0.3857143
ILMN_3294028	95.00208	17	3.603982	0.6025974
ILMN_3278357	99.2177	22	2.865149	0.2415584
ILMN_3202353	93.37773	25	3.081548	0.738961
ILMN_3289262	681.1505	25	27.20947	0
ILMN_3204040	96.52705	28	2.323	0.4454545
ILMN_3294612	106.1474	15	4.914242	0.04025974
ILMN_3218084	92.92482	18	2.43961	0.7766234
ILMN_3248076	98.96487	24	2.386225	0.2558441
ILMN_3199628	115.6854	22	3.56863	0.006493506
ILMN_3276095	100.6551	25	2.297802	0.1714286
ILMN_3286523	94.92455	23	3.241747	0.6090909
ILMN_3282495	99.76666	20	2.978625	0.212987
ILMN_3289297	93.71606	24	3.195101	0.7181818
ILMN_3209477	97.18009	10	5.153823	0.3805195
ILMN_3199697	102.6795	26	1.93443	0.1090909
ILMN_3294339	98.48528	21	2.358692	0.287013
ILMN_3286403	92.14905	28	2.436826	0.825974
ILMN_3295917	88.65419	18	2.242362	0.9649351
ILMN_3205353	96.00493	23	2.865964	0.5025974
ILMN_3200106	95.02131	24	3.119955	0.6
ILMN_3278208	97.42071	26	2.011768	0.3571429
ILMN_3200652	101.2046	23	2.947116	0.1454545
ILMN_3283455	102.3476	18	4.417742	0.1142857
ILMN_3201163	100.2789	8	6.125251	0.1896104
ILMN_3279881	96.20068	22	2.759821	0.4779221
ILMN_3211343	96.15482	22	2.665967	0.4857143
ILMN_3287840	94.59055	25	2.77599	0.6376624
ILMN_3287488	97.2644	25	2.415839	0.374026
ILMN_3282382	95.86289	19	5.209816	0.5155844
ILMN_3215992	94.27802	21	3.21876	0.6727273
ILMN_3203625	96.32613	23	2.358652	0.4597403
ILMN_3280126	185.5875	24	5.558698	0
ILMN_3294071	95.89777	16	2.184775	0.5142857
ILMN_3246783	96.62552	26	2.520431	0.4324675
ILMN_3239357	97.8565	29	3.235224	0.325974
ILMN_3290715	108.3244	28	4.067612	0.02467532
ILMN_3214213	97.33463	29	2.801137	0.3636364
ILMN_3278070	373.1537	21	18.45845	0
ILMN_3203815	101.3585	22	2.112533	0.138961
ILMN_3212737	98.82281	25	1.909918	0.2662338
ILMN_3283996	99.01692	30	2.40664	0.2558441
ILMN_3208344	93.90483	28	2.201284	0.7025974
ILMN_3218721	115.537	16	3.023465	0.006493506
ILMN_3285343	93.5257	17	2.604392	0.7311688
ILMN_3208833	98.83018	21	4.21156	0.2649351
ILMN_3278835	94.23969	25	2.893586	0.674026
ILMN_3234605	95.63513	28	2.35292	0.5337662
ILMN_3215367	159.4743	24	5.360488	0
ILMN_3296087	96.45714	30	2.821485	0.448052
ILMN_3219558	97.9183	13	5.986647	0.3233766
ILMN_3242572	103.4285	28	2.447481	0.08701298
ILMN_3209156	96.7937	19	2.8185	0.4103896
ILMN_3282387	95.32275	25	2.822584	0.5701299
ILMN_3274578	102.4605	16	4.606014	0.1142857
ILMN_3247380	91.93575	22	2.669808	0.8415585
ILMN_3293676	6342.138	19	168.8683	0
ILMN_3293127	103.9533	27	2.793635	0.07272727
ILMN_3216902	99.63841	28	2.42082	0.2207792
ILMN_3289764	93.06789	12	3.402743	0.7714286
ILMN_3278879	104.7716	33	2.602338	0.05714286
ILMN_3237897	93.1955	18	2.852892	0.7558442
ILMN_3284545	94.52814	28	2.360195	0.6454545
ILMN_3282263	92.18921	24	3.009562	0.8246753
ILMN_3209755	97.80994	22	2.661466	0.3311688
ILMN_3280695	119.3467	29	3.629297	0
ILMN_3204189	94.1013	18	3.234929	0.6818182
ILMN_3287874	104.7711	19	4.257717	0.05714286
ILMN_3293749	91.86109	25	3.037033	0.8467532
ILMN_3213444	94.51704	18	3.730142	0.6454545
ILMN_3296811	95.35332	22	2.664825	0.5675325
ILMN_3202832	94.84761	18	2.980842	0.6142857
ILMN_3279320	102.186	26	3.316125	0.1194805
ILMN_3215552	91.09499	22	1.718299	0.8844156
ILMN_3283695	97.15508	32	1.870298	0.3857143
ILMN_3285159	96.60295	28	3.336999	0.4337662
ILMN_3236294	93.53442	24	2.421088	0.7311688
ILMN_3282632	93.67712	30	2.076016	0.7207792
ILMN_3294268	107.3093	17	3.977895	0.02987013
ILMN_3247190	95.64517	13	3.877384	0.5324675
ILMN_3204908	99.32283	28	3.212325	0.2350649
ILMN_3292853	94.02016	17	3.195384	0.6909091
ILMN_3294011	94.46225	26	2.415495	0.6532468
ILMN_3291673	123.5293	25	3.811263	0
ILMN_3283114	107.6378	21	3.913718	0.02727273
ILMN_3201138	95.70057	30	2.192373	0.5285714
ILMN_3239930	97.07942	26	2.898238	0.3922078
ILMN_3289779	95.77235	17	3.086305	0.5194805
ILMN_3280926	114.866	15	5.921598	0.007792208
ILMN_3240502	98.58607	27	3.091213	0.2779221
ILMN_3275071	94.54974	30	2.114808	0.6415585
ILMN_3213761	104.0271	23	2.925858	0.07012987
ILMN_3296040	93.72805	25	2.832898	0.7155844
ILMN_3206986	104.138	23	3.122613	0.07012987
ILMN_3244723	94.14468	20	2.772122	0.6805195
ILMN_3287153	97.17743	29	2.765936	0.3805195
ILMN_3219534	96.28608	31	2.264826	0.4662338
ILMN_3288731	101.7486	21	2.683746	0.1298701
ILMN_3238425	97.95515	17	2.248429	0.3207792
ILMN_3292114	119.9265	18	3.783247	0
ILMN_3291063	102.8275	29	2.283489	0.1051948
ILMN_3214558	107.3121	25	4.219079	0.02987013
ILMN_3230517	97.24323	29	2.486246	0.3779221
ILMN_3215392	97.48055	33	2.801847	0.3545454
ILMN_3235685	101.8695	25	3.850375	0.1246753
ILMN_3287324	101.3054	24	3.224762	0.1454545
ILMN_3241715	93.48825	29	2.491411	0.7324675
ILMN_3280496	375.159	33	13.05978	0
ILMN_3213727	110.8122	21	4.417123	0.01428571
ILMN_3290232	95.81829	11	3.378786	0.5194805
ILMN_3295075	1409.728	17	71.88165	0
ILMN_3291556	95.08784	28	3.497507	0.5935065
ILMN_3215047	95.52541	26	2.393054	0.5454546
ILMN_3276071	96.95798	20	2.740196	0.4
ILMN_3218305	97.44828	30	2.05906	0.3571429
ILMN_3285162	160.6834	28	5.296016	0
ILMN_3205910	109.0449	19	4.410912	0.02077922
ILMN_3201183	102.5768	20	4.047147	0.1116883
ILMN_3294114	99.48481	26	2.929919	0.2311688
ILMN_3291614	94.7733	28	2.996188	0.6181818
ILMN_3199538	97.82047	32	2.723352	0.3311688
ILMN_3211262	95.16199	27	1.846953	0.5818182
ILMN_3232926	90.35049	25	2.10849	0.9155844
ILMN_3239475	96.22684	29	1.890291	0.4766234
ILMN_3293734	97.50992	27	2.414506	0.3506494
ILMN_3282578	98.26991	20	3.042814	0.2987013
ILMN_3208191	92.78827	19	2.641716	0.7831169
ILMN_3207087	108.3502	25	3.248621	0.02467532
ILMN_3286594	101.369	20	2.730086	0.138961
ILMN_3289171	255.3147	29	7.704219	0
ILMN_3274247	97.32207	22	3.771583	0.3662338
ILMN_3200281	89.32256	19	2.714728	0.9532468
ILMN_3211707	93.98308	29	2.695	0.6961039
ILMN_3288210	94.68935	10	2.345578	0.6285715
ILMN_3287855	100.5444	25	3.222132	0.1779221
ILMN_3209330	92.15353	22	2.881709	0.825974
ILMN_3282061	99.84885	21	4.41983	0.2103896
ILMN_3289057	98.14059	27	2.564056	0.3025974
ILMN_3238869	92.31349	19	3.005295	0.8142857
ILMN_3283866	104.4354	20	3.821877	0.06753246
ILMN_3202242	100.1771	20	3.28788	0.1948052
ILMN_3278345	111.398	22	3.074384	0.01168831
ILMN_3202306	99.6208	37	2.298536	0.2220779
ILMN_3232389	95.5415	21	2.483899	0.5441558
ILMN_3208780	94.91098	15	4.200376	0.6116883
ILMN_3230845	119.2067	19	4.88339	0.001298701
ILMN_3292224	1319.76	26	89.20514	0
ILMN_3215712	4724.958	27	253.3297	0
ILMN_3234910	91.06741	23	1.715174	0.887013
ILMN_3283225	111.1193	20	3.65152	0.01168831
ILMN_3246525	98.00636	20	2.209569	0.3142857
ILMN_3293949	96.29315	25	2.855482	0.4636364
ILMN_3289182	88.82215	24	2.23266	0.9623377
ILMN_3288183	95.89469	17	2.186988	0.5142857
ILMN_3202576	134.0448	20	7.651523	0
ILMN_3288525	98.74718	21	2.938709	0.2688312
ILMN_3278287	94.93578	27	2.224947	0.6051948
ILMN_3280382	97.09856	12	4.845818	0.3909091
ILMN_3290870	96.39484	15	4.075661	0.451948
ILMN_3287722	99.47414	26	2.268275	0.2311688
ILMN_3296076	92.14366	29	2.36963	0.825974
ILMN_3219542	101.6704	21	3.812944	0.1350649
ILMN_3217577	137.6747	18	6.373053	0
ILMN_3279210	90.78455	25	2.035032	0.8987013
ILMN_3202729	95.09358	22	2.248782	0.5935065
ILMN_3211472	98.46421	30	2.519365	0.287013
ILMN_3275137	101.0386	23	4.009276	0.1571429
ILMN_3287219	90.61059	22	2.673555	0.9064935
ILMN_3203126	95.31909	17	3.22475	0.5701299
ILMN_3242349	102.2777	35	3.542427	0.1194805
ILMN_3279863	98.04121	20	2.846678	0.3103896
ILMN_3279144	288.9187	32	10.63043	0
ILMN_3200539	577.7379	28	19.34752	0
ILMN_3294637	91.57439	27	2.158159	0.8636364
ILMN_3212007	92.47997	14	2.194123	0.8038961
ILMN_3279927	129.2995	19	5.299845	0
ILMN_3284036	103.2059	31	2.330425	0.0948052
ILMN_3203878	96.12536	19	2.807163	0.487013
ILMN_3280459	93.20268	11	2.082428	0.7558442
ILMN_3274973	99.42066	25	2.659574	0.2311688
ILMN_3211641	111.8213	16	5.670596	0.009090909
ILMN_3275337	95.50362	35	2.274805	0.548052
ILMN_3210464	93.26778	25	1.864896	0.7506493
ILMN_3296840	97.37823	19	2.297928	0.361039
ILMN_3284078	105.2461	30	2.55816	0.04805195
ILMN_3289302	99.39842	17	3.784538	0.2311688
ILMN_3200555	97.63957	32	2.407664	0.3428572
ILMN_3245748	96.61606	27	2.893775	0.4324675
ILMN_3292711	91.77574	25	2.426519	0.8532467
ILMN_3216195	106.6176	26	3.262071	0.03636364
ILMN_3199743	98.35664	21	4.489948	0.2909091
ILMN_3245738	99.86755	21	2.919085	0.2077922
ILMN_3295946	153.5528	20	5.037107	0
ILMN_3219340	3704.654	25	132.4433	0
ILMN_3236304	98.41251	18	3.061254	0.2896104
ILMN_3231550	583.6216	17	16.16948	0
ILMN_3204668	100.5798	12	4.203877	0.1753247
ILMN_3281383	97.5209	15	4.808026	0.3506494
ILMN_3204878	104.8579	45	2.644373	0.05584415
ILMN_3235180	97.00383	31	2.424637	0.3961039
ILMN_3292990	103.3417	13	3.058818	0.09350649
ILMN_3292155	94.65788	22	2.16164	0.6285715
ILMN_3214579	109.3218	11	2.075356	0.01948052
ILMN_3208818	95.86455	25	2.979443	0.5155844
ILMN_3208233	625.8054	22	29.28798	0
ILMN_3280294	106.7376	25	2.939308	0.03636364
ILMN_3206827	536.9979	23	24.02087	0
ILMN_3210604	100.5836	23	2.954034	0.1753247
ILMN_3200885	105.3718	24	3.853229	0.04675325
ILMN_3293244	107.0288	18	4.439642	0.03376623
ILMN_3280331	98.10357	33	2.196828	0.3051948
ILMN_3200560	94.42855	23	3.220617	0.6558442
ILMN_3289897	95.59715	16	1.442135	0.5376623
ILMN_3205523	93.27718	31	1.578853	0.7506493
ILMN_3282034	90.60565	31	1.82754	0.9077922
ILMN_3277152	95.00391	18	3.239519	0.6025974
ILMN_3200673	94.88403	13	3.830231	0.6116883
ILMN_3281365	102.6811	24	2.359155	0.1090909
ILMN_3206679	105.3893	20	3.544832	0.04675325
ILMN_3244949	96.59117	15	4.109051	0.4350649
ILMN_3289287	107.8578	22	4.139221	0.02727273
ILMN_3207073	93.75324	20	1.397027	0.7142857
ILMN_3291828	87.70815	25	2.875263	0.9857143
ILMN_3286286	101.6946	16	2.99873	0.1350649
ILMN_3244300	99.89671	19	2.667849	0.2077922
ILMN_3288587	402.0102	33	12.14837	0
ILMN_3285742	116.0281	28	2.776813	0.006493506
ILMN_3199974	420.7571	21	15.24282	0
ILMN_3214384	98.32755	28	3.364764	0.2935065
ILMN_3290889	93.62095	15	2.436973	0.7220779
ILMN_3288840	92.35131	25	1.792497	0.8116883
ILMN_3212340	97.3055	32	3.600559	0.3688312
ILMN_3209832	1161.587	28	37.39033	0
ILMN_3281470	102.043	31	2.857603	0.1220779
ILMN_3282745	97.00838	34	2.105129	0.3961039
ILMN_3212051	213.3106	26	6.118415	0
ILMN_3209563	93.51427	19	3.330797	0.7311688
ILMN_3233254	100.2816	17	2.566599	0.1896104
ILMN_3289079	91.55567	26	1.934797	0.8675325
ILMN_3201840	95.17603	15	2.367438	0.5792208
ILMN_3292013	98.12437	23	3.097159	0.3038961
ILMN_3202521	96.41407	22	2.622519	0.4506494
